team,odds,overUnder
MIN,2.500,201.000
ORL,-2.500,201.000
BKN,8.000,215.500
NY,-8.000,215.500
BOS,1.500,212.000
WAS,-1.500,212.000
UTA,3.000,193.000
CHA,-3.000,193.000
PHI,11.500,212.500
IND,-11.500,212.500
CHI,3.500,202.500
ATL,-3.500,202.500
TOR,3.500,203.500
OKC,-3.500,203.500
DET,-4.500,206.000
PHO,4.500,206.000
HOU,8.500,212.000
SA,-8.500,212.000
POR,11.000,211.000
LAC,-11.000,211.000
DAL,18.000,206.000
GS,-18.000,206.000
