team,odds,overUnder
CHA,7.000,208.000
CLE,-7.000,208.000
LAL,1.000,213.500
MIN,-1.000,213.500
ORL,9.500,204.000
OKC,-9.500,204.000
PHO,16.500,226.500
GS,-16.500,226.500
DEN,7.500,216.500
POR,-7.500,216.500
