team,odds,overUnder
DAL,12.000,193.500
CHA,-12.000,193.500
MIL,-5.500,215.000
BKN,5.500,215.000
LAC,3.500,215.500
CLE,-3.500,215.500
ORL,-4.000,190.500
MEM,4.000,190.500
MIA,7.000,186.500
UTA,-7.000,186.500
HOU,11.500,232.500
GS,-11.500,232.500
