team,odds,overUnder
NY,5.500,207.000
CHA,-5.500,207.000
SA,-6.000,205.500
WAS,6.000,205.500
DET,4.500,203.000
OKC,-4.500,203.000
MEM,-1.500,187.000
MIA,1.500,187.000
MIN,12.500,223.500
GS,-12.500,223.500
