overUnder,odds,team
215.500,6.500,PHO
215.500,-6.500,OKC
200.500,4.500,IND
200.500,-4.500,DET
219.500,15.500,LAL
219.500,-15.500,CLE
208.500,2.500,CHA
208.500,-2.500,ATL
220.500,-3.000,HOU
220.500,3.000,MIN
215.000,4.000,NY
215.000,-4.000,DEN
234.000,14.000,POR
234.000,-14.000,GS
