overUnder,odds,team
209.000,2.500,IND
209.000,-2.500,NO
1.000,1.000,CHI
1.000,-1.000,MIL
211.000,-8.000,SA
211.000,8.000,PHO
222.000,2.500,POR
222.000,-2.500,DEN
222.500,17.500,NY
222.500,-17.500,GS
