overUnder,odds,team
1.000,1.000,ORL
1.000,-1.000,PHI
214.000,10.000,LAL
214.000,-10.000,TOR
210.500,6.000,SAC
210.500,-6.000,BOS
211.000,-2.500,MIN
211.000,2.500,NY
199.000,1.500,DET
199.000,-1.500,ATL
209.500,-2.000,CLE
209.500,2.000,CHI
205.500,-4.000,LAC
205.500,4.000,NO
204.000,9.000,WAS
204.000,-9.000,SA
221.000,3.500,HOU
221.000,-3.500,DEN
