team,odds,overUnder
HOU,-7.000,221.000
PHI,7.000,221.000
SAC,4.500,211.500
IND,-4.500,211.500
MIL,5.500,213.500
TOR,-5.500,213.500
BKN,17.000,226.000
CLE,-17.000,226.000
ORL,7.500,214.000
BOS,-7.500,214.000
CHA,-1.000,211.500
NY,1.000,211.500
WAS,3.500,214.500
ATL,-3.500,214.500
MIA,7.000,204.500
CHI,-7.000,204.500
SA,-7.000,214.000
NO,7.000,214.000
MEM,1.000,1.000
POR,-1.000,1.000
