overUnder,odds,team
193.500,12.000,DAL
193.500,-12.000,CHA
215.000,-5.500,MIL
215.000,5.500,BKN
215.500,3.500,LAC
215.500,-3.500,CLE
190.500,-4.000,ORL
190.500,4.000,MEM
186.500,7.000,MIA
186.500,-7.000,UTA
232.500,11.500,HOU
232.500,-11.500,GS
