overUnder,odds,team
198.000,7.500,MEM
198.000,-7.500,BOS
203.000,-4.500,OKC
203.000,4.500,MIA
209.000,-5.000,HOU
209.000,5.000,DAL
204.000,-5.500,UTA
204.000,5.500,LAL
