team,odds,overUnder
SAC,5.000,210.000
WAS,-5.000,210.000
PHI,15.000,206.500
TOR,-15.000,206.500
OKC,-1.000,215.500
NY,1.000,215.500
BOS,-4.000,201.000
MIA,4.000,201.000
UTA,-3.000,193.500
MIN,3.000,193.500
CHA,-1.500,197.500
MEM,1.500,197.500
ATL,14.000,218.000
GS,-14.000,218.000
