overUnder,odds,team
208.500,-1.500,CHA
208.500,1.500,IND
213.000,8.000,MIL
213.000,-8.000,TOR
208.500,-1.500,WAS
208.500,1.500,MIA
229.500,13.500,BKN
229.500,-13.500,HOU
203.500,-2.500,DEN
203.500,2.500,DAL
216.500,8.500,LAL
216.500,-8.500,SAC
219.500,10.000,POR
219.500,-10.000,LAC
