team,odds,overUnder
ATL,-4.500,208.500
NY,4.500,208.500
POR,-4.500,219.500
BKN,4.500,219.500
IND,9.500,210.500
OKC,-9.500,210.500
UTA,3.500,197.500
DEN,-3.500,197.500
TOR,-3.500,211.000
SAC,3.500,211.000
CHI,2.500,209.500
LAL,-2.500,209.500
