team,odds,overUnder
ATL,7.500,208.000
CLE,-7.500,208.000
MIN,-4.000,209.000
BKN,4.000,209.000
DEN,3.500,202.000
MEM,-3.500,202.000
PHO,8.500,219.500
POR,-8.500,219.500
NO,6.500,205.000
SAC,-6.500,205.000
DAL,4.000,203.500
LAL,-4.000,203.500
