team,odds,overUnder
NO,5.500,207.500
MIL,-5.500,207.500
CHI,1.000,201.000
MIA,-1.000,201.000
GS,-7.000,223.000
DEN,7.000,223.000
LAL,5.500,211.500
SAC,-5.500,211.500
