team,odds,overUnder
ORL,1.000,1.000
PHI,-1.000,1.000
LAL,10.000,214.000
TOR,-10.000,214.000
SAC,6.000,210.500
BOS,-6.000,210.500
MIN,-2.500,211.000
NY,2.500,211.000
DET,1.500,199.000
ATL,-1.500,199.000
CLE,-2.000,209.500
CHI,2.000,209.500
LAC,-4.000,205.500
NO,4.000,205.500
WAS,9.000,204.000
SA,-9.000,204.000
HOU,3.500,221.000
DEN,-3.500,221.000
