team,odds,overUnder
UTA,-2.500,193.000
NY,2.500,193.000
POR,1.000,1.000
MEM,-1.000,1.000
SAC,7.500,197.500
TOR,-7.500,197.500
MIL,2.500,199.000
DAL,-2.500,199.000
DEN,7.000,212.500
BOS,-7.000,212.500
PHO,4.000,216.500
LAL,-4.000,216.500
