"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF/C","DeMarcus Cousins",10800,"GS@Sac 09:00PM ET",52.450,"Sac"
"SF","LeBron James",10200,"Cle@Pho 08:30PM ET",52.438,"Cle"
"SF","Kevin Durant",9700,"GS@Sac 09:00PM ET",49.757,"GS"
"PG","Stephen Curry",9000,"GS@Sac 09:00PM ET",42.838,"GS"
"PG","Kyrie Irving",8200,"Cle@Pho 08:30PM ET",40.308,"Cle"
"PF/C","Kevin Love",8000,"Cle@Pho 08:30PM ET",42.161,"Cle"
"PF/C","Draymond Green",7500,"GS@Sac 09:00PM ET",39.529,"GS"
"SF","Gordon Hayward",7100,"Uta@Mem 08:00PM ET",37.266,"Uta"
"C","Marc Gasol",7000,"Uta@Mem 08:00PM ET",38.473,"Mem"
"PF/C","Julius Randle",7000,"Orl@LAL 09:30PM ET",32.279,"LAL"
"PG","Eric Bledsoe",6900,"Cle@Pho 08:30PM ET",38.196,"Pho"
"C","Nikola Vucevic",6800,"Orl@LAL 09:30PM ET",33.707,"Orl"
"PG","Mike Conley",6700,"Uta@Mem 08:00PM ET",35.648,"Mem"
"PF/C","Serge Ibaka",6700,"Orl@LAL 09:30PM ET",30.697,"Orl"
"C","Rudy Gobert",6600,"Uta@Mem 08:00PM ET",35.743,"Uta"
"PG","D'Angelo Russell",6500,"Orl@LAL 09:30PM ET",29.602,"LAL"
"SG","Klay Thompson",6400,"GS@Sac 09:00PM ET",32.122,"GS"
"PG","Elfrid Payton",6400,"Orl@LAL 09:30PM ET",27.888,"Orl"
"SG/SF","Evan Fournier",6300,"Orl@LAL 09:30PM ET",28.333,"Orl"
"SG","Devin Booker",6200,"Cle@Pho 08:30PM ET",29.153,"Pho"
"SF","Rudy Gay",6100,"GS@Sac 09:00PM ET",34.500,"Sac"
"PG","George Hill",6000,"Uta@Mem 08:00PM ET",33.196,"Uta"
"PF/C","Zach Randolph",5700,"Uta@Mem 08:00PM ET",27.172,"Mem"
"SF/PF","Aaron Gordon",5600,"Orl@LAL 09:30PM ET",22.342,"Orl"
"SG","Tony Allen",5100,"Uta@Mem 08:00PM ET",22.883,"Mem"
"C","Tristan Thompson",5000,"Cle@Pho 08:30PM ET",24.114,"Cle"
"PF/C","Derrick Favors",4900,"Uta@Mem 08:00PM ET",20.946,"Uta"
"C","Tyson Chandler",4900,"Cle@Pho 08:30PM ET",24.578,"Pho"
"SG","Lou Williams",4900,"Orl@LAL 09:30PM ET",28.250,"LAL"
"SF","T.J. Warren",4800,"Cle@Pho 08:30PM ET",23.833,"Pho"
"SF","Luol Deng",4800,"Orl@LAL 09:30PM ET",20.994,"LAL"
