"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG/SG","James Harden",12200,"GS@Hou 08:00PM ET",61.011,"Hou"
"PF/C","Anthony Davis",11400,"Bkn@NO 08:00PM ET",54.694,"NO"
"PG","Giannis Antetokounmpo",10600,"Mil@Orl 07:00PM ET",50.363,"Mil"
"SF","Kevin Durant",10500,"GS@Hou 08:00PM ET",50.161,"GS"
"PF/C","DeMarcus Cousins",10200,"Sac@Mem 08:00PM ET",52.794,"Sac"
"SG/SF","Jimmy Butler",8900,"Chi@Atl 08:00PM ET",44.524,"Chi"
"PG","Stephen Curry",8700,"GS@Hou 08:00PM ET",43.411,"GS"
"PG","Damian Lillard",8500,"Por@Phi 07:00PM ET",43.462,"Por"
"PF/C","Joel Embiid",8400,"Por@Phi 07:00PM ET",38.147,"Phi"
"PG","Kyle Lowry",8300,"Tor@Cha 07:00PM ET",43.598,"Tor"
"SG","DeMar DeRozan",8200,"Tor@Cha 07:00PM ET",42.667,"Tor"
"PG","Kemba Walker",8000,"Tor@Cha 07:00PM ET",39.652,"Cha"
"PF/C","Draymond Green",7900,"GS@Hou 08:00PM ET",39.913,"GS"
"PG","Jeff Teague",7900,"Ind@LAL 10:30PM ET",36.378,"Ind"
"SF/PF","Paul George",7800,"Ind@LAL 10:30PM ET",38.485,"Ind"
"SF","Gordon Hayward",7600,"Uta@Dal 08:30PM ET",37.375,"Uta"
"PF","Paul Millsap",7500,"Chi@Atl 08:00PM ET",38.731,"Atl"
"SG/SF","Nicolas Batum",7400,"Tor@Cha 07:00PM ET",36.276,"Cha"
"PG","Mike Conley",7300,"Sac@Mem 08:00PM ET",36.438,"Mem"
"PG/SG","C.J. McCollum",7300,"Por@Phi 07:00PM ET",37.097,"Por"
"C","Marc Gasol",7200,"Sac@Mem 08:00PM ET",38.321,"Mem"
"PG","Jrue Holiday",7200,"Bkn@NO 08:00PM ET",31.848,"NO"
"C","Rudy Gobert",7100,"Uta@Dal 08:30PM ET",36.174,"Uta"
"PF/C","Julius Randle",7000,"Ind@LAL 10:30PM ET",31.518,"LAL"
"C","Dwight Howard",6900,"Chi@Atl 08:00PM ET",36.074,"Atl"
"SF/PF","Jabari Parker",6900,"Mil@Orl 07:00PM ET",34.476,"Mil"
"C","Myles Turner",6900,"Ind@LAL 10:30PM ET",32.631,"Ind"
"C","Brook Lopez",6800,"Bkn@NO 08:00PM ET",34.824,"Bkn"
"C","Nikola Vucevic",6700,"Mil@Orl 07:00PM ET",34.250,"Orl"
"PG","D'Angelo Russell",6600,"Ind@LAL 10:30PM ET",29.159,"LAL"
"SG","Klay Thompson",6500,"GS@Hou 08:00PM ET",32.067,"GS"
"PG","George Hill",6400,"Uta@Dal 08:30PM ET",32.026,"Uta"
"SG","Dwyane Wade",6300,"Chi@Atl 08:00PM ET",33.151,"Chi"
"PF/C","Terrence Jones",6200,"Bkn@NO 08:00PM ET",23.220,"NO"
"PF/C","Serge Ibaka",6100,"Mil@Orl 07:00PM ET",30.564,"Orl"
"SF","Rudy Gay",6000,"Sac@Mem 08:00PM ET",35.200,"Sac"
"PG","Elfrid Payton",6000,"Mil@Orl 07:00PM ET",28.545,"Orl"
"PG","Dennis Schroder",5900,"Chi@Atl 08:00PM ET",31.345,"Atl"
"PF/C","Zach Randolph",5800,"Sac@Mem 08:00PM ET",27.750,"Mem"
"SF/PF","Harrison Barnes",5800,"Uta@Dal 08:30PM ET",31.589,"Dal"
"SG/SF","Tyreke Evans",5800,"Bkn@NO 08:00PM ET",22.217,"NO"
"C","Jonas Valanciunas",5700,"Tor@Cha 07:00PM ET",27.756,"Tor"
"PG/SG","Malcolm Brogdon",5700,"Mil@Orl 07:00PM ET",20.951,"Mil"
"SF","Trevor Ariza",5700,"GS@Hou 08:00PM ET",27.994,"Hou"
"PG","Patrick Beverley",5600,"GS@Hou 08:00PM ET",28.105,"Hou"
"SG","Eric Gordon",5600,"GS@Hou 08:00PM ET",28.488,"Hou"
"PF","Thaddeus Young",5500,"Ind@LAL 10:30PM ET",25.695,"Ind"
"PF/C","Taj Gibson",5400,"Chi@Atl 08:00PM ET",25.536,"Chi"
"SF/PF","Aaron Gordon",5400,"Mil@Orl 07:00PM ET",22.614,"Orl"
"PF/C","Dirk Nowitzki",5400,"Uta@Dal 08:30PM ET",25.559,"Dal"
"PG/SG","Darren Collison",5300,"Sac@Mem 08:00PM ET",23.402,"Sac"
"SG/SF","Evan Fournier",5300,"Mil@Orl 07:00PM ET",27.068,"Orl"
"PG","Deron Williams",5300,"Uta@Dal 08:30PM ET",28.559,"Dal"
"PF","Ersan Ilyasova",5300,"Por@Phi 07:00PM ET",26.700,"Phi"
"PF","Trevor Booker",5300,"Bkn@NO 08:00PM ET",28.316,"Bkn"
"PF/C","Derrick Favors",5200,"Uta@Dal 08:30PM ET",20.938,"Uta"
"PG","T.J. McConnell",5200,"Por@Phi 07:00PM ET",18.885,"Phi"
"SF","Robert Covington",5200,"Por@Phi 07:00PM ET",24.777,"Phi"
"C","Mason Plumlee",5200,"Por@Phi 07:00PM ET",30.267,"Por"
"SF","Michael Kidd-Gilchrist",5100,"Tor@Cha 07:00PM ET",23.530,"Cha"
