"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12800,"Atl@OKC 08:00PM ET",64.111,"OKC"
"PG","John Wall",9700,"Was@Ind 07:00PM ET",49.010,"Was"
"PF/C","Karl-Anthony Towns",8900,"Pho@Min 08:00PM ET",43.990,"Min"
"SG/SF","Jimmy Butler",8500,"Det@Chi 08:00PM ET",43.231,"Chi"
"SF/PF","Paul George",8100,"Was@Ind 07:00PM ET",39.595,"Ind"
"C","Andre Drummond",7700,"Det@Chi 08:00PM ET",38.411,"Det"
"PF","Paul Millsap",7500,"Atl@OKC 08:00PM ET",37.698,"Atl"
"PG","Eric Bledsoe",7400,"Pho@Min 08:00PM ET",37.639,"Pho"
"C","Dwight Howard",7300,"Atl@OKC 08:00PM ET",36.913,"Atl"
"PG","Jeff Teague",7000,"Was@Ind 07:00PM ET",34.634,"Ind"
"PG","Dennis Schroder",6900,"Atl@OKC 08:00PM ET",31.167,"Atl"
"SG","Zach LaVine",6800,"Pho@Min 08:00PM ET",31.590,"Min"
"SG","Bradley Beal",6800,"Was@Ind 07:00PM ET",34.793,"Was"
"SF","Andrew Wiggins",6700,"Pho@Min 08:00PM ET",32.337,"Min"
"SG","Dwyane Wade",6600,"Det@Chi 08:00PM ET",34.031,"Chi"
"SF/PF","Harrison Barnes",6500,"Dal@Den 09:00PM ET",31.287,"Dal"
"C","Nikola Jokic",6400,"Dal@Den 09:00PM ET",26.969,"Den"
"C","Myles Turner",6300,"Was@Ind 07:00PM ET",31.741,"Ind"
"SF/PF","Wilson Chandler",6200,"Dal@Den 09:00PM ET",30.792,"Den"
"C","Marcin Gortat",6000,"Was@Ind 07:00PM ET",31.654,"Was"
"PG","Deron Williams",5900,"Dal@Den 09:00PM ET",26.632,"Dal"
"SG/SF","Devin Booker",5900,"Pho@Min 08:00PM ET",28.385,"Pho"
"PG","Reggie Jackson",5800,"Det@Chi 08:00PM ET",25.094,"Det"
"SG/SF","Will Barton",5700,"Dal@Den 09:00PM ET",26.183,"Den"
"SF","Danilo Gallinari",5700,"Dal@Den 09:00PM ET",27.365,"Den"
"PF/C","Gorgui Dieng",5700,"Pho@Min 08:00PM ET",27.183,"Min"
"SG","Victor Oladipo",5700,"Atl@OKC 08:00PM ET",28.500,"OKC"
"SG","Wesley Matthews",5600,"Dal@Den 09:00PM ET",26.692,"Dal"
"PG","Rajon Rondo",5600,"Det@Chi 08:00PM ET",28.955,"Chi"
"SF/PF","Otto Porter",5600,"Was@Ind 07:00PM ET",29.712,"Was"
"SF/PF","Tobias Harris",5500,"Det@Chi 08:00PM ET",27.336,"Det"
"PG","Ricky Rubio",5400,"Pho@Min 08:00PM ET",24.571,"Min"
"PG","Emmanuel Mudiay",5300,"Dal@Den 09:00PM ET",25.240,"Den"
"SG","Kentavious Caldwell-Pope",5300,"Det@Chi 08:00PM ET",27.018,"Det"
"C","Tyson Chandler",5200,"Pho@Min 08:00PM ET",25.342,"Pho"
"SF/PF","Marcus Morris",5200,"Det@Chi 08:00PM ET",24.216,"Det"
"SF/PF","Markieff Morris",5200,"Was@Ind 07:00PM ET",26.470,"Was"
"C","Steven Adams",5100,"Atl@OKC 08:00PM ET",25.991,"OKC"
"SG","Gary Harris",5000,"Dal@Den 09:00PM ET",23.036,"Den"
"SF","T.J. Warren",4900,"Pho@Min 08:00PM ET",27.250,"Pho"
"PF","Kenneth Faried",4800,"Dal@Den 09:00PM ET",24.933,"Den"
"PF/C","Taj Gibson",4800,"Det@Chi 08:00PM ET",26.413,"Chi"
"PF","Thaddeus Young",4800,"Was@Ind 07:00PM ET",24.223,"Ind"
"PF","Dirk Nowitzki",4700,"Dal@Den 09:00PM ET",24.800,"Dal"
"PG/SG","Tim Hardaway Jr.",4700,"Atl@OKC 08:00PM ET",18.583,"Atl"
"SF","Thabo Sefolosha",4600,"Atl@OKC 08:00PM ET",20.802,"Atl"
"C","Robin Lopez",4600,"Det@Chi 08:00PM ET",24.240,"Chi"
"PG","J.J. Barea",4500,"Dal@Den 09:00PM ET",30.361,"Dal"
"SG/SF","Kent Bazemore",4500,"Atl@OKC 08:00PM ET",22.240,"Atl"
"SG/SF","Glenn Robinson III",4400,"Was@Ind 07:00PM ET",13.308,"Ind"
"C","Enes Kanter",4300,"Atl@OKC 08:00PM ET",23.250,"OKC"
"PF","Jon Leuer",4200,"Det@Chi 08:00PM ET",23.170,"Det"
"SF","C.J. Miles",4200,"Was@Ind 07:00PM ET",19.761,"Ind"
"SG/SF","Andre Roberson",4100,"Atl@OKC 08:00PM ET",18.944,"OKC"
"C","Andrew Bogut",4000,"Dal@Den 09:00PM ET",22.188,"Dal"
"PF/C","Mike Muscala",4000,"Atl@OKC 08:00PM ET",18.046,"Atl"
"SG/SF","Kelly Oubre Jr.",4000,"Was@Ind 07:00PM ET",13.260,"Was"
"SG","Monta Ellis",4000,"Was@Ind 07:00PM ET",21.781,"Ind"
"PG/SG","Brandon Knight",3900,"Pho@Min 08:00PM ET",21.056,"Pho"
"PF","Marquese Chriss",3900,"Pho@Min 08:00PM ET",13.694,"Pho"
