"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12500,"Min@OKC 08:00PM ET",65.117,"OKC"
"SF","LeBron James",10300,"GS@Cle 02:30PM ET",51.856,"Cle"
"SF","Kevin Durant",9500,"GS@Cle 02:30PM ET",49.081,"GS"
"PG","Chris Paul",9300,"LAC@LAL 10:30PM ET",44.017,"LAC"
"PG","Stephen Curry",8500,"GS@Cle 02:30PM ET",43.032,"GS"
"PF/C","Karl-Anthony Towns",8300,"Min@OKC 08:00PM ET",44.543,"Min"
"PF/C","Kevin Love",8200,"GS@Cle 02:30PM ET",42.270,"Cle"
"PG","Isaiah Thomas",8100,"Bos@NY 12:00PM ET",41.942,"Bos"
"PF/C","Draymond Green",8000,"GS@Cle 02:30PM ET",39.888,"GS"
"PF/C","Blake Griffin",7900,"LAC@LAL 10:30PM ET",41.942,"LAC"
"SF","Kawhi Leonard",7800,"Chi@SA 05:00PM ET",41.492,"SA"
"PG","Kyrie Irving",7700,"GS@Cle 02:30PM ET",38.481,"Cle"
"SF","Carmelo Anthony",7600,"Bos@NY 12:00PM ET",37.196,"NY"
"SG/SF","Jimmy Butler",7500,"Chi@SA 05:00PM ET",42.759,"Chi"
"C","DeAndre Jordan",7400,"LAC@LAL 10:30PM ET",33.387,"LAC"
"PF","Kristaps Porzingis",7200,"Bos@NY 12:00PM ET",36.940,"NY"
"PF/C","LaMarcus Aldridge",6800,"Chi@SA 05:00PM ET",31.454,"SA"
"SF","Andrew Wiggins",6600,"Min@OKC 08:00PM ET",32.034,"Min"
"SG","Klay Thompson",6500,"GS@Cle 02:30PM ET",31.597,"GS"
"C","Al Horford",6500,"Bos@NY 12:00PM ET",37.588,"Bos"
"SG","Zach LaVine",6400,"Min@OKC 08:00PM ET",32.634,"Min"
"SG","Dwyane Wade",6200,"Chi@SA 05:00PM ET",33.398,"Chi"
"PG","Derrick Rose",6100,"Bos@NY 12:00PM ET",29.740,"NY"
"SG","Avery Bradley",6000,"Bos@NY 12:00PM ET",33.883,"Bos"
"C","Pau Gasol",6000,"Chi@SA 05:00PM ET",29.223,"SA"
"PG","Ricky Rubio",5900,"Min@OKC 08:00PM ET",25.708,"Min"
"SG","Lou Williams",5800,"LAC@LAL 10:30PM ET",29.871,"LAL"
"PG","Rajon Rondo",5700,"Chi@SA 05:00PM ET",29.800,"Chi"
"PF/C","Julius Randle",5700,"LAC@LAL 10:30PM ET",30.304,"LAL"
"PG","D'Angelo Russell",5600,"LAC@LAL 10:30PM ET",28.913,"LAL"
"PF/C","Gorgui Dieng",5500,"Min@OKC 08:00PM ET",27.319,"Min"
"SG","Victor Oladipo",5400,"Min@OKC 08:00PM ET",28.500,"OKC"
"SG","J.J. Redick",5300,"LAC@LAL 10:30PM ET",21.142,"LAC"
