"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF/C","DeMarcus Cousins",11000,"Sac@Cha 07:00PM ET",53.189,"Sac"
"PF/C","Karl-Anthony Towns",10600,"Bkn@Min 09:00PM ET",46.647,"Min"
"PG/SF","Giannis Antetokounmpo",10300,"Bos@Mil 08:00PM ET",49.989,"Mil"
"C","Nikola Jokic",9800,"Den@Pho 09:00PM ET",35.268,"Den"
"SF","Kevin Durant",9500,"LAC@GS 08:30PM ET",49.978,"GS"
"PG","Isaiah Thomas",9400,"Bos@Mil 08:00PM ET",44.143,"Bos"
"PG","Eric Bledsoe",8900,"Den@Pho 09:00PM ET",39.674,"Pho"
"PG","Stephen Curry",8600,"LAC@GS 08:30PM ET",43.489,"GS"
"PG","Chris Paul",7900,"LAC@GS 08:30PM ET",43.917,"LAC"
"PG","Kemba Walker",7800,"Sac@Cha 07:00PM ET",39.973,"Cha"
"PF/C","Draymond Green",7700,"LAC@GS 08:30PM ET",39.318,"GS"
"PF","Blake Griffin",7700,"LAC@GS 08:30PM ET",41.639,"LAC"
"C","Marc Gasol",7600,"Mem@Uta 09:00PM ET",39.658,"Mem"
"C","DeAndre Jordan",7500,"LAC@GS 08:30PM ET",36.223,"LAC"
"PG","Goran Dragic",7500,"Det@Mia 07:30PM ET",35.942,"Mia"
"C","Hassan Whiteside",7400,"Det@Mia 07:30PM ET",40.911,"Mia"
"C","Andre Drummond",7400,"Det@Mia 07:30PM ET",38.283,"Det"
"SG/SF","Nicolas Batum",7300,"Sac@Cha 07:00PM ET",35.977,"Cha"
"SF","Andrew Wiggins",7200,"Bkn@Min 09:00PM ET",32.663,"Min"
"SF/PF","Jabari Parker",7100,"Bos@Mil 08:00PM ET",35.125,"Mil"
"SG","Devin Booker",7100,"Den@Pho 09:00PM ET",30.756,"Pho"
"C","Al Horford",7000,"Bos@Mil 08:00PM ET",36.471,"Bos"
"PG","Ricky Rubio",7000,"Bkn@Min 09:00PM ET",28.063,"Min"
"C","Rudy Gobert",7000,"Mem@Uta 09:00PM ET",36.484,"Uta"
