"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG/SG","James Harden",11900,"Pho@Hou 08:00PM ET",59.016,"Hou"
"PF/C","Anthony Davis",11100,"Dal@NO 08:00PM ET",55.617,"NO"
"PF/C","DeMarcus Cousins",10900,"Phi@Sac 10:30PM ET",52.914,"Sac"
"PG","Giannis Antetokounmpo",10300,"Mil@Was 07:00PM ET",51.134,"Mil"
"SF","LeBron James",9700,"Cle@Det 07:30PM ET",51.856,"Cle"
"PG","Chris Paul",9400,"Den@LAC 10:30PM ET",44.017,"LAC"
"PG","John Wall",8800,"Mil@Was 07:00PM ET",48.435,"Was"
"PG","Damian Lillard",8500,"Tor@Por 10:00PM ET",44.352,"Por"
"PF/C","Karl-Anthony Towns",8400,"Atl@Min 08:00PM ET",44.543,"Min"
"PG","Kyle Lowry",8300,"Tor@Por 10:00PM ET",42.466,"Tor"
"PF/C","Kevin Love",8200,"Cle@Det 07:30PM ET",42.270,"Cle"
"PF/C","Paul Millsap",8200,"Atl@Min 08:00PM ET",38.537,"Atl"
"SG/SF","Jimmy Butler",8200,"Ind@Chi 08:00PM ET",42.759,"Chi"
"PG","Kemba Walker",8100,"Cha@Bkn 07:30PM ET",39.336,"Cha"
"SG","DeMar DeRozan",8000,"Tor@Por 10:00PM ET",41.707,"Tor"
"PG","Eric Bledsoe",7900,"Pho@Hou 08:00PM ET",37.800,"Pho"
"PF/C","Blake Griffin",7900,"Den@LAC 10:30PM ET",41.942,"LAC"
"SG/SF","Nicolas Batum",7800,"Cha@Bkn 07:30PM ET",35.595,"Cha"
"SF/PF","Paul George",7700,"Ind@Chi 08:00PM ET",39.260,"Ind"
"PG","Kyrie Irving",7600,"Cle@Det 07:30PM ET",38.481,"Cle"
"PG","Jeff Teague",7600,"Ind@Chi 08:00PM ET",36.073,"Ind"
"PF/C","Joel Embiid",7500,"Phi@Sac 10:30PM ET",35.613,"Phi"
"PG","Dennis Schroder",7400,"Atl@Min 08:00PM ET",32.183,"Atl"
"C","DeAndre Jordan",7300,"Den@LAC 10:30PM ET",33.387,"LAC"
"C","Marc Gasol",7200,"Mem@Orl 07:00PM ET",38.958,"Mem"
"C","Dwight Howard",7000,"Atl@Min 08:00PM ET",36.913,"Atl"
"C","Andre Drummond",6900,"Cle@Det 07:30PM ET",37.581,"Det"
"SF/PF","Jabari Parker",6900,"Mil@Was 07:00PM ET",33.250,"Mil"
"PG/SG","C.J. McCollum",6800,"Tor@Por 10:00PM ET",35.172,"Por"
"SG","Devin Booker",6700,"Pho@Hou 08:00PM ET",29.466,"Pho"
"SF","Andrew Wiggins",6600,"Atl@Min 08:00PM ET",32.034,"Min"
"SG","Zach LaVine",6500,"Atl@Min 08:00PM ET",32.634,"Min"
"PG","Jrue Holiday",6500,"Dal@NO 08:00PM ET",32.265,"NO"
"C","Brook Lopez",6400,"Cha@Bkn 07:30PM ET",35.606,"Bkn"
"SG","Dwyane Wade",6400,"Ind@Chi 08:00PM ET",33.398,"Chi"
"C","Myles Turner",6400,"Ind@Chi 08:00PM ET",32.108,"Ind"
"PG","Mike Conley",6400,"Mem@Orl 07:00PM ET",35.114,"Mem"
"SG","Bradley Beal",6300,"Mil@Was 07:00PM ET",33.962,"Was"
"PF/C","Serge Ibaka",6300,"Mem@Orl 07:00PM ET",30.508,"Orl"
"C","Nikola Vucevic",6300,"Mem@Orl 07:00PM ET",33.448,"Orl"
"SF","Rudy Gay",6200,"Phi@Sac 10:30PM ET",34.804,"Sac"
"SF/PF","Harrison Barnes",6200,"Dal@NO 08:00PM ET",31.400,"Dal"
"SF/PF","Wilson Chandler",6100,"Den@LAC 10:30PM ET",30.787,"Den"
"PG","Ricky Rubio",6000,"Atl@Min 08:00PM ET",25.708,"Min"
"PG","Rajon Rondo",6000,"Ind@Chi 08:00PM ET",29.800,"Chi"
"PG","Elfrid Payton",6000,"Mem@Orl 07:00PM ET",27.961,"Orl"
"SG/SF","Evan Fournier",6000,"Mem@Orl 07:00PM ET",28.742,"Orl"
"C","Nikola Jokic",6000,"Den@LAC 10:30PM ET",27.991,"Den"
"PG","Jeremy Lin",5900,"Cha@Bkn 07:30PM ET",30.477,"Bkn"
"SG","Eric Gordon",5900,"Pho@Hou 08:00PM ET",28.508,"Hou"
"PF","Thaddeus Young",5800,"Ind@Chi 08:00PM ET",25.371,"Ind"
"C","Marcin Gortat",5800,"Mil@Was 07:00PM ET",31.586,"Was"
"PG","Patrick Beverley",5800,"Pho@Hou 08:00PM ET",27.475,"Hou"
"PG","Deron Williams",5800,"Dal@NO 08:00PM ET",27.852,"Dal"
"PF/C","Gorgui Dieng",5700,"Atl@Min 08:00PM ET",27.319,"Min"
"PF","Trevor Booker",5700,"Cha@Bkn 07:30PM ET",28.509,"Bkn"
"SF","Robert Covington",5700,"Phi@Sac 10:30PM ET",23.875,"Phi"
"SF","Danilo Gallinari",5600,"Den@LAC 10:30PM ET",28.009,"Den"
"SG/SF","Will Barton",5500,"Den@LAC 10:30PM ET",26.306,"Den"
"SG","Wesley Matthews",5500,"Dal@NO 08:00PM ET",26.862,"Dal"
