"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG/SG","James Harden",12100,"Cha@Hou 08:00PM ET",60.462,"Hou"
"PF/C","DeMarcus Cousins",10100,"Det@Sac 10:30PM ET",52.201,"Sac"
"PG","John Wall",9900,"Chi@Was 07:00PM ET",48.662,"Was"
"SF","Kevin Durant",9800,"Mia@GS 10:30PM ET",49.928,"GS"
"PG","Giannis Antetokounmpo",9700,"Mil@SA 08:30PM ET",51.507,"Mil"
"SF","LeBron James",9600,"Cle@Uta 09:00PM ET",52.167,"Cle"
"SG/SF","Jimmy Butler",9500,"Chi@Was 07:00PM ET",44.053,"Chi"
"PG","Isaiah Thomas",9100,"Bos@Tor 07:30PM ET",42.848,"Bos"
"PG","Damian Lillard",9000,"Por@LAL 10:30PM ET",44.213,"Por"
"PG","Stephen Curry",8700,"Mia@GS 10:30PM ET",42.987,"GS"
"SG","DeMar DeRozan",8300,"Bos@Tor 07:30PM ET",42.108,"Tor"
"PG","Kyle Lowry",8200,"Bos@Tor 07:30PM ET",43.486,"Tor"
"PG/SG","C.J. McCollum",8100,"Por@LAL 10:30PM ET",37.301,"Por"
"C","Hassan Whiteside",8000,"Mia@GS 10:30PM ET",42.129,"Mia"
"PG","Kemba Walker",8000,"Cha@Hou 08:00PM ET",39.696,"Cha"
"SF","Kawhi Leonard",7900,"Mil@SA 08:30PM ET",41.121,"SA"
"PF/C","Draymond Green",7800,"Mia@GS 10:30PM ET",39.521,"GS"
"PF","Paul Millsap",7800,"Atl@Bkn 07:30PM ET",38.544,"Atl"
"C","Andre Drummond",7700,"Det@Sac 10:30PM ET",38.546,"Det"
"PG","Kyrie Irving",7700,"Cle@Uta 09:00PM ET",40.315,"Cle"
"PF/C","Kevin Love",7600,"Cle@Uta 09:00PM ET",42.203,"Cle"
"C","Dwight Howard",7500,"Atl@Bkn 07:30PM ET",36.848,"Atl"
"PF/C","Julius Randle",7400,"Por@LAL 10:30PM ET",32.528,"LAL"
"SF/PF","Jabari Parker",7300,"Mil@SA 08:30PM ET",34.500,"Mil"
"PG","Reggie Jackson",7200,"Det@Sac 10:30PM ET",29.986,"Det"
"PG","Goran Dragic",7100,"Mia@GS 10:30PM ET",35.097,"Mia"
"SF","Gordon Hayward",7000,"Cle@Uta 09:00PM ET",37.203,"Uta"
"PF/C","LaMarcus Aldridge",7000,"Mil@SA 08:30PM ET",33.191,"SA"
"SG/SF","Nicolas Batum",6900,"Cha@Hou 08:00PM ET",36.257,"Cha"
"PG","D'Angelo Russell",6900,"Por@LAL 10:30PM ET",30.170,"LAL"
"C","Rudy Gobert",6800,"Cle@Uta 09:00PM ET",35.603,"Uta"
"PG","Dennis Schroder",6700,"Atl@Bkn 07:30PM ET",32.277,"Atl"
"C","Al Horford",6700,"Bos@Tor 07:30PM ET",36.583,"Bos"
"C","Brook Lopez",6600,"Atl@Bkn 07:30PM ET",34.689,"Bkn"
"SG","Klay Thompson",6500,"Mia@GS 10:30PM ET",31.974,"GS"
"SF","Rudy Gay",6500,"Det@Sac 10:30PM ET",34.548,"Sac"
"SG","Bradley Beal",6400,"Chi@Was 07:00PM ET",34.023,"Was"
"SF/PF","Tobias Harris",6300,"Det@Sac 10:30PM ET",28.308,"Det"
"PG","George Hill",6300,"Cle@Uta 09:00PM ET",32.717,"Uta"
"SF/PF","Otto Porter",6200,"Chi@Was 07:00PM ET",29.944,"Was"
"C","Greg Monroe",6100,"Mil@SA 08:30PM ET",26.057,"Mil"
"C","Mason Plumlee",6100,"Por@LAL 10:30PM ET",30.788,"Por"
"PF","James Johnson",6000,"Mia@GS 10:30PM ET",24.926,"Mia"
"SG","Dwyane Wade",6000,"Chi@Was 07:00PM ET",33.129,"Chi"
"SG","Avery Bradley",6000,"Bos@Tor 07:30PM ET",33.893,"Bos"
"C","Marcin Gortat",5900,"Chi@Was 07:00PM ET",32.215,"Was"
"SG","Eric Gordon",5900,"Cha@Hou 08:00PM ET",29.006,"Hou"
"SG/SF","Marcus Smart",5800,"Bos@Tor 07:30PM ET",24.559,"Bos"
"SF","Trevor Ariza",5700,"Cha@Hou 08:00PM ET",28.090,"Hou"
"PF","Trevor Booker",5600,"Atl@Bkn 07:30PM ET",28.463,"Bkn"
"SF/PF","Markieff Morris",5600,"Chi@Was 07:00PM ET",25.779,"Was"
"PG","Patrick Beverley",5600,"Cha@Hou 08:00PM ET",27.990,"Hou"
