"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12700,"OKC@Bos 07:30PM ET",64.526,"OKC"
"PG/SG","James Harden",11200,"Hou@Mem 08:00PM ET",59.308,"Hou"
"PF/C","Anthony Davis",10600,"Mia@NO 08:00PM ET",55.190,"NO"
"PF/C","DeMarcus Cousins",10400,"Sac@Min 08:00PM ET",52.580,"Sac"
"SF","LeBron James",10100,"Bkn@Cle 07:30PM ET",52.340,"Cle"
"PG","Giannis Antetokounmpo",9900,"Was@Mil 08:00PM ET",50.676,"Mil"
"PG","Chris Paul",9400,"Dal@LAC 10:30PM ET",44.017,"LAC"
"PG","John Wall",9100,"Was@Mil 08:00PM ET",48.808,"Was"
"PF/C","Karl-Anthony Towns",9000,"Sac@Min 08:00PM ET",44.518,"Min"
"C","Hassan Whiteside",8900,"Mia@NO 08:00PM ET",44.142,"Mia"
"SF","Kevin Durant",8800,"GS@Det 07:30PM ET",49.183,"GS"
"SG/SF","Jimmy Butler",8400,"Chi@Cha 07:00PM ET",42.893,"Chi"
"PF/C","Blake Griffin",8300,"Dal@LAC 10:30PM ET",41.942,"LAC"
"PF/C","Kevin Love",8200,"Bkn@Cle 07:30PM ET",42.500,"Cle"
"PF/C","Paul Millsap",8100,"Atl@Den 09:00PM ET",38.519,"Atl"
"PG","Stephen Curry",8000,"GS@Det 07:30PM ET",42.975,"GS"
"PG","Damian Lillard",8000,"SA@Por 10:00PM ET",44.484,"Por"
"PG","Isaiah Thomas",7900,"OKC@Bos 07:30PM ET",41.480,"Bos"
"PG","Kyrie Irving",7800,"Bkn@Cle 07:30PM ET",38.110,"Cle"
"SF","Gordon Hayward",7800,"Tor@Uta 09:00PM ET",38.022,"Uta"
"SF","Kawhi Leonard",7800,"SA@Por 10:00PM ET",41.431,"SA"
"PG","Kemba Walker",7700,"Chi@Cha 07:00PM ET",39.500,"Cha"
"PF/C","Draymond Green",7600,"GS@Det 07:30PM ET",39.848,"GS"
"PG","Eric Bledsoe",7600,"Phi@Pho 09:00PM ET",37.397,"Pho"
"C","Marc Gasol",7500,"Hou@Mem 08:00PM ET",39.172,"Mem"
"PG","Dennis Schroder",7400,"Atl@Den 09:00PM ET",31.793,"Atl"
"PG","Kyle Lowry",7400,"Tor@Uta 09:00PM ET",42.107,"Tor"
"PG","Goran Dragic",7400,"Mia@NO 08:00PM ET",35.830,"Mia"
"SG","DeMar DeRozan",7300,"Tor@Uta 09:00PM ET",41.768,"Tor"
"C","Rudy Gobert",7300,"Tor@Uta 09:00PM ET",35.308,"Uta"
"PF/C","Joel Embiid",7300,"Phi@Pho 09:00PM ET",35.368,"Phi"
"C","DeAndre Jordan",7200,"Dal@LAC 10:30PM ET",33.425,"LAC"
"SG/SF","Nicolas Batum",7100,"Chi@Cha 07:00PM ET",34.839,"Cha"
"C","Dwight Howard",7000,"Atl@Den 09:00PM ET",36.913,"Atl"
"C","Andre Drummond",6900,"GS@Det 07:30PM ET",37.708,"Det"
"SG","Zach LaVine",6900,"Sac@Min 08:00PM ET",31.806,"Min"
"C","Al Horford",6800,"OKC@Bos 07:30PM ET",37.303,"Bos"
"SF/PF","Jabari Parker",6800,"Was@Mil 08:00PM ET",32.870,"Mil"
"C","Nikola Vucevic",6700,"LAL@Orl 07:00PM ET",33.670,"Orl"
"SG","Bradley Beal",6600,"Was@Mil 08:00PM ET",34.420,"Was"
"SF","Andrew Wiggins",6600,"Sac@Min 08:00PM ET",32.554,"Min"
"SG","Dwyane Wade",6600,"Chi@Cha 07:00PM ET",33.635,"Chi"
"C","Brook Lopez",6500,"Bkn@Cle 07:30PM ET",36.040,"Bkn"
"PG","George Hill",6500,"Tor@Uta 09:00PM ET",33.750,"Uta"
"PG","Jrue Holiday",6500,"Mia@NO 08:00PM ET",31.938,"NO"
"PG/SG","C.J. McCollum",6400,"SA@Por 10:00PM ET",35.274,"Por"
"PF/C","LaMarcus Aldridge",6400,"SA@Por 10:00PM ET",30.663,"SA"
"SG/SF","Evan Fournier",6300,"LAL@Orl 07:00PM ET",28.742,"Orl"
"SG","Devin Booker",6300,"Phi@Pho 09:00PM ET",28.964,"Pho"
"C","Nikola Jokic",6200,"Atl@Den 09:00PM ET",27.923,"Den"
"SG","Klay Thompson",6200,"GS@Det 07:30PM ET",31.792,"GS"
"SG","Avery Bradley",6100,"OKC@Bos 07:30PM ET",34.190,"Bos"
"C","Marcin Gortat",6100,"Was@Mil 08:00PM ET",32.018,"Was"
"PF/C","Serge Ibaka",6100,"LAL@Orl 07:00PM ET",29.839,"Orl"
"SF/PF","Wilson Chandler",6000,"Atl@Den 09:00PM ET",30.442,"Den"
"PG","Ricky Rubio",6000,"Sac@Min 08:00PM ET",25.152,"Min"
"SF","Rudy Gay",6000,"Sac@Min 08:00PM ET",34.804,"Sac"
"PG","Rajon Rondo",6000,"Chi@Cha 07:00PM ET",29.573,"Chi"
"PG","Mike Conley",6000,"Hou@Mem 08:00PM ET",34.940,"Mem"
"SF/PF","Harrison Barnes",6000,"Dal@LAC 10:30PM ET",31.259,"Dal"
"PG","Elfrid Payton",5900,"LAL@Orl 07:00PM ET",27.323,"Orl"
"SG","Lou Williams",5900,"LAL@Orl 07:00PM ET",30.133,"LAL"
