"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12600,"Dal@OKC 08:00PM ET",64.370,"OKC"
"PF/C","Karl-Anthony Towns",9900,"Ind@Min 08:00PM ET",46.439,"Min"
"C","Nikola Jokic",9300,"Pho@Den 09:00PM ET",34.456,"Den"
"PG","Eric Bledsoe",9200,"Pho@Den 09:00PM ET",39.633,"Pho"
"SF/PF","Paul George",7900,"Ind@Min 08:00PM ET",38.385,"Ind"
"C","Rudy Gobert",7500,"LAL@Uta 10:30PM ET",36.410,"Uta"
"SF","Gordon Hayward",7300,"LAL@Uta 10:30PM ET",36.744,"Uta"
"PG","Jeff Teague",7200,"Ind@Min 08:00PM ET",35.915,"Ind"
"SG","Devin Booker",7100,"Pho@Den 09:00PM ET",30.705,"Pho"
"SF","Andrew Wiggins",7000,"Ind@Min 08:00PM ET",32.683,"Min"
"PG","Ricky Rubio",6800,"Ind@Min 08:00PM ET",27.949,"Min"
"PG","George Hill",6700,"LAL@Uta 10:30PM ET",31.348,"Uta"
"C","Myles Turner",6600,"Ind@Min 08:00PM ET",32.593,"Ind"
"C","Tyson Chandler",6400,"Pho@Den 09:00PM ET",26.986,"Pho"
"SG","Zach LaVine",6200,"Ind@Min 08:00PM ET",30.315,"Min"
"SF/PF","Harrison Barnes",6000,"Dal@OKC 08:00PM ET",31.189,"Dal"
"PF","Julius Randle",5900,"LAL@Uta 10:30PM ET",30.938,"LAL"
"SG/SF","Will Barton",5800,"Pho@Den 09:00PM ET",25.742,"Den"
"PF","Thaddeus Young",5700,"Ind@Min 08:00PM ET",26.057,"Ind"
"SF/PF","Wilson Chandler",5600,"Pho@Den 09:00PM ET",29.525,"Den"
"PG","Deron Williams",5600,"Dal@OKC 08:00PM ET",28.453,"Dal"
"SF","Danilo Gallinari",5500,"Pho@Den 09:00PM ET",28.494,"Den"
"C","Enes Kanter",5500,"Dal@OKC 08:00PM ET",26.451,"OKC"
"PF/C","Gorgui Dieng",5500,"Ind@Min 08:00PM ET",26.944,"Min"
"PG","D'Angelo Russell",5500,"LAL@Uta 10:30PM ET",28.250,"LAL"
"PF/C","Derrick Favors",5400,"LAL@Uta 10:30PM ET",21.219,"Uta"
"SG","Victor Oladipo",5300,"Dal@OKC 08:00PM ET",28.547,"OKC"
"SG","Lou Williams",5200,"LAL@Uta 10:30PM ET",28.173,"LAL"
"PF/C","Dirk Nowitzki",5100,"Dal@OKC 08:00PM ET",25.388,"Dal"
"C","Steven Adams",5000,"Dal@OKC 08:00PM ET",27.364,"OKC"
"SG","Gary Harris",4800,"Pho@Den 09:00PM ET",22.638,"Den"
"PF/C","Kenneth Faried",4700,"Pho@Den 09:00PM ET",23.300,"Den"
"PG/SG","Jordan Clarkson",4700,"LAL@Uta 10:30PM ET",23.209,"LAL"
"SG/SF","Joe Ingles",4600,"LAL@Uta 10:30PM ET",15.553,"Uta"
"PG","Jameer Nelson",4500,"Pho@Den 09:00PM ET",19.227,"Den"
"SG/SF","Wesley Matthews",4500,"Dal@OKC 08:00PM ET",26.023,"Dal"
"SG","Seth Curry",4500,"Dal@OKC 08:00PM ET",20.439,"Dal"
"PG","Emmanuel Mudiay",4400,"Pho@Den 09:00PM ET",24.293,"Den"
"SF/PF","P.J. Tucker",4400,"Pho@Den 09:00PM ET",18.861,"Pho"
"SG","Rodney Hood",4300,"LAL@Uta 10:30PM ET",23.547,"Uta"
"SF","Brandon Ingram",4200,"LAL@Uta 10:30PM ET",17.776,"LAL"
"SF","T.J. Warren",4100,"Pho@Den 09:00PM ET",22.234,"Pho"
"SG","Nick Young",3900,"LAL@Uta 10:30PM ET",20.875,"LAL"
"PG","Kris Dunn",3800,"Ind@Min 08:00PM ET",12.739,"Min"
"PG","Shelvin Mack",3800,"LAL@Uta 10:30PM ET",15.905,"Uta"
"SF","C.J. Miles",3700,"Ind@Min 08:00PM ET",18.118,"Ind"
"PG/SG","Jamal Murray",3600,"Pho@Den 09:00PM ET",15.403,"Den"
"PG","J.J. Barea",3600,"Dal@OKC 08:00PM ET",24.167,"Dal"
"SF/PF","Luol Deng",3600,"LAL@Uta 10:30PM ET",20.244,"LAL"
"SG/SF","Shabazz Muhammad",3500,"Ind@Min 08:00PM ET",13.091,"Min"
"SF","Andre Roberson",3400,"Dal@OKC 08:00PM ET",18.478,"OKC"
"SG","Alec Burks",3400,"LAL@Uta 10:30PM ET",9.477,"Uta"
"PG/SG","Brandon Knight",3300,"Pho@Den 09:00PM ET",19.417,"Pho"
"C","Andrew Bogut",3300,"Dal@OKC 08:00PM ET",19.435,"Dal"
"C","Alex Len",3200,"Pho@Den 09:00PM ET",20.140,"Pho"
"SG","Monta Ellis",3200,"Ind@Min 08:00PM ET",19.271,"Ind"
"C","Al Jefferson",3200,"Ind@Min 08:00PM ET",16.313,"Ind"
"PF","Marquese Chriss",3100,"Pho@Den 09:00PM ET",14.494,"Pho"
"PF","Dwight Powell",3100,"Dal@OKC 08:00PM ET",17.439,"Dal"
"SG/SF","Joe Johnson",3100,"LAL@Uta 10:30PM ET",15.342,"Uta"
"SF/PF","Larry Nance Jr.",3100,"LAL@Uta 10:30PM ET",18.683,"LAL"
"PG/SG","Leandro Barbosa",3000,"Pho@Den 09:00PM ET",10.125,"Pho"
