"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG/SG","James Harden",12200,"Hou@Mia 07:30PM ET",60.593,"Hou"
"PF/C","Karl-Anthony Towns",9300,"Min@SA 08:30PM ET",45.677,"Min"
"SG/SF","Jimmy Butler",9100,"Dal@Chi 08:00PM ET",44.256,"Chi"
"SF","Kawhi Leonard",8800,"Min@SA 08:30PM ET",41.789,"SA"
"PG","Kyle Lowry",8600,"Tor@Bkn 07:30PM ET",43.538,"Tor"
"SG","DeMar DeRozan",8500,"Tor@Bkn 07:30PM ET",42.313,"Tor"
"C","Hassan Whiteside",8400,"Hou@Mia 07:30PM ET",42.385,"Mia"
"C","Nikola Jokic",8100,"Den@LAL 10:30PM ET",32.250,"Den"
"PF/C","Julius Randle",7200,"Den@LAL 10:30PM ET",31.663,"LAL"
"PG","D'Angelo Russell",7000,"Den@LAL 10:30PM ET",29.633,"LAL"
"PG","Goran Dragic",6800,"Hou@Mia 07:30PM ET",34.758,"Mia"
"SF/PF","Wilson Chandler",6700,"Den@LAL 10:30PM ET",30.097,"Den"
"PF/C","LaMarcus Aldridge",6600,"Min@SA 08:30PM ET",32.479,"SA"
"SG","Dwyane Wade",6500,"Dal@Chi 08:00PM ET",33.338,"Chi"
"SF/PF","Harrison Barnes",6400,"Dal@Chi 08:00PM ET",31.800,"Dal"
"C","Brook Lopez",6300,"Tor@Bkn 07:30PM ET",34.583,"Bkn"
"C","Jonas Valanciunas",6200,"Tor@Bkn 07:30PM ET",27.809,"Tor"
"PF/C","Dirk Nowitzki",6100,"Dal@Chi 08:00PM ET",25.033,"Dal"
"PF","James Johnson",6100,"Hou@Mia 07:30PM ET",25.347,"Mia"
"SG","Zach LaVine",6000,"Min@SA 08:30PM ET",31.421,"Min"
"SF","Andrew Wiggins",6000,"Min@SA 08:30PM ET",32.378,"Min"
"SF","Danilo Gallinari",6000,"Den@LAL 10:30PM ET",28.660,"Den"
"PG","Deron Williams",5900,"Dal@Chi 08:00PM ET",28.617,"Dal"
"PG","Ricky Rubio",5900,"Min@SA 08:30PM ET",27.625,"Min"
"SG","Eric Gordon",5800,"Hou@Mia 07:30PM ET",28.811,"Hou"
"PF/C","Taj Gibson",5700,"Dal@Chi 08:00PM ET",25.488,"Chi"
"C","Pau Gasol",5700,"Min@SA 08:30PM ET",29.171,"SA"
"PG","Tyler Johnson",5600,"Hou@Mia 07:30PM ET",28.395,"Mia"
"SF","Trevor Ariza",5600,"Hou@Mia 07:30PM ET",28.244,"Hou"
"SG/SF","Will Barton",5600,"Den@LAL 10:30PM ET",25.398,"Den"
"PG","Patrick Beverley",5500,"Hou@Mia 07:30PM ET",27.664,"Hou"
"PF","Trevor Booker",5400,"Tor@Bkn 07:30PM ET",28.459,"Bkn"
"SG/SF","Dion Waiters",5300,"Hou@Mia 07:30PM ET",24.690,"Mia"
"SF/PF","DeMarre Carroll",5200,"Tor@Bkn 07:30PM ET",20.000,"Tor"
"PF/C","Montrezl Harrell",5200,"Hou@Mia 07:30PM ET",18.596,"Hou"
"PF/C","Gorgui Dieng",5200,"Min@SA 08:30PM ET",26.848,"Min"
"PF","Ryan Anderson",5100,"Hou@Mia 07:30PM ET",24.378,"Hou"
"PG","Jeremy Lin",5000,"Tor@Bkn 07:30PM ET",30.146,"Bkn"
"SG/SF","Wesley Matthews",5000,"Dal@Chi 08:00PM ET",26.173,"Dal"
"PF","Nikola Mirotic",5000,"Dal@Chi 08:00PM ET",21.326,"Chi"
"SG/SF","Josh Richardson",5000,"Hou@Mia 07:30PM ET",22.473,"Mia"
"SG","Bojan Bogdanovic",4900,"Tor@Bkn 07:30PM ET",21.694,"Bkn"
"PG","Emmanuel Mudiay",4900,"Den@LAL 10:30PM ET",24.678,"Den"
"SG","Gary Harris",4800,"Den@LAL 10:30PM ET",22.292,"Den"
"PG","Tony Parker",4700,"Min@SA 08:30PM ET",21.427,"SA"
"C","Clint Capela",4600,"Hou@Mia 07:30PM ET",26.804,"Hou"
"PG","Michael Carter-Williams",4500,"Dal@Chi 08:00PM ET",19.067,"Chi"
"SF","Doug McDermott",4400,"Dal@Chi 08:00PM ET",17.379,"Chi"
"PF/C","Kenneth Faried",4400,"Den@LAL 10:30PM ET",23.814,"Den"
"SG","Sean Kilpatrick",4300,"Tor@Bkn 07:30PM ET",24.838,"Bkn"
"SG","Lou Williams",4300,"Den@LAL 10:30PM ET",27.267,"LAL"
"C","Robin Lopez",4200,"Dal@Chi 08:00PM ET",22.577,"Chi"
"SF","Luol Deng",4200,"Den@LAL 10:30PM ET",20.512,"LAL"
"C","Lucas Nogueira",4100,"Tor@Bkn 07:30PM ET",17.432,"Tor"
"PG/SG","Jordan Clarkson",4100,"Den@LAL 10:30PM ET",23.011,"LAL"
"PG","Rajon Rondo",4000,"Dal@Chi 08:00PM ET",27.470,"Chi"
"PG","Spencer Dinwiddie",3900,"Tor@Bkn 07:30PM ET",13.868,"Bkn"
