"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12600,"OKC@NO 08:00PM ET",64.438,"OKC"
"PG/SG","James Harden",12000,"Hou@Pho 09:00PM ET",59.310,"Hou"
"PF/C","Anthony Davis",10900,"OKC@NO 08:00PM ET",55.036,"NO"
"PF/C","DeMarcus Cousins",9900,"Sac@Uta 09:00PM ET",53.176,"Sac"
"SF/PF","LeBron James",9800,"Mil@Cle 07:00PM ET",52.427,"Cle"
"PG","Giannis Antetokounmpo",9700,"Mil@Cle 07:00PM ET",50.788,"Mil"
"PG","John Wall",9500,"Was@Chi 08:00PM ET",48.800,"Was"
"PF/C","Karl-Anthony Towns",8700,"Min@Atl 07:30PM ET",44.407,"Min"
"SG/SF","Jimmy Butler",8500,"Was@Chi 08:00PM ET",42.972,"Chi"
"PG","Damian Lillard",8400,"Dal@Por 10:00PM ET",44.658,"Por"
"PF/C","Kevin Love",8200,"Mil@Cle 07:00PM ET",42.500,"Cle"
"PF","Paul Millsap",7900,"Min@Atl 07:30PM ET",38.200,"Atl"
"PG","Eric Bledsoe",7700,"Hou@Pho 09:00PM ET",37.750,"Pho"
"SF","Gordon Hayward",7600,"Sac@Uta 09:00PM ET",37.659,"Uta"
"PG","Kyrie Irving",7500,"Mil@Cle 07:00PM ET",37.198,"Cle"
"C","Dwight Howard",7300,"Min@Atl 07:30PM ET",36.913,"Atl"
"C","Marc Gasol",7200,"Mem@Det 07:30PM ET",38.580,"Mem"
"C","Andre Drummond",7100,"Mem@Det 07:30PM ET",37.638,"Det"
"PG","Dennis Schroder",7000,"Min@Atl 07:30PM ET",31.759,"Atl"
"C","Rudy Gobert",7000,"Sac@Uta 09:00PM ET",34.957,"Uta"
"SG","Dwyane Wade",6900,"Was@Chi 08:00PM ET",33.750,"Chi"
"SG","Bradley Beal",6900,"Was@Chi 08:00PM ET",34.521,"Was"
"SG","Zach LaVine",6800,"Min@Atl 07:30PM ET",31.817,"Min"
