"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12300,"OKC@SA 08:30PM ET",64.224,"OKC"
"PG/SG","James Harden",12200,"Sac@Hou 08:00PM ET",60.770,"Hou"
"PF/C","DeMarcus Cousins",11200,"Sac@Hou 08:00PM ET",53.963,"Sac"
"C","Anthony Davis",10500,"NO@Tor 07:00PM ET",53.756,"NO"
"PG","John Wall",10000,"NY@Was 07:00PM ET",48.639,"Was"
"C","Nikola Jokic",9800,"Den@LAL 10:30PM ET",35.268,"Den"
"SF","Kawhi Leonard",8800,"OKC@SA 08:30PM ET",42.599,"SA"
"PG","Damian Lillard",8700,"Cha@Por 10:00PM ET",43.040,"Por"
"PG","Kyle Lowry",8600,"NO@Tor 07:00PM ET",43.436,"Tor"
"PG","Kemba Walker",7900,"Cha@Por 10:00PM ET",40.074,"Cha"
"SG","DeMar DeRozan",7800,"NO@Tor 07:00PM ET",42.106,"Tor"
"PG","Jrue Holiday",7700,"NO@Tor 07:00PM ET",34.371,"NO"
"PG/SG","C.J. McCollum",7600,"Cha@Por 10:00PM ET",37.041,"Por"
"SF/PF","Carmelo Anthony",7500,"NY@Was 07:00PM ET",38.156,"NY"
"SG/SF","Nicolas Batum",7400,"Cha@Por 10:00PM ET",36.006,"Cha"
"SG","Bradley Beal",6800,"NY@Was 07:00PM ET",33.756,"Was"
"PF","LaMarcus Aldridge",6700,"OKC@SA 08:30PM ET",33.064,"SA"
"SF/PF","Markieff Morris",6600,"NY@Was 07:00PM ET",28.359,"Was"
"C","Mason Plumlee",6500,"Cha@Por 10:00PM ET",31.138,"Por"
"SF/PF","Otto Porter",6400,"NY@Was 07:00PM ET",30.053,"Was"
"SF","Danilo Gallinari",6300,"Den@LAL 10:30PM ET",29.095,"Den"
"PF","Kristaps Porzingis",6200,"NY@Was 07:00PM ET",35.065,"NY"
"PF/C","Terrence Jones",6000,"NO@Tor 07:00PM ET",24.038,"NO"
"PG","Derrick Rose",5800,"NY@Was 07:00PM ET",30.529,"NY"
"C","Marcin Gortat",5800,"NY@Was 07:00PM ET",31.271,"Was"
"PF","Julius Randle",5800,"Den@LAL 10:30PM ET",30.938,"LAL"
"PG","Jameer Nelson",5600,"Den@LAL 10:30PM ET",19.886,"Den"
"SG/SF","Norman Powell",5500,"NO@Tor 07:00PM ET",12.182,"Tor"
"SG","Victor Oladipo",5500,"OKC@SA 08:30PM ET",28.686,"OKC"
"PF/C","David Lee",5500,"OKC@SA 08:30PM ET",17.598,"SA"
"PG","D'Angelo Russell",5500,"Den@LAL 10:30PM ET",28.250,"LAL"
"SG","Lou Williams",5500,"Den@LAL 10:30PM ET",28.155,"LAL"
"SF/PF","Wilson Chandler",5500,"Den@LAL 10:30PM ET",29.000,"Den"
"C","Jonas Valanciunas",5400,"NO@Tor 07:00PM ET",27.951,"Tor"
"C","Steven Adams",5400,"OKC@SA 08:30PM ET",27.092,"OKC"
"PF","Kenneth Faried",5400,"Den@LAL 10:30PM ET",23.946,"Den"
"PG","Darren Collison",5300,"Sac@Hou 08:00PM ET",23.588,"Sac"
"SG","Eric Gordon",5200,"Sac@Hou 08:00PM ET",28.011,"Hou"
"SG/SF","Tyreke Evans",5200,"NO@Tor 07:00PM ET",21.575,"NO"
"SF","Michael Kidd-Gilchrist",5200,"Cha@Por 10:00PM ET",24.128,"Cha"
"C","Enes Kanter",5200,"OKC@SA 08:30PM ET",26.154,"OKC"
"SG/SF","Will Barton",5200,"Den@LAL 10:30PM ET",25.500,"Den"
"PG","Brandon Jennings",5100,"NY@Was 07:00PM ET",20.362,"NY"
"PG","Patrick Beverley",5100,"Sac@Hou 08:00PM ET",27.270,"Hou"
"SF/PF","Trevor Ariza",5100,"Sac@Hou 08:00PM ET",27.225,"Hou"
"PF","Ryan Anderson",5000,"Sac@Hou 08:00PM ET",24.135,"Hou"
"C","Cody Zeller",5000,"Cha@Por 10:00PM ET",24.375,"Cha"
"C","Pau Gasol",5000,"OKC@SA 08:30PM ET",28.686,"SA"
"C","Jusuf Nurkic",5000,"Den@LAL 10:30PM ET",19.938,"Den"
"PF","Marvin Williams",4900,"Cha@Por 10:00PM ET",22.583,"Cha"
"PG/SG","Jordan Clarkson",4800,"Den@LAL 10:30PM ET",23.320,"LAL"
"SG","Gary Harris",4800,"Den@LAL 10:30PM ET",22.875,"Den"
"C","Clint Capela",4700,"Sac@Hou 08:00PM ET",25.785,"Hou"
"SG/SF","Evan Turner",4700,"Cha@Por 10:00PM ET",21.582,"Por"
"PF/C","Spencer Hawes",4600,"Cha@Por 10:00PM ET",17.182,"Cha"
"PF","Al-Farouq Aminu",4500,"Cha@Por 10:00PM ET",21.945,"Por"
"SG","Courtney Lee",4300,"NY@Was 07:00PM ET",20.000,"NY"
"PG","Emmanuel Mudiay",4300,"Den@LAL 10:30PM ET",24.293,"Den"
"SF","Brandon Ingram",4300,"Den@LAL 10:30PM ET",17.470,"LAL"
"SG/SF","Garrett Temple",4200,"Sac@Hou 08:00PM ET",17.849,"Sac"
"SG/SF","Terrence Ross",4100,"NO@Tor 07:00PM ET",18.197,"Tor"
"PG","Tony Parker",4100,"OKC@SA 08:30PM ET",21.191,"SA"
"PG","Ty Lawson",4000,"Sac@Hou 08:00PM ET",20.554,"Sac"
"SF","Solomon Hill",4000,"NO@Tor 07:00PM ET",16.353,"NO"
"SG","Jeremy Lamb",4000,"Cha@Por 10:00PM ET",18.536,"Cha"
"SG","Nick Young",4000,"Den@LAL 10:30PM ET",20.849,"LAL"
"C","Guillermo Hernangomez",3900,"NY@Was 07:00PM ET",14.317,"NY"
"SF/PF","Sam Dekker",3900,"Sac@Hou 08:00PM ET",16.196,"Hou"
"SF","DeMarre Carroll",3900,"NO@Tor 07:00PM ET",19.180,"Tor"
"SG/SF","Allen Crabbe",3900,"Cha@Por 10:00PM ET",18.020,"Por"
"PF","Frank Kaminsky",3900,"Cha@Por 10:00PM ET",20.614,"Cha"
"SF/PF","Matt Barnes",3800,"Sac@Hou 08:00PM ET",18.639,"Sac"
"PF/C","Lucas Nogueira",3800,"NO@Tor 07:00PM ET",17.724,"Tor"
"SG/SF","Marco Belinelli",3800,"Cha@Por 10:00PM ET",18.733,"Cha"
"SG","Danny Green",3800,"OKC@SA 08:30PM ET",18.038,"SA"
"SF","Maurice Harkless",3700,"Cha@Por 10:00PM ET",22.400,"Por"
"PG","Patty Mills",3700,"OKC@SA 08:30PM ET",19.527,"SA"
"SF/PF","Luol Deng",3700,"Den@LAL 10:30PM ET",20.033,"LAL"
"PG","Cory Joseph",3600,"NO@Tor 07:00PM ET",18.059,"Tor"
"SF","Andre Roberson",3600,"OKC@SA 08:30PM ET",18.307,"OKC"
"C","Joakim Noah",3500,"NY@Was 07:00PM ET",22.715,"NY"
"SF","Omri Casspi",3500,"Sac@Hou 08:00PM ET",13.614,"Sac"
"C","Montrezl Harrell",3500,"Sac@Hou 08:00PM ET",18.372,"Hou"
"SG","E'Twaun Moore",3500,"NO@Tor 07:00PM ET",18.239,"NO"
"PF","Patrick Patterson",3500,"NO@Tor 07:00PM ET",19.270,"Tor"
"SG/SF","Jonathon Simmons",3500,"OKC@SA 08:30PM ET",13.273,"SA"
"SG","Manu Ginobili",3500,"OKC@SA 08:30PM ET",17.981,"SA"
"C","Dewayne Dedmon",3500,"OKC@SA 08:30PM ET",15.140,"SA"
"PG/SG","Jamal Murray",3500,"Den@LAL 10:30PM ET",15.375,"Den"
"C","Ivica Zubac",3500,"Den@LAL 10:30PM ET",12.200,"LAL"
"SG/SF","Kelly Oubre Jr.",3400,"NY@Was 07:00PM ET",13.744,"Was"
"C","Kyle O'Quinn",3400,"NY@Was 07:00PM ET",17.856,"NY"
"SG","Arron Afflalo",3400,"Sac@Hou 08:00PM ET",13.287,"Sac"
"PF/C","Donatas Motiejunas",3400,"NO@Tor 07:00PM ET",15.045,"NO"
"PG","Dejounte Murray",3400,"OKC@SA 08:30PM ET",7.630,"SA"
"SF/PF","Anthony Tolliver",3300,"Sac@Hou 08:00PM ET",14.486,"Sac"
"C","Nene Hilario",3300,"Sac@Hou 08:00PM ET",16.424,"Hou"
"PG","Tim Frazier",3300,"NO@Tor 07:00PM ET",24.660,"NO"
"SF/PF","Dante Cunningham",3300,"NO@Tor 07:00PM ET",15.029,"NO"
"PG","Ramon Sessions",3300,"Cha@Por 10:00PM ET",13.031,"Cha"
"SG","Kyle Anderson",3300,"OKC@SA 08:30PM ET",9.613,"SA"
"PF/C","Joffrey Lauvergne",3300,"OKC@SA 08:30PM ET",11.750,"OKC"
"PF","Domantas Sabonis",3300,"OKC@SA 08:30PM ET",14.151,"OKC"
"SF/PF","Larry Nance Jr.",3300,"Den@LAL 10:30PM ET",18.605,"LAL"
"SG","Justin Holiday",3200,"NY@Was 07:00PM ET",15.281,"NY"
"SG","Buddy Hield",3200,"NO@Tor 07:00PM ET",15.099,"NO"
"SF/PF","Jerami Grant",3200,"OKC@SA 08:30PM ET",13.346,"OKC"
"PF/C","Darrell Arthur",3200,"Den@LAL 10:30PM ET",12.648,"Den"
"SF/PF","Davis Bertans",3100,"OKC@SA 08:30PM ET",8.218,"SA"
"PG/SG","Ron Baker",3000,"NY@Was 07:00PM ET",8.625,"NY"
"PG/SG","Tomas Satoransky",3000,"NY@Was 07:00PM ET",9.298,"Was"
"PG","Trey Burke",3000,"NY@Was 07:00PM ET",8.797,"Was"
"SG","Sasha Vujacic",3000,"NY@Was 07:00PM ET",5.542,"NY"
"SG","Sheldon McClellan",3000,"NY@Was 07:00PM ET",6.909,"Was"
"SG","Danuel House",3000,"NY@Was 07:00PM ET",1.250,"Was"
