"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12700,"OKC@Min 08:00PM ET",64.363,"OKC"
"PG/SG","James Harden",11400,"Mem@Hou 08:00PM ET",61.067,"Hou"
"PF/C","DeMarcus Cousins",10300,"Cle@Sac 10:30PM ET",52.284,"Sac"
"PG","Giannis Antetokounmpo",10100,"Mia@Mil 08:00PM ET",50.236,"Mil"
"SF","LeBron James",9700,"Cle@Sac 10:30PM ET",51.907,"Cle"
"PF/C","Karl-Anthony Towns",9400,"OKC@Min 08:00PM ET",45.481,"Min"
"PG","Isaiah Thomas",9000,"Bos@Atl 08:00PM ET",43.021,"Bos"
"SG","DeMar DeRozan",8700,"Bkn@Tor 07:30PM ET",42.651,"Tor"
"PG","Kyle Lowry",8500,"Bkn@Tor 07:30PM ET",43.632,"Tor"
"C","Hassan Whiteside",8400,"Mia@Mil 08:00PM ET",42.667,"Mia"
"PG","Kemba Walker",8300,"Cha@Phi 07:00PM ET",40.099,"Cha"
"PG","Damian Lillard",8200,"Orl@Por 10:00PM ET",43.500,"Por"
"PF/C","Joel Embiid",8100,"Cha@Phi 07:00PM ET",37.077,"Phi"
"PF/C","Kevin Love",8000,"Cle@Sac 10:30PM ET",41.404,"Cle"
"PG/SG","C.J. McCollum",7900,"Orl@Por 10:00PM ET",37.524,"Por"
"PG","Kyrie Irving",7700,"Cle@Sac 10:30PM ET",39.439,"Cle"
"PF","Paul Millsap",7600,"Bos@Atl 08:00PM ET",38.514,"Atl"
"C","Dwight Howard",7400,"Bos@Atl 08:00PM ET",36.912,"Atl"
"SF/PF","Jabari Parker",7300,"Mia@Mil 08:00PM ET",34.601,"Mil"
"PG","Mike Conley",7100,"Mem@Hou 08:00PM ET",35.914,"Mem"
"SF","Gordon Hayward",7000,"Det@Uta 10:30PM ET",37.523,"Uta"
"C","Andre Drummond",7000,"Det@Uta 10:30PM ET",38.475,"Det"
"C","Marc Gasol",6900,"Mem@Hou 08:00PM ET",38.160,"Mem"
