"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG/SG","James Harden",12800,"Hou@Ind 06:00PM ET",61.260,"Hou"
"SF","Kevin Durant",10100,"GS@Por 09:00PM ET",49.851,"GS"
"C","Anthony Davis",10000,"Was@NO 06:00PM ET",53.360,"NO"
"PG","John Wall",9800,"Was@NO 06:00PM ET",48.523,"Was"
"PG","Kyle Lowry",8900,"Orl@Tor 06:00PM ET",43.201,"Tor"
"SG/SF","Jimmy Butler",8800,"Phi@Chi 07:00PM ET",43.446,"Chi"
"SF","Kawhi Leonard",8700,"Dal@SA 07:00PM ET",42.679,"SA"
"PG","Stephen Curry",8600,"GS@Por 09:00PM ET",43.984,"GS"
"C","Joel Embiid",8400,"Phi@Chi 07:00PM ET",38.992,"Phi"
"PG","Damian Lillard",8300,"GS@Por 09:00PM ET",43.227,"Por"
"SF/PF","Paul George",7900,"Hou@Ind 06:00PM ET",38.814,"Ind"
"PF/C","Draymond Green",7800,"GS@Por 09:00PM ET",39.028,"GS"
"SG","DeMar DeRozan",7700,"Orl@Tor 06:00PM ET",42.170,"Tor"
"PG","Jrue Holiday",7500,"Was@NO 06:00PM ET",33.820,"NO"
"PG","Jeff Teague",7200,"Hou@Ind 06:00PM ET",36.408,"Ind"
"PG/SG","C.J. McCollum",7100,"GS@Por 09:00PM ET",36.901,"Por"
"SG","Dwyane Wade",7000,"Phi@Chi 07:00PM ET",33.895,"Chi"
"PF","LaMarcus Aldridge",6900,"Dal@SA 07:00PM ET",33.143,"SA"
"SG","Klay Thompson",6800,"GS@Por 09:00PM ET",31.663,"GS"
"C","Myles Turner",6700,"Hou@Ind 06:00PM ET",32.606,"Ind"
"PG","Elfrid Payton",6700,"Orl@Tor 06:00PM ET",29.042,"Orl"
"SG","Bradley Beal",6600,"Was@NO 06:00PM ET",33.631,"Was"
"SF/PF","Markieff Morris",6600,"Was@NO 06:00PM ET",28.233,"Was"
"SF/PF","Harrison Barnes",6500,"Dal@SA 07:00PM ET",31.370,"Dal"
"C","Nikola Vucevic",6400,"Orl@Tor 06:00PM ET",33.656,"Orl"
"PF/C","Nerlens Noel",6300,"Phi@Chi 07:00PM ET",18.908,"Phi"
"SF/PF","Otto Porter",6300,"Was@NO 06:00PM ET",30.054,"Was"
"PF/C","Terrence Jones",6200,"Was@NO 06:00PM ET",24.411,"NO"
"C","Mason Plumlee",6200,"GS@Por 09:00PM ET",31.021,"Por"
"PF/C","Serge Ibaka",6000,"Orl@Tor 06:00PM ET",29.793,"Orl"
"SF","Robert Covington",5900,"Phi@Chi 07:00PM ET",25.643,"Phi"
"PF","Ersan Ilyasova",5800,"Phi@Chi 07:00PM ET",26.806,"Phi"
"C","Marcin Gortat",5800,"Was@NO 06:00PM ET",31.163,"Was"
"PF/C","David Lee",5700,"Dal@SA 07:00PM ET",17.461,"SA"
"SG/SF","Norman Powell",5600,"Orl@Tor 06:00PM ET",12.279,"Tor"
"C","Jonas Valanciunas",5600,"Orl@Tor 06:00PM ET",27.967,"Tor"
"PG","Deron Williams",5600,"Dal@SA 07:00PM ET",28.453,"Dal"
"PF","Thaddeus Young",5500,"Hou@Ind 06:00PM ET",25.935,"Ind"
"SG/SF","Tyreke Evans",5400,"Was@NO 06:00PM ET",22.342,"NO"
"PG","T.J. McConnell",5300,"Phi@Chi 07:00PM ET",20.034,"Phi"
"SG","Eric Gordon",5300,"Hou@Ind 06:00PM ET",28.158,"Hou"
"SG","Evan Fournier",5300,"Orl@Tor 06:00PM ET",27.068,"Orl"
"SF/PF","Trevor Ariza",5200,"Hou@Ind 06:00PM ET",27.445,"Hou"
"SF/PF","Aaron Gordon",5200,"Orl@Tor 06:00PM ET",22.865,"Orl"
"SG","Seth Curry",5200,"Dal@SA 07:00PM ET",20.423,"Dal"
"PG","Patrick Beverley",5100,"Hou@Ind 06:00PM ET",27.389,"Hou"
"PF/C","Dirk Nowitzki",5000,"Dal@SA 07:00PM ET",25.388,"Dal"
"C","Pau Gasol",5000,"Dal@SA 07:00PM ET",28.686,"SA"
"PF/C","Taj Gibson",4900,"Phi@Chi 07:00PM ET",24.915,"Chi"
"C","Clint Capela",4800,"Hou@Ind 06:00PM ET",25.936,"Hou"
"C","Jahlil Okafor",4700,"Phi@Chi 07:00PM ET",21.177,"Phi"
"PF","Ryan Anderson",4700,"Hou@Ind 06:00PM ET",23.793,"Hou"
"SG/SF","Wesley Matthews",4500,"Dal@SA 07:00PM ET",26.023,"Dal"
"SG/SF","Evan Turner",4400,"GS@Por 09:00PM ET",21.306,"Por"
"SF/PF","Dario Saric",4300,"Phi@Chi 07:00PM ET",20.989,"Phi"
"PF","Al-Farouq Aminu",4300,"GS@Por 09:00PM ET",21.758,"Por"
"C","Robin Lopez",4100,"Phi@Chi 07:00PM ET",22.182,"Chi"
"SG/SF","Terrence Ross",4100,"Orl@Tor 06:00PM ET",18.000,"Tor"
"PG","Tony Parker",4100,"Dal@SA 07:00PM ET",21.182,"SA"
"SF","Justin Anderson",4100,"Dal@SA 07:00PM ET",14.143,"Dal"
"PF","Richaun Holmes",4000,"Phi@Chi 07:00PM ET",16.240,"Phi"
"SF/PF","Sam Dekker",4000,"Hou@Ind 06:00PM ET",16.185,"Hou"
"SF","C.J. Miles",4000,"Hou@Ind 06:00PM ET",18.350,"Ind"
"SG","Jodie Meeks",4000,"Orl@Tor 06:00PM ET",16.792,"Orl"
"SF","DeMarre Carroll",4000,"Orl@Tor 06:00PM ET",19.387,"Tor"
"PG","Shaun Livingston",4000,"GS@Por 09:00PM ET",11.417,"GS"
"PG","Rajon Rondo",3900,"Phi@Chi 07:00PM ET",25.609,"Chi"
"PG","Cory Joseph",3900,"Orl@Tor 06:00PM ET",18.304,"Tor"
"PF/C","Lucas Nogueira",3900,"Orl@Tor 06:00PM ET",17.914,"Tor"
"C","Bismack Biyombo",3900,"Orl@Tor 06:00PM ET",20.335,"Orl"
"SF","Solomon Hill",3900,"Was@NO 06:00PM ET",16.211,"NO"
"SG/SF","Allen Crabbe",3900,"GS@Por 09:00PM ET",18.125,"Por"
"SF","Andre Iguodala",3900,"GS@Por 09:00PM ET",18.283,"GS"
"SG","Devin Harris",3900,"Dal@SA 07:00PM ET",11.642,"Dal"
"PG","Sergio Rodriguez",3800,"Phi@Chi 07:00PM ET",21.938,"Phi"
"PF","Nikola Mirotic",3800,"Phi@Chi 07:00PM ET",20.345,"Chi"
"PG/SG","C.J. Watson",3800,"Orl@Tor 06:00PM ET",8.340,"Orl"
"PG","Patty Mills",3800,"Dal@SA 07:00PM ET",19.550,"SA"
"PG","Michael Carter-Williams",3700,"Phi@Chi 07:00PM ET",18.569,"Chi"
"SF/PF","Jeff Green",3700,"Orl@Tor 06:00PM ET",16.378,"Orl"
"SF","Maurice Harkless",3700,"GS@Por 09:00PM ET",22.477,"Por"
"C","Zaza Pachulia",3700,"GS@Por 09:00PM ET",18.314,"GS"
"SF","Dorian Finney-Smith",3700,"Dal@SA 07:00PM ET",11.783,"Dal"
"SG","E'Twaun Moore",3600,"Was@NO 06:00PM ET",18.564,"NO"
"PG","J.J. Barea",3600,"Dal@SA 07:00PM ET",24.167,"Dal"
"SG","Danny Green",3600,"Dal@SA 07:00PM ET",17.882,"SA"
"SG","Gerald Henderson",3500,"Phi@Chi 07:00PM ET",17.244,"Phi"
"SG/SF","Kelly Oubre Jr.",3500,"Was@NO 06:00PM ET",13.813,"Was"
"PF/C","Donatas Motiejunas",3500,"Was@NO 06:00PM ET",14.900,"NO"
"PG","Yogi Ferrell",3500,"Dal@SA 07:00PM ET",9.950,"Dal"
"PG","Dejounte Murray",3500,"Dal@SA 07:00PM ET",7.690,"SA"
"SG/SF","Jonathon Simmons",3500,"Dal@SA 07:00PM ET",13.273,"SA"
"PF","Dwight Powell",3500,"Dal@SA 07:00PM ET",17.304,"Dal"
"C","Dewayne Dedmon",3500,"Dal@SA 07:00PM ET",15.281,"SA"
"PG","Jerian Grant",3400,"Phi@Chi 07:00PM ET",10.966,"Chi"
"SG","Nik Stauskas",3400,"Phi@Chi 07:00PM ET",16.529,"Phi"
"C","Montrezl Harrell",3400,"Hou@Ind 06:00PM ET",18.288,"Hou"
"PG","D.J. Augustin",3400,"Orl@Tor 06:00PM ET",16.080,"Orl"
"PG","Tim Frazier",3400,"Was@NO 06:00PM ET",24.660,"NO"
"PG/SG","Ian Clark",3400,"GS@Por 09:00PM ET",11.372,"GS"
"SG","Kyle Anderson",3400,"Dal@SA 07:00PM ET",9.695,"SA"
"SF","Doug McDermott",3300,"Phi@Chi 07:00PM ET",16.750,"Chi"
"SG","Buddy Hield",3300,"Was@NO 06:00PM ET",15.388,"NO"
"SF/PF","Dante Cunningham",3300,"Was@NO 06:00PM ET",15.074,"NO"
"SG","Manu Ginobili",3300,"Dal@SA 07:00PM ET",17.846,"SA"
"C","Andrew Bogut",3300,"Dal@SA 07:00PM ET",18.990,"Dal"
"C","Nene Hilario",3200,"Hou@Ind 06:00PM ET",16.424,"Hou"
