Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
1,617132444,dfsxpress (35/50),0,328.25,PG Kyrie Irving SG Devin Booker SF Joe Ingles PF LeBron James C Montrezl Harrell F Taj Gibson G Deron Williams UTIL Damian Lillard,,Robin Lopez,21.20%,15.5
1,617225982,dfsxpress (38/50),0,328.25,PG Kyrie Irving SG Devin Booker SF Joe Ingles PF LeBron James C Montrezl Harrell F Taj Gibson G Deron Williams UTIL Damian Lillard,,Kent Bazemore,20.87%,24
1,617226061,dfsxpress (40/50),0,328.25,PG Kyrie Irving SG Devin Booker SF Joe Ingles PF LeBron James C Montrezl Harrell F Taj Gibson G Deron Williams UTIL Damian Lillard,,Karl-Anthony Towns,17.02%,47.5
1,617226227,dfsxpress (42/50),0,328.25,PG Kyrie Irving SG Devin Booker SF Joe Ingles PF LeBron James C Montrezl Harrell F Taj Gibson G Deron Williams UTIL Damian Lillard,,Brandon Knight,14.73%,32.25
1,617231370,dfsxpress (43/50),0,328.25,PG Kyrie Irving SG Devin Booker SF Joe Ingles PF LeBron James C Montrezl Harrell F Taj Gibson G Deron Williams UTIL Damian Lillard,,P.J. Tucker,13.59%,23
1,617231616,dfsxpress (49/50),0,328.25,PG Kyrie Irving SG Devin Booker SF Joe Ingles PF LeBron James C Montrezl Harrell F Taj Gibson G Deron Williams UTIL Damian Lillard,,James Harden,12.73%,59.25
18,617336777,bhy101 (1/2),0,328,PG Russell Westbrook SG Eric Gordon SF Joe Ingles PF Paul Millsap C Tristan Thompson F Dwight Powell G Kyrie Irving UTIL Montrezl Harrell,,Devin Booker,12.72%,46.5
18,617336778,bhy101 (2/2),0,328,PG Russell Westbrook SG Eric Gordon SF Joe Ingles PF Paul Millsap C Tristan Thompson F Dwight Powell G Kyrie Irving UTIL Montrezl Harrell,,Tristan Thompson,12.70%,32.75
20,617580813,butler2222 (1/7),0,326.75,PG Kyrie Irving SG Andre Roberson SF Joe Ingles PF Paul Millsap C Dwight Powell F Gordon Hayward G Patrick Beverley UTIL LeBron James,,Shelvin Mack,11.41%,20.25
20,617580815,butler2222 (3/7),0,326.75,PG Kyrie Irving SG Andre Roberson SF Joe Ingles PF Paul Millsap C Dwight Powell F Gordon Hayward G Patrick Beverley UTIL LeBron James,,Channing Frye,11.25%,12.25
20,617580816,butler2222 (4/7),0,326.75,PG Kyrie Irving SG Andre Roberson SF Joe Ingles PF Paul Millsap C Dwight Powell F Gordon Hayward G Patrick Beverley UTIL LeBron James,,Jrue Holiday,10.93%,46
20,617580818,butler2222 (6/7),0,326.75,PG Kyrie Irving SG Andre Roberson SF Joe Ingles PF Paul Millsap C Dwight Powell F Gordon Hayward G Patrick Beverley UTIL LeBron James,,Kyrie Irving,10.85%,60
20,617580819,butler2222 (7/7),0,326.75,PG Kyrie Irving SG Andre Roberson SF Joe Ingles PF Paul Millsap C Dwight Powell F Gordon Hayward G Patrick Beverley UTIL LeBron James,,Iman Shumpert,9.79%,25.25
25,617354690,leonem (1/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Rudy Gobert,9.72%,45.5
25,617354691,leonem (2/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Reggie Jackson,9.40%,29.75
25,617354692,leonem (3/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Jimmy Butler,9.35%,40.75
25,617354693,leonem (4/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Harrison Barnes,9.24%,36.75
25,617354694,leonem (5/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Matthew Dellavedova,9.03%,13
25,617354695,leonem (6/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,John Henson,8.61%,19
25,617354696,leonem (7/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Eric Gordon,8.47%,36.5
25,617354697,leonem (8/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Mike Muscala,8.45%,23.5
25,617354698,leonem (9/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Zach LaVine,7.08%,31.5
25,617354699,leonem (10/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Trevor Ariza,6.92%,19.25
25,617354700,leonem (11/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Ryan Anderson,6.54%,24.25
25,617354701,leonem (12/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Markieff Morris,5.32%,24.75
25,617354702,leonem (13/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Jabari Parker,4.96%,34.75
25,617354703,leonem (14/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Tony Snell,4.83%,6.25
25,617354704,leonem (15/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Thabo Sefolosha,4.81%,20.5
25,617354705,leonem (16/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Anthony Davis,4.73%,62.75
25,617354706,leonem (17/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Mike Conley,4.63%,26.25
25,617354707,leonem (18/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Dwight Powell,4.61%,28.5
25,617354708,leonem (19/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Terrence Jones,4.42%,28.5
25,617354709,leonem (20/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Marcin Gortat,4.41%,34.75
25,617354710,leonem (21/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Cristiano Felicio,4.38%,11.75
25,617354711,leonem (22/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Patrick Beverley,3.92%,44.75
25,617354712,leonem (23/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Damian Lillard,3.84%,39.25
25,617354713,leonem (24/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Joe Johnson,3.70%,7.75
25,617354714,leonem (25/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Malcolm Brogdon,2.97%,33.75
25,617354715,leonem (26/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Steven Adams,2.87%,22.5
25,617354716,leonem (27/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Taj Gibson,2.84%,40.25
25,617354717,leonem (28/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Jon Leuer,2.81%,29
25,617354718,leonem (29/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Kentavious Caldwell-Pope,2.80%,15.25
25,617354719,leonem (30/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Andre Roberson,2.47%,24.25
25,617354720,leonem (31/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Nene Hilario,2.44%,18
25,617354721,leonem (32/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Andrew Wiggins,2.33%,32.25
25,617354722,leonem (33/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Deron Williams,2.32%,35.75
25,617354723,leonem (34/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Greg Monroe,2.29%,18.25
25,617354724,leonem (35/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Seth Curry,2.16%,17
25,617354725,leonem (36/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Bradley Beal,2.15%,32
25,617354726,leonem (37/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Otto Porter,2.00%,13
25,617354727,leonem (38/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,C.J. McCollum,1.86%,21
25,617354728,leonem (39/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,J.J. Barea,1.74%,10.75
25,617354729,leonem (40/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Richard Jefferson,1.61%,19
25,617354730,leonem (41/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,DeMarcus Cousins,1.60%,36.5
25,617354731,leonem (42/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Maurice Harkless,1.58%,23
25,617354732,leonem (43/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Enes Kanter,1.54%,37.5
25,617354733,leonem (44/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,John Wall,1.51%,49
25,617354734,leonem (45/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Rajon Rondo,1.48%,24
25,617354735,leonem (46/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Sam Dekker,1.38%,9
25,617354736,leonem (47/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Gorgui Dieng,1.36%,31.75
25,617354737,leonem (48/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Eric Bledsoe,1.31%,27.5
25,617354738,leonem (49/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Salah Mejri,1.22%,18.5
25,617354739,leonem (50/50),0,321.75,PG Giannis Antetokounmpo SG Devin Booker SF Joe Ingles PF Montrezl Harrell C Tristan Thompson F Paul Millsap G Jrue Holiday UTIL Gordon Hayward,,Darren Collison,1.19%,10.25
75,617131239,Orochi,0,321.25,PG Dennis Schroder SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Kyrie Irving UTIL Gordon Hayward,,Dwyane Wade,1.12%,30.75
76,617463998,swellmuth (1/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Andre Drummond,0.99%,39.75
76,617464001,swellmuth (2/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Alex Len,0.96%,25.25
76,617464020,swellmuth (3/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Tyson Chandler,0.93%,11
76,617464024,swellmuth (4/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Nikola Mirotic,0.91%,22
76,617464027,swellmuth (5/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Ty Lawson,0.83%,28.25
76,617464029,swellmuth (6/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Kyle Korver,0.80%,27.75
76,617464033,swellmuth (7/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Marc Gasol,0.78%,57.75
76,617464047,swellmuth (8/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Anthony Tolliver,0.78%,17.75
76,617464050,swellmuth (9/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Wesley Matthews,0.70%,31.5
76,617464054,swellmuth (10/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Tobias Harris,0.55%,22.5
76,617464105,swellmuth (11/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Marcus Morris,0.46%,17.25
76,617464185,swellmuth (12/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Zach Randolph,0.45%,18.5
76,617464214,swellmuth (13/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Jerami Grant,0.45%,11.25
76,617464217,swellmuth (14/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Dorian Finney-Smith,0.44%,9
76,617464219,swellmuth (15/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Dante Cunningham,0.42%,1.25
76,617464224,swellmuth (16/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,T.J. Warren,0.41%,29.75
76,617464229,swellmuth (17/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Garrett Temple,0.36%,17.5
76,617464236,swellmuth (18/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Tim Frazier,0.35%,23.25
76,617464245,swellmuth (19/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Matt Barnes,0.35%,16.25
76,617464253,swellmuth (20/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Tim Hardaway Jr.,0.32%,2
76,617472291,swellmuth (21/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Kelly Oubre Jr.,0.30%,11.25
76,617472298,swellmuth (22/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,JaMychal Green,0.29%,24.75
76,617472306,swellmuth (23/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Boris Diaw,0.29%,22.75
76,617472315,swellmuth (24/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Tony Allen,0.28%,13
76,617472318,swellmuth (25/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Doug McDermott,0.28%,17.75
76,617472323,swellmuth (26/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Mirza Teletovic,0.26%,11.75
76,617472326,swellmuth (27/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Ed Davis,0.25%,17.5
76,617472352,swellmuth (28/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Trey Lyles,0.25%,14.25
76,617472357,swellmuth (29/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Langston Galloway,0.22%,5
76,617472372,swellmuth (30/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Derrick Favors,0.20%,13
76,617472377,swellmuth (31/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Ish Smith,0.17%,16
76,617472399,swellmuth (32/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Ben McLemore,0.16%,11.5
76,617472413,swellmuth (33/33),0,320,PG Russell Westbrook SG Brandon Knight SF Joe Ingles PF Karl-Anthony Towns C Montrezl Harrell F Paul Millsap G Devin Booker UTIL Mike Muscala,,Buddy Hield,0.15%,4.25
76,617691495,byebyeblackmamba,0,320,PG Russell Westbrook SG Eric Gordon SF Joe Ingles PF Montrezl Harrell C Steven Adams F Gordon Hayward G Patrick Beverley UTIL Devin Booker,,Jared Dudley,0.15%,7.5
110,617760696,BSBlake25,0,318.25,PG Dennis Schroder SG Bradley Beal SF Devin Booker PF Paul Millsap C Rudy Gobert F Joe Ingles G Kyrie Irving UTIL Terrence Jones,,Alexis Ajinca,0.13%,1.25
111,617617471,Elit12 (1/13),0,316.5,PG Ricky Rubio SG Devin Booker SF Gordon Hayward PF Taj Gibson C Mason Plumlee F Karl-Anthony Towns G Jrue Holiday UTIL Tristan Thompson,,James Ennis III,0.13%,21.25
111,617617491,Elit12 (2/13),0,316.5,PG Ricky Rubio SG Devin Booker SF Gordon Hayward PF Taj Gibson C Mason Plumlee F Karl-Anthony Towns G Jrue Holiday UTIL Tristan Thompson,,Justin Anderson,0.13%,0
111,617617499,Elit12 (3/13),0,316.5,PG Ricky Rubio SG Devin Booker SF Gordon Hayward PF Taj Gibson C Mason Plumlee F Karl-Anthony Towns G Jrue Holiday UTIL Tristan Thompson,,Dwight Howard,0.13%,0
111,617617593,Elit12 (4/13),0,316.5,PG Ricky Rubio SG Devin Booker SF Gordon Hayward PF Taj Gibson C Mason Plumlee F Karl-Anthony Towns G Jrue Holiday UTIL Tristan Thompson,,Michael Beasley,0.13%,0
111,617618630,Elit12 (5/13),0,316.5,PG Ricky Rubio SG Devin Booker SF Gordon Hayward PF Taj Gibson C Mason Plumlee F Karl-Anthony Towns G Jrue Holiday UTIL Tristan Thompson,,Anthony Morrow,0.12%,8.75
111,617619007,Elit12 (6/13),0,316.5,PG Ricky Rubio SG Devin Booker SF Gordon Hayward PF Taj Gibson C Mason Plumlee F Karl-Anthony Towns G Jrue Holiday UTIL Tristan Thompson,,Troy Daniels,0.12%,10.25
111,617619083,Elit12 (7/13),0,316.5,PG Ricky Rubio SG Devin Booker SF Gordon Hayward PF Taj Gibson C Mason Plumlee F Karl-Anthony Towns G Jrue Holiday UTIL Tristan Thompson,,Allen Crabbe,0.09%,24.5
111,617619094,Elit12 (8/13),0,316.5,PG Ricky Rubio SG Devin Booker SF Gordon Hayward PF Taj Gibson C Mason Plumlee F Karl-Anthony Towns G Jrue Holiday UTIL Tristan Thompson,,E'Twaun Moore,0.09%,9.75
111,617619099,Elit12 (9/13),0,316.5,PG Ricky Rubio SG Devin Booker SF Gordon Hayward PF Taj Gibson C Mason Plumlee F Karl-Anthony Towns G Jrue Holiday UTIL Tristan Thompson,,Marquese Chriss,0.09%,11.25
