Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
12,638495263,temporary,0,325,PG Isaiah Thomas SG DeMar DeRozan SF Marcus Smart PF Amir Johnson C Jusuf Nurkic F Danilo Gallinari G Kyle Lowry UTIL Jeff Teague,,Jeff Teague,16.16%,37.5
13,638283196,allduke11,0,324.75,PG Isaiah Thomas SG Jeremy Lamb SF Marcus Smart PF Kristaps Porzingis C Jusuf Nurkic F LaMarcus Aldridge G Kyle Lowry UTIL Al Horford,,Myles Turner,15.72%,29
13,638290647,bgizzle714,0,324.75,PG Dennis Schroder SG Marcus Smart SF Jeremy Lamb PF Gorgui Dieng C Al Horford F Anthony Davis G Kyle Lowry UTIL Jusuf Nurkic,,Kyle Lowry,14.41%,65.25
15,638813060,BlackstarAB7,0,323.25,PG Russell Westbrook SG Marcus Smart SF Jeremy Lamb PF Anthony Davis C Jusuf Nurkic F Gorgui Dieng G Deron Williams UTIL Donatas Motiejunas,,Jimmy Butler,14.41%,69.5
16,638757683,jroch314,0,322.75,PG Kyle Lowry SG Jimmy Butler SF Andrew Wiggins PF LaMarcus Aldridge C Jusuf Nurkic F Kyle O'Quinn G Jeff Teague UTIL Marcus Smart,,LaMarcus Aldridge,14.41%,36.75
17,638646453,glloyd95,0,322.5,PG Russell Westbrook SG Marcus Smart SF Jeremy Lamb PF Kristaps Porzingis C Jusuf Nurkic F Danilo Gallinari G George Hill UTIL Dwyane Wade,,Jae Crowder,13.54%,21.5
18,638470109,Philippe27,0,321.75,PG Russell Westbrook SG Marcus Smart SF Jeremy Lamb PF Nikola Mirotic C Jusuf Nurkic F Jae Crowder G Isaiah Thomas UTIL Al Horford,,Pau Gasol,12.23%,22.25
18,638875702,grizzlies11,0,321.75,PG Russell Westbrook SG Marcus Smart SF Jae Crowder PF Nikola Mirotic C Al Horford F Jeremy Lamb G Isaiah Thomas UTIL Jusuf Nurkic,,Paul George,11.79%,33.25
20,638365262,Hosehead01,0,320.75,PG Isaiah Thomas SG Marcus Smart SF Terrence Ross PF Anthony Davis C Jusuf Nurkic F Jeremy Lamb G DeMar DeRozan UTIL Al Horford,,Victor Oladipo,11.79%,29.25
20,638787369,shark61350,0,320.75,PG Isaiah Thomas SG DeMar DeRozan SF Terrence Ross PF Anthony Davis C Al Horford F Jeremy Lamb G Marcus Smart UTIL Jusuf Nurkic,,Carmelo Anthony,10.04%,27.5
22,638466004,Ajml45,0,320.5,PG Isaiah Thomas SG Jeremy Lamb SF Wilson Chandler PF Amir Johnson C Jusuf Nurkic F Marcus Smart G Jrue Holiday UTIL Russell Westbrook,,DeMar DeRozan,10.04%,54
23,638422434,arob_allday,0,320,PG Isaiah Thomas SG Marcus Smart SF Jeremy Lamb PF Anthony Davis C Al Horford F Amir Johnson G DeMar DeRozan UTIL Jusuf Nurkic,,Buddy Hield,9.17%,18
23,638532163,goeck16,0,320,PG Isaiah Thomas SG Marcus Smart SF Jeremy Lamb PF Anthony Davis C Jusuf Nurkic F Amir Johnson G DeMar DeRozan UTIL Al Horford,,Kemba Walker,8.73%,26
25,638225129,redram38,0,319.5,PG Isaiah Thomas SG DeMar DeRozan SF Jae Crowder PF Anthony Davis C Jonas Valanciunas F Jeremy Lamb G Marcus Smart UTIL Jusuf Nurkic,,Andrew Wiggins,7.42%,28.25
26,638556430,hotliquidmagma,0,318.75,PG Russell Westbrook SG Jeremy Lamb SF Harrison Barnes PF Derrick Favors C Jusuf Nurkic F Marcus Smart G Isaiah Thomas UTIL Taj Gibson,,Dennis Schroder,7.42%,30.75
27,638772277,MissionMan15,0,317.5,PG Isaiah Thomas SG Marcus Smart SF Jeremy Lamb PF Anthony Davis C Jusuf Nurkic F Paul Millsap G Tim Hardaway Jr. UTIL Myles Turner,,Gorgui Dieng,7.42%,29
28,638415274,Muleyhaven,0,317.25,PG Kyle Lowry SG Marcus Smart SF Jeremy Lamb PF Anthony Davis C Jusuf Nurkic F Danilo Gallinari G Jrue Holiday UTIL Dennis Schroder,,Derrick Rose,6.99%,24
29,638187663,ElectricAve,0,316,PG Dennis Schroder SG Jeremy Lamb SF Tim Hardaway Jr. PF Paul Millsap C Jusuf Nurkic F Marcus Smart G Russell Westbrook UTIL Jrue Holiday,,Jrue Holiday,6.99%,28
29,638383424,packmanmatt,0,316,PG Russell Westbrook SG Terrence Ross SF Jeremy Lamb PF Anthony Davis C Lucas Nogueira F Darrell Arthur G Isaiah Thomas UTIL Jusuf Nurkic,,Terrence Ross,6.99%,16.75
31,638256565,punsa008,0,315.75,PG Isaiah Thomas SG Marcus Smart SF Danilo Gallinari PF Kristaps Porzingis C Jusuf Nurkic F Tim Hardaway Jr. G Jimmy Butler UTIL Kawhi Leonard,,Jonas Valanciunas,6.99%,26.25
32,638284338,rex21023,0,315.25,PG Russell Westbrook SG Marcus Smart SF Jeremy Lamb PF Anthony Davis C Jusuf Nurkic F DeMarre Carroll G Terrence Ross UTIL Al Horford,,Deron Williams,6.55%,19.75
32,638307416,dragonite44,0,315.25,PG Kyle Lowry SG Jimmy Butler SF Glenn Robinson III PF Nikola Mirotic C Al Horford F Harrison Barnes G Zach LaVine UTIL Jonas Valanciunas,,Paul Millsap,6.55%,40.25
34,638354376,logan008,0,315,PG Russell Westbrook SG Jeremy Lamb SF Marcus Smart PF Kristaps Porzingis C Jusuf Nurkic F DeMarre Carroll G Isaiah Thomas UTIL Danilo Gallinari,,Harrison Barnes,6.11%,31
35,638167917,thmsds,0,314.75,PG Kyle Lowry SG Jeremy Lamb SF Paul George PF Kristaps Porzingis C Jusuf Nurkic F Danilo Gallinari G Isaiah Thomas UTIL Marcus Smart,,Tim Hardaway Jr.,6.11%,30.5
35,638279370,youdacao,0,314.75,PG Isaiah Thomas SG Marcus Smart SF Jimmy Butler PF Kristaps Porzingis C Jonas Valanciunas F Kawhi Leonard G Jeremy Lamb UTIL Jusuf Nurkic,,Tony Parker,5.68%,10
35,638751212,madoublet98,0,314.75,PG Isaiah Thomas SG Marcus Smart SF Jimmy Butler PF Kristaps Porzingis C Jonas Valanciunas F Kawhi Leonard G Jeremy Lamb UTIL Jusuf Nurkic,,Dirk Nowitzki,5.68%,22.25
38,638828286,cklein0201,0,314.25,PG Isaiah Thomas SG Jeremy Lamb SF Danilo Gallinari PF Kristaps Porzingis C Jusuf Nurkic F Marcus Smart G Russell Westbrook UTIL Terrence Ross,,Steven Adams,5.24%,35.5
39,638816313,maxtitles,0,314,PG Kyle Lowry SG Victor Oladipo SF Marcus Smart PF Kristaps Porzingis C Jusuf Nurkic F Jeremy Lamb G Isaiah Thomas UTIL Myles Turner,,Darrell Arthur,5.24%,19
40,638333860,bulldog21,0,313.5,PG Kyle Lowry SG Buddy Hield SF Jeremy Lamb PF LaMarcus Aldridge C Al Horford F Darrell Arthur G Russell Westbrook UTIL Jusuf Nurkic,,Dwyane Wade,4.80%,37
41,637739570,RejectedGamingII,0,313,PG Russell Westbrook SG Jeremy Lamb SF Danilo Gallinari PF Amir Johnson C Steven Adams F Andrew Wiggins G Kyle Lowry UTIL Jusuf Nurkic,,Wilson Chandler,4.80%,39.75
42,638654011,aellisr,0,312.5,PG Isaiah Thomas SG Jeremy Lamb SF Marcus Smart PF Kristaps Porzingis C Al Horford F Darrell Arthur G Kyle Lowry UTIL Jeff Teague,,Thaddeus Young,4.80%,38.25
43,638202617,tortmeier,0,312.25,PG Russell Westbrook SG Jeremy Lamb SF Marcus Smart PF Kristaps Porzingis C Jusuf Nurkic F Amir Johnson G Isaiah Thomas UTIL Enes Kanter,,Taj Gibson,4.80%,16.5
43,638236846,nct1980,0,312.25,PG Russell Westbrook SG Jeremy Lamb SF Marcus Smart PF Kristaps Porzingis C Jusuf Nurkic F Amir Johnson G Isaiah Thomas UTIL Enes Kanter,,Rudy Gobert,4.80%,40.75
45,638468171,runrva84,0,311.25,PG Kyle Lowry SG Marcus Smart SF Paul George PF Kristaps Porzingis C Steven Adams F Wilson Chandler G Victor Oladipo UTIL Jeremy Lamb,,Enes Kanter,4.37%,24.5
46,638659149,dheadt77,0,310.75,PG Kemba Walker SG Marcus Smart SF Jimmy Butler PF Anthony Davis C Jonas Valanciunas F Jae Crowder G Jeremy Lamb UTIL Jusuf Nurkic,,Zach LaVine,4.37%,43.75
47,638435987,frankdabol2587,0,310.5,PG Russell Westbrook SG Marcus Smart SF Jeremy Lamb PF Gorgui Dieng C Jusuf Nurkic F Terrence Ross G Jrue Holiday UTIL Isaiah Thomas,,Avery Bradley,3.49%,0
48,638337340,SoulChild,0,310,PG Isaiah Thomas SG Marcus Smart SF Danilo Gallinari PF Darrell Arthur C Jusuf Nurkic F Kawhi Leonard G Russell Westbrook UTIL Jeremy Lamb,,DeMarre Carroll,3.49%,17.5
49,638956168,dkinder86,0,309.5,PG Isaiah Thomas SG Jeremy Lamb SF Danilo Gallinari PF Anthony Davis C Jusuf Nurkic F Amir Johnson G Kyle Lowry UTIL Gorgui Dieng,,Gary Harris,3.49%,0
50,638240028,curry_burrito,0,309.25,PG Russell Westbrook SG Marcus Smart SF Jeremy Lamb PF Kristaps Porzingis C Jusuf Nurkic F Amir Johnson G Isaiah Thomas UTIL Jae Crowder,,Michael Carter-Williams,3.06%,16.25
50,638572567,gehrenberg,0,309.25,PG Russell Westbrook SG Jeremy Lamb SF Jae Crowder PF Kristaps Porzingis C Jusuf Nurkic F Amir Johnson G Marcus Smart UTIL Isaiah Thomas,,Emmanuel Mudiay,3.06%,8.25
52,638221592,giedrius771,0,308.75,PG Isaiah Thomas SG Buddy Hield SF Jeremy Lamb PF Anthony Davis C Jonas Valanciunas F Danilo Gallinari G Kyle Lowry UTIL Jusuf Nurkic,,Karl-Anthony Towns,2.62%,39.25
52,638528575,wee123,0,308.75,PG Russell Westbrook SG DeMar DeRozan SF Marcus Smart PF Amir Johnson C Jonas Valanciunas F Jeremy Lamb G Kemba Walker UTIL Jusuf Nurkic,,Lucas Nogueira,2.62%,25.5
54,637898156,bambam0627,0,308.25,PG Kyle Lowry SG Jimmy Butler SF Joe Ingles PF Anthony Davis C Enes Kanter F Amir Johnson G Michael Carter-Williams UTIL Jeremy Lamb,,Dwight Howard,2.62%,43
55,638971645,bluecatdon,0,308,PG Derrick Rose SG Jimmy Butler SF Wilson Chandler PF Anthony Davis C Jusuf Nurkic F Tim Hardaway Jr. G Kemba Walker UTIL Kelly Olynyk,,Ricky Rubio,2.62%,27.25
56,638467143,redsbrownscavs,0,307.75,PG Russell Westbrook SG Marcus Smart SF Terrence Ross PF Kristaps Porzingis C Jusuf Nurkic F Darrell Arthur G Isaiah Thomas UTIL Victor Oladipo,,Will Barton,2.62%,33.75
57,638286367,fantasywinner1996,0,307.5,PG Isaiah Thomas SG Marcus Smart SF Jeremy Lamb PF Darrell Arthur C Jusuf Nurkic F Danilo Gallinari G Kemba Walker UTIL Russell Westbrook,,Courtney Lee,2.62%,19.5
57,638713842,SlowQueen,0,307.5,PG Russell Westbrook SG Marcus Smart SF Danilo Gallinari PF Amir Johnson C Myles Turner F Jeremy Lamb G Isaiah Thomas UTIL Jusuf Nurkic,,Kyle O'Quinn,2.62%,9.25
59,638691240,TheAnonymous1,0,306.5,PG Russell Westbrook SG Jeremy Lamb SF Terrence Ross PF Anthony Davis C Jusuf Nurkic F Marcus Smart G Wesley Matthews UTIL Enes Kanter,,Reggie Jackson,2.18%,0
60,638597755,Geisfour,0,305.5,PG Russell Westbrook SG Jeremy Lamb SF Marcus Smart PF Thaddeus Young C Rudy Gobert F Jae Crowder G George Hill UTIL Robin Lopez,,Wesley Matthews,2.18%,16.5
61,638273003,bjaysleafsgiants2015,0,304.75,PG Russell Westbrook SG Jeremy Lamb SF Marcus Smart PF Kristaps Porzingis C Jusuf Nurkic F Amir Johnson G Isaiah Thomas UTIL Joakim Noah,,Gordon Hayward,2.18%,24
62,638374948,juice42,0,304.25,PG Isaiah Thomas SG DeMar DeRozan SF Marcus Smart PF Kristaps Porzingis C Jusuf Nurkic F Carmelo Anthony G Jeremy Lamb UTIL Al Horford,,Nikola Mirotic,2.18%,31.25
63,638349899,MGRAZ254,0,303.5,PG Isaiah Thomas SG DeMar DeRozan SF Jae Crowder PF Anthony Davis C Jonas Valanciunas F Marcus Smart G Jeremy Lamb UTIL Amir Johnson,,Andre Drummond,2.18%,0
64,638617584,dre87,0,303.25,PG Isaiah Thomas SG Marcus Smart SF Jae Crowder PF Amir Johnson C Myles Turner F Jeremy Lamb G Russell Westbrook UTIL Jusuf Nurkic,,Thabo Sefolosha,2.18%,3.25
64,638710197,dannyoms,0,303.25,PG Isaiah Thomas SG Jeremy Lamb SF Jae Crowder PF Amir Johnson C Jusuf Nurkic F Marcus Smart G Russell Westbrook UTIL Myles Turner,,C.J. Miles,1.75%,25
64,638843424,TRD1113,0,303.25,PG Isaiah Thomas SG Marcus Smart SF Jae Crowder PF Amir Johnson C Myles Turner F Jeremy Lamb G Russell Westbrook UTIL Jusuf Nurkic,,Andre Roberson,1.75%,26
64,638947616,theoddsmaker,0,303.25,PG Isaiah Thomas SG Marcus Smart SF Carmelo Anthony PF Dirk Nowitzki C Jusuf Nurkic F Jeremy Lamb G Terrence Ross UTIL Russell Westbrook,,Terrence Jones,1.75%,7.25
64,638949553,baltbruins,0,303.25,PG Isaiah Thomas SG Marcus Smart SF Danilo Gallinari PF Darrell Arthur C Al Horford F Anthony Davis G Jeff Teague UTIL Jusuf Nurkic,,George Hill,1.75%,38.25
69,638517428,glenflores4,0,302.75,PG Isaiah Thomas SG Jimmy Butler SF Jae Crowder PF Anthony Davis C Amir Johnson F Dirk Nowitzki G Jeremy Lamb UTIL Jusuf Nurkic,,Derrick Favors,1.75%,34.5
69,638536781,Salaguato,0,302.75,PG Russell Westbrook SG Jeremy Lamb SF DeMarre Carroll PF Anthony Davis C Jusuf Nurkic F Tim Hardaway Jr. G Buddy Hield UTIL Al Horford,,Manu Ginobili,1.75%,16
71,638565185,carlson187,0,302.25,PG Kyle Lowry SG Victor Oladipo SF Jimmy Butler PF Amir Johnson C Jusuf Nurkic F LaMarcus Aldridge G Jeff Teague UTIL Manu Ginobili,,Joakim Noah,1.75%,17
72,638361967,thefantasykid13,0,302,PG Russell Westbrook SG Marcus Smart SF Jeremy Lamb PF DeMarre Carroll C Jusuf Nurkic F Anthony Davis G Tony Parker UTIL Danilo Gallinari,,Kentavious Caldwell-Pope,1.75%,0
73,638851249,kingfi,0,301.75,PG Isaiah Thomas SG Jeremy Lamb SF Jae Crowder PF Thaddeus Young C Jusuf Nurkic F Paul George G Kyle Lowry UTIL Al Horford,,Frank Kaminsky,1.31%,10.5
74,638204947,pastorthor,0,301.5,PG Isaiah Thomas SG Jimmy Butler SF Kawhi Leonard PF Dirk Nowitzki C Jusuf Nurkic F Jeremy Lamb G DeMar DeRozan UTIL Amir Johnson,,Dante Cunningham,1.31%,8.5
74,638500032,Landraeus,0,301.5,PG Isaiah Thomas SG DeMar DeRozan SF Jimmy Butler PF Dirk Nowitzki C Jusuf Nurkic F Kawhi Leonard G Jeremy Lamb UTIL Amir Johnson,,Shelvin Mack,1.31%,3.75
76,638439983,reekk,0,300.75,PG Russell Westbrook SG Jeremy Lamb SF Marcus Smart PF Kristaps Porzingis C Jusuf Nurkic F Tim Hardaway Jr. G Deron Williams UTIL Myles Turner,,Damian Lillard,0.87%,0
77,638746155,wanders64,0,300.5,PG Jeff Teague SG Jeremy Lamb SF Carmelo Anthony PF LaMarcus Aldridge C Jusuf Nurkic F Marcus Smart G Derrick Rose UTIL Jimmy Butler,,Rajon Rondo,0.87%,0
78,638297976,asepulveda5,0,300.25,PG Isaiah Thomas SG Jeremy Lamb SF Carmelo Anthony PF LaMarcus Aldridge C Dwight Howard F Marcus Smart G Jeff Teague UTIL Jusuf Nurkic,,Doug McDermott,0.87%,34.5
78,638905520,jrueb,0,300.25,PG Isaiah Thomas SG Marcus Smart SF Jeremy Lamb PF Amir Johnson C Jusuf Nurkic F Anthony Davis G Jeff Teague UTIL Myles Turner,,Kent Bazemore,0.87%,20
80,638074371,itsmeen,0,299,PG Isaiah Thomas SG Jeremy Lamb SF Marcus Smart PF Anthony Davis C Jusuf Nurkic F Jae Crowder G Jeff Teague UTIL Pau Gasol,,Kenneth Faried,0.87%,17.5
80,638275356,Rains,0,299,PG Isaiah Thomas SG Jeremy Lamb SF Marcus Smart PF Anthony Davis C Jusuf Nurkic F Jae Crowder G Jeff Teague UTIL Pau Gasol,,Glenn Robinson III,0.87%,16
80,638493184,rkoar,0,299,PG Isaiah Thomas SG Jeremy Lamb SF Marcus Smart PF Anthony Davis C Jusuf Nurkic F Jae Crowder G Jeff Teague UTIL Pau Gasol,,Maurice Harkless,0.87%,0
80,638935113,mwelt17,0,299,PG Isaiah Thomas SG Jeremy Lamb SF Marcus Smart PF Anthony Davis C Jusuf Nurkic F Jae Crowder G Jeff Teague UTIL Pau Gasol,,Andrew Bogut,0.87%,16.75
84,638698325,Erwood8,0,298.75,PG Isaiah Thomas SG Rodney Hood SF Jeremy Lamb PF Taj Gibson C Jusuf Nurkic F Marcus Smart G Russell Westbrook UTIL Al Horford,,Robin Lopez,0.87%,12.25
85,638936298,estock21,0,298.5,PG Isaiah Thomas SG Jeremy Lamb SF Jimmy Butler PF Kristaps Porzingis C Jusuf Nurkic F Kawhi Leonard G Tony Parker UTIL Marcus Smart,,Kelly Olynyk,0.87%,24
86,638946547,CashMonet,0,298.25,PG Deron Williams SG Jeremy Lamb SF Marcus Smart PF Kristaps Porzingis C Jusuf Nurkic F Danilo Gallinari G Isaiah Thomas UTIL Anthony Davis,,Tobias Harris,0.87%,0
87,638376940,pianoclub,0,297.5,PG Russell Westbrook SG Marcus Smart SF Carmelo Anthony PF Dirk Nowitzki C Jusuf Nurkic F Kristaps Porzingis G Jeremy Lamb UTIL Jonas Valanciunas,,Trey Lyles,0.87%,18.75
87,638432293,mpaq2001,0,297.5,PG Russell Westbrook SG Buddy Hield SF Jeremy Lamb PF Kelly Olynyk C Pau Gasol F Domantas Sabonis G DeMar DeRozan UTIL Isaiah Thomas,,Marco Belinelli,0.87%,13
87,638442663,LK8869,0,297.5,PG Isaiah Thomas SG Marcus Smart SF Danilo Gallinari PF Kristaps Porzingis C Jusuf Nurkic F Darrell Arthur G Russell Westbrook UTIL Tony Parker,,Evan Turner,0.87%,0
87,638593552,localcustoms,0,297.5,PG Isaiah Thomas SG Marcus Smart SF Danilo Gallinari PF Kristaps Porzingis C Jusuf Nurkic F Darrell Arthur G Russell Westbrook UTIL Tony Parker,,Boban Marjanovic,0.87%,0
87,638873260,robby1221,0,297.5,PG Russell Westbrook SG Tim Hardaway Jr. SF Jeremy Lamb PF Taj Gibson C Jusuf Nurkic F Danilo Gallinari G Isaiah Thomas UTIL Al Horford,,Jon Leuer,0.87%,0
92,638637185,tgw87,0,297.25,PG Russell Westbrook SG Buddy Hield SF Danilo Gallinari PF Dirk Nowitzki C Jusuf Nurkic F Anthony Davis G Jeremy Lamb UTIL Cody Zeller,,Rodney Hood,0.87%,13.25
92,638720657,Waikong83,0,297.25,PG Deron Williams SG Jeremy Lamb SF Marcus Smart PF Dirk Nowitzki C Jusuf Nurkic F Anthony Davis G Isaiah Thomas UTIL Jeff Teague,,Joe Ingles,0.44%,25.5
92,638925119,butler2222,0,297.25,PG Isaiah Thomas SG Marcus Smart SF Paul George PF Anthony Davis C Jusuf Nurkic F Danilo Gallinari G Derrick Rose UTIL Lucas Nogueira,,Danny Green,0.44%,21.5
95,638379429,PaulHeymanGuy,0,297,PG Kyle Lowry SG Victor Oladipo SF Danilo Gallinari PF Paul Millsap C Al Horford F Marcus Smart G Jrue Holiday UTIL Jusuf Nurkic,,C.J. McCollum,0.44%,0
95,638400919,PBR_United,0,297,PG Russell Westbrook SG Marcus Smart SF Danilo Gallinari PF Amir Johnson C Jusuf Nurkic F Kawhi Leonard G Jeremy Lamb UTIL Paul Millsap,,Jerami Grant,0.44%,10.5
95,638606482,Stagnation17,0,297,PG Isaiah Thomas SG Jimmy Butler SF Carmelo Anthony PF Derrick Favors C Enes Kanter F Thaddeus Young G Marcus Smart UTIL Emmanuel Mudiay,,Dewayne Dedmon,0.44%,36.5
98,638766094,jvansant,0,296.75,PG Jeff Teague SG Jeremy Lamb SF Marcus Smart PF Paul George C Dirk Nowitzki F Gorgui Dieng G Jimmy Butler UTIL Jusuf Nurkic,,Jonathon Simmons,0.44%,17
99,638338428,xCxnnor,0,296,PG Jeff Teague SG Jeremy Lamb SF Marcus Smart PF Anthony Davis C Jusuf Nurkic F Jae Crowder G Victor Oladipo UTIL Paul Millsap,,Seth Curry,0.44%,1
100,638350310,romansmom92,0,294.75,PG Kemba Walker SG Jeremy Lamb SF Marcus Smart PF Anthony Davis C Jusuf Nurkic F Amir Johnson G Isaiah Thomas UTIL Kristaps Porzingis,,Devin Harris,0.44%,12.75
100,638562643,wildboy77,0,294.75,PG Isaiah Thomas SG Marcus Smart SF Jeremy Lamb PF Kristaps Porzingis C Jusuf Nurkic F Anthony Davis G Deron Williams UTIL Pau Gasol,,Jameer Nelson,0.44%,26.25
100,638616659,jameslsherman,0,294.75,PG Isaiah Thomas SG Marcus Smart SF Andre Roberson PF Gorgui Dieng C Steven Adams F Harrison Barnes G Wesley Matthews UTIL Anthony Davis,,J.J. Barea,0.44%,22.5
103,638315416,carroll614,0,293.25,PG Isaiah Thomas SG Jeremy Lamb SF Marcus Smart PF Kristaps Porzingis C Al Horford F Anthony Davis G Emmanuel Mudiay UTIL Jusuf Nurkic,,Terry Rozier,0.44%,12.75
104,638861735,sense36,0,292.75,PG Russell Westbrook SG Jeremy Lamb SF Will Barton PF Amir Johnson C Rudy Gobert F Paul Millsap G Deron Williams UTIL Jusuf Nurkic,,Domantas Sabonis,0.44%,18.75
105,637700966,JackieElephantBattle,0,292.25,PG Isaiah Thomas SG Jeremy Lamb SF Marcus Smart PF Anthony Davis C Jusuf Nurkic F Danilo Gallinari G Deron Williams UTIL Myles Turner,,Álex Abrines,0.44%,16.5
106,638361227,d0nski,0,292,PG Isaiah Thomas SG Marcus Smart SF Terrence Ross PF Kristaps Porzingis C Jusuf Nurkic F Carmelo Anthony G DeMar DeRozan UTIL Al Horford,,Solomon Hill,0.44%,12
107,638664531,cmillerBBT,0,291.75,PG Tony Parker SG Jeremy Lamb SF Jae Crowder PF Thaddeus Young C Jusuf Nurkic F Anthony Davis G Victor Oladipo UTIL Jimmy Butler,,Roy Hibbert,0.44%,15.75
108,638716158,Jtools,0,291.5,PG Isaiah Thomas SG Marcus Smart SF Jeremy Lamb PF Anthony Davis C Al Horford F Kawhi Leonard G Marco Belinelli UTIL Jusuf Nurkic,,Aaron Brooks,0.44%,7.75
109,638396085,kdsman10,0,291,PG Kemba Walker SG Manu Ginobili SF Marcus Smart PF Paul Millsap C Jusuf Nurkic F Jeremy Lamb G Russell Westbrook UTIL Pau Gasol,,Cory Joseph,0.44%,21.75
110,638383955,Ben304,0,290.75,PG Isaiah Thomas SG Jeremy Lamb SF Marcus Smart PF Kristaps Porzingis C Pau Gasol F Amir Johnson G Russell Westbrook UTIL Terry Rozier,,Cody Zeller,0.44%,26.75
111,638337199,brolikbeast,0,290.5,PG Jeff Teague SG Marcus Smart SF Kawhi Leonard PF Gorgui Dieng C Al Horford F Thaddeus Young G Zach LaVine UTIL Dwyane Wade,,Marvin Williams,0.44%,22.75
112,638561277,macbearkat,0,289.75,PG Russell Westbrook SG Buddy Hield SF Danilo Gallinari PF Kyle O'Quinn C Myles Turner F Marcus Smart G Isaiah Thomas UTIL Jusuf Nurkic,,Donatas Motiejunas,0.44%,25.75
112,638776783,TheKid2430,0,289.75,PG Russell Westbrook SG Courtney Lee SF Jeremy Lamb PF Taj Gibson C Al Horford F Gorgui Dieng G Isaiah Thomas UTIL Jusuf Nurkic,,Marcus Morris,0.44%,0
114,637866442,Elguapo1,0,289.5,PG Jeff Teague SG Dwyane Wade SF Jeremy Lamb PF Kristaps Porzingis C Myles Turner F Wilson Chandler G Isaiah Thomas UTIL Jusuf Nurkic,,Al-Farouq Aminu,0.44%,0
115,638462936,widezonestrong,0,289.25,PG Russell Westbrook SG Courtney Lee SF Dante Cunningham PF Anthony Davis C Joakim Noah F Wilson Chandler G Jeremy Lamb UTIL Jusuf Nurkic,,Michael Kidd-Gilchrist,0.44%,29.25
116,638247205,PeoplesChamp8,0,288.75,PG Russell Westbrook SG DeMar DeRozan SF Danilo Gallinari PF Amir Johnson C Jusuf Nurkic F Jae Crowder G Victor Oladipo UTIL Jeremy Lamb,,Brandon Jennings,0.44%,27.25
116,638939772,Ronfloyd,0,288.75,PG Isaiah Thomas SG Marcus Smart SF Kawhi Leonard PF Thaddeus Young C Jusuf Nurkic F Danilo Gallinari G Jeff Teague UTIL Al Horford,,Mason Plumlee,0.44%,0
118,638234386,ChazzzM,0,288.5,PG Russell Westbrook SG Victor Oladipo SF Marcus Smart PF Dirk Nowitzki C Enes Kanter F Andre Roberson G Dwyane Wade UTIL Derrick Rose,,,
