Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U
C,Nikola Vucevic,6600,Chi@Orl 07:00PM ET,33.762,Orl,1,0,28.750,25.635,25.625,24.500,11.000,39.600,0.296,3.000,204.500
PG,Ricky Rubio,6600,Min@Pho 09:00PM ET,27.697,Min,0,1,29.393,20.057,34.438,9.500,26.000,39.600,0.140,0.000,215.500
SG,Zach LaVine,6500,Min@Pho 09:00PM ET,30.524,Min,0,0,25.429,21.908,20.312,12.000,15.000,39.000,0.208,0.000,215.500
PG,Elfrid Payton,6400,Chi@Orl 07:00PM ET,29.163,Orl,1,0,34.143,20.398,37.750,46.000,11.000,38.400,0.235,3.000,204.500
SF/PF,Markieff Morris,6300,Bos@Was 07:00PM ET,27.779,Was,1,0,30.714,20.680,36.438,36.000,20.000,37.800,0.164,0.000,217.000
SF/PF,Otto Porter,6200,Bos@Was 07:00PM ET,30.142,Was,1,0,26.571,21.906,34.812,34.500,20.000,37.200,0.272,0.000,217.000
PF/C,Serge Ibaka,6100,Chi@Orl 07:00PM ET,30.156,Orl,1,0,31.571,22.688,24.500,19.750,14.250,36.600,0.256,3.000,204.500
SG,Avery Bradley,6000,Bos@Was 07:00PM ET,33.458,Bos,0,1,32.786,26.044,29.125,16.750,10.000,36.000,0.391,1.000,217.000
PF,Ersan Ilyasova,6000,LAC@Phi 07:00PM ET,27.196,Phi,1,0,28.643,19.500,30.812,33.750,5.000,36.000,0.178,4.500,203.500
C,Jonas Valanciunas,6000,SA@Tor 07:00PM ET,28.006,Tor,1,0,34.821,20.682,29.562,43.000,3.000,36.000,0.207,0.000,203.000
SG/SF,Will Barton,5900,Uta@Den 09:00PM ET,26.089,Den,1,0,19.357,16.554,31.250,15.500,1.000,35.400,0.192,0.000,210.500
PG/SG,Austin Rivers,5900,LAC@Phi 07:00PM ET,19.983,LAC,0,0,26.214,11.500,30.938,41.500,14.500,35.400,0.069,0.000,203.500
PF/C,David Lee,5900,SA@Tor 07:00PM ET,17.116,SA,0,0,17.964,11.865,29.500,28.250,14.500,35.400,0.014,2.500,203.000
PG/SG,Marcus Smart,5800,Bos@Was 07:00PM ET,24.875,Bos,0,0,24.893,19.729,25.875,36.000,6.500,34.800,0.111,1.000,217.000
C,Marcin Gortat,5800,Bos@Was 07:00PM ET,30.892,Was,1,0,30.857,25.240,26.375,21.750,21.000,34.800,0.318,0.000,217.000
SF/PF,Aaron Gordon,5700,Chi@Orl 07:00PM ET,22.897,Orl,1,0,28.571,15.650,26.438,22.750,13.000,34.200,0.124,3.000,204.500
C,Tyson Chandler,5700,Min@Pho 09:00PM ET,26.364,Pho,1,0,29.929,18.015,34.500,31.250,14.500,34.200,0.209,1.500,215.500
SF/PF,Wilson Chandler,5600,Uta@Den 09:00PM ET,30.064,Den,1,0,27.929,21.821,27.188,27.500,1.000,33.600,0.372,0.000,210.500
SF,Jae Crowder,5600,Bos@Was 07:00PM ET,26.257,Bos,0,0,26.357,19.357,30.312,27.000,17.000,33.600,0.150,1.000,217.000
PG,Raymond Felton,5600,LAC@Phi 07:00PM ET,16.778,LAC,0,0,25.179,9.950,27.438,24.750,11.000,33.600,0.049,0.000,203.500
SF,Robert Covington,5600,LAC@Phi 07:00PM ET,25.340,Phi,1,0,29.393,17.887,31.062,36.500,15.000,33.600,0.210,4.500,203.500
PG,T.J. McConnell,5500,LAC@Phi 07:00PM ET,19.317,Phi,1,0,24.929,13.260,25.875,36.000,2.000,33.000,0.070,4.500,203.500
SF,Danilo Gallinari,5400,Uta@Den 09:00PM ET,28.679,Den,1,0,27.464,23.909,28.438,28.000,1.000,32.400,0.297,0.000,210.500
SG,Evan Fournier,5300,Chi@Orl 07:00PM ET,27.068,Orl,1,1,28.964,20.125,22.938,19.250,12.000,31.800,0.333,3.000,204.500
C,Jahlil Okafor,5200,LAC@Phi 07:00PM ET,21.177,Phi,1,1,24.643,13.019,22.188,25.000,11.000,31.200,0.125,4.500,203.500
PF/C,Gorgui Dieng,5200,Min@Pho 09:00PM ET,26.710,Min,0,0,30.071,18.863,26.500,12.750,21.750,31.200,0.304,0.000,215.500
SG,J.J. Redick,5100,LAC@Phi 07:00PM ET,22.436,LAC,0,0,21.679,14.812,25.312,27.750,18.000,30.600,0.181,0.000,203.500
PF/C,Derrick Favors,5000,Uta@Den 09:00PM ET,20.944,Uta,0,0,19.500,13.797,20.688,27.000,13.500,30.000,0.172,2.000,210.500
PF/C,Taj Gibson,5000,Chi@Orl 07:00PM ET,25.011,Chi,0,0,23.679,19.080,23.938,16.250,16.500,30.000,0.265,0.000,204.500
C,Pau Gasol,5000,SA@Tor 07:00PM ET,28.686,SA,0,1,32.357,21.455,24.062,10.250,7.000,30.000,0.449,2.500,203.000
SG/SF,Joe Ingles,4900,Uta@Den 09:00PM ET,15.658,Uta,0,0,21.321,7.950,23.562,16.500,23.750,29.400,0.087,2.000,210.500
PG,Kris Dunn,4900,Min@Pho 09:00PM ET,12.886,Min,0,0,7.893,7.298,15.938,42.000,26.000,29.400,0.033,0.000,215.500
PF/C,Kenneth Faried,4800,Uta@Den 09:00PM ET,23.353,Den,1,0,18.964,13.855,19.312,2.500,1.000,28.800,0.316,0.000,210.500
SG,Gary Harris,4700,Uta@Den 09:00PM ET,23.013,Den,1,0,21.964,11.750,21.688,34.750,1.000,28.200,0.300,0.000,210.500
PF/C,Kelly Olynyk,4600,Bos@Was 07:00PM ET,19.216,Bos,0,0,21.750,11.847,26.438,19.500,16.500,27.600,0.182,1.000,217.000
SF,T.J. Warren,4600,Min@Pho 09:00PM ET,22.597,Pho,1,0,17.964,10.967,17.375,9.250,5.500,27.600,0.352,1.500,215.500
PG,Emmanuel Mudiay,4500,Uta@Den 09:00PM ET,24.293,Den,1,1,25.536,14.405,26.188,9.500,6.500,27.000,0.410,0.000,210.500
C,Robin Lopez,4500,Chi@Orl 07:00PM ET,22.767,Chi,0,0,19.750,16.807,26.375,24.000,20.000,27.000,0.280,0.000,204.500
PG,Tony Parker,4500,SA@Tor 07:00PM ET,21.414,SA,0,1,21.321,15.206,23.750,21.000,13.000,27.000,0.240,2.500,203.000
PG,Dejounte Murray,4500,SA@Tor 07:00PM ET,7.565,SA,0,0,9.750,2.643,21.312,15.000,13.000,27.000,0.016,2.500,203.000
SF,DeMarre Carroll,4500,SA@Tor 07:00PM ET,19.526,Tor,1,0,27.929,12.905,15.375,25.000,2.000,27.000,0.209,0.000,203.000
SG,Rodney Hood,4400,Uta@Den 09:00PM ET,23.547,Uta,0,1,13.429,15.625,28.000,23.500,29.000,26.400,0.384,2.000,210.500
PF,Nikola Mirotic,4400,Chi@Orl 07:00PM ET,20.994,Chi,0,0,20.857,13.395,13.938,21.250,13.000,26.400,0.292,0.000,204.500
SG,Jamal Crawford,4400,LAC@Phi 07:00PM ET,19.239,LAC,0,0,19.964,12.350,19.375,27.500,18.000,26.400,0.215,0.000,203.500
SG,Jodie Meeks,4300,Chi@Orl 07:00PM ET,16.792,Orl,1,1,15.286,9.188,19.250,13.000,12.000,25.800,0.176,3.000,204.500
PF/C,Marreese Speights,4300,LAC@Phi 07:00PM ET,19.647,LAC,0,0,22.107,13.750,23.875,4.750,16.500,25.800,0.244,0.000,203.500
PF/C,Nerlens Noel,4300,LAC@Phi 07:00PM ET,15.922,Phi,1,0,14.857,9.778,14.125,8.750,8.000,25.800,0.127,4.500,203.500
PG,Michael Carter-Williams,4200,Chi@Orl 07:00PM ET,18.681,Chi,0,0,19.500,12.562,19.625,13.250,15.000,25.200,0.173,0.000,204.500
C,Bismack Biyombo,4200,Chi@Orl 07:00PM ET,20.644,Orl,1,0,22.500,13.771,28.312,35.750,11.000,25.200,0.301,3.000,204.500
SF/PF,Dario Saric,4200,LAC@Phi 07:00PM ET,20.649,Phi,1,0,18.500,13.226,22.250,13.000,10.000,25.200,0.310,4.500,203.500
PG,Patty Mills,4200,SA@Tor 07:00PM ET,19.552,SA,0,0,20.786,13.479,20.562,28.250,13.000,25.200,0.243,2.500,203.000
SG/SF,Terrence Ross,4200,SA@Tor 07:00PM ET,17.988,Tor,1,0,15.071,12.583,19.250,15.000,10.000,25.200,0.182,0.000,203.000
SF/PF,P.J. Tucker,4100,Min@Pho 09:00PM ET,18.506,Pho,1,0,22.929,10.250,24.312,26.500,7.750,24.600,0.260,1.500,215.500
PG,Jameer Nelson,4000,Uta@Den 09:00PM ET,18.971,Den,1,0,18.321,12.000,17.312,12.500,6.500,24.000,0.301,0.000,210.500
PF/C,Amir Johnson,4000,Bos@Was 07:00PM ET,17.256,Bos,0,0,15.179,10.534,17.000,19.250,16.500,24.000,0.229,1.000,217.000
C,Lucas Nogueira,4000,SA@Tor 07:00PM ET,17.371,Tor,1,0,22.107,10.829,20.625,26.750,3.000,24.000,0.220,0.000,203.000
PG/SG,Jamal Murray,3900,Uta@Den 09:00PM ET,15.390,Den,1,0,8.571,8.442,18.812,29.750,3.750,23.400,0.215,0.000,210.500
PG,Cory Joseph,3900,SA@Tor 07:00PM ET,18.233,Tor,1,0,18.357,12.650,18.938,11.500,4.500,23.400,0.265,0.000,203.000
PG,Shelvin Mack,3800,Uta@Den 09:00PM ET,16.195,Uta,0,0,15.000,8.961,4.875,4.000,29.000,22.800,0.211,2.000,210.500
PG,Sergio Rodriguez,3800,LAC@Phi 07:00PM ET,22.372,Phi,1,0,16.250,14.105,15.875,10.250,2.000,22.800,0.480,4.500,203.500
PG/SG,C.J. Watson,3700,Chi@Orl 07:00PM ET,7.728,Orl,1,0,10.929,3.900,14.062,23.000,11.500,22.200,0.011,3.000,204.500
SF,Doug McDermott,3700,Chi@Orl 07:00PM ET,16.727,Chi,0,0,17.857,10.059,18.688,5.000,20.000,22.200,0.281,0.000,204.500
PF,Richaun Holmes,3700,LAC@Phi 07:00PM ET,15.648,Phi,1,0,14.143,6.975,9.750,0.750,5.000,22.200,0.237,4.500,203.500
PG,Rajon Rondo,3600,Chi@Orl 07:00PM ET,26.153,Chi,0,0,19.429,17.619,12.562,7.500,15.000,21.600,0.644,0.000,204.500
SF/PF,Jeff Green,3600,Chi@Orl 07:00PM ET,16.406,Orl,1,0,14.821,10.448,23.312,19.250,13.000,21.600,0.257,3.000,204.500
SG,Manu Ginobili,3600,SA@Tor 07:00PM ET,18.108,SA,0,1,19.393,12.807,21.938,15.500,2.000,21.600,0.324,2.500,203.000
SG/SF,Shabazz Muhammad,3600,Min@Pho 09:00PM ET,12.863,Min,0,0,13.571,7.202,15.875,29.750,20.250,21.600,0.119,0.000,215.500
PG,D.J. Augustin,3500,Chi@Orl 07:00PM ET,16.152,Orl,1,1,16.714,11.140,15.625,2.750,11.000,21.000,0.228,3.000,204.500
SG,Danny Green,3500,SA@Tor 07:00PM ET,17.583,SA,0,0,15.357,11.281,17.688,17.000,2.000,21.000,0.309,2.500,203.000
C,Dewayne Dedmon,3500,SA@Tor 07:00PM ET,15.467,SA,0,0,12.321,8.819,16.500,24.500,7.000,21.000,0.250,2.500,203.000
PG,Jerian Grant,3400,Chi@Orl 07:00PM ET,11.022,Chi,0,0,14.393,4.667,15.312,14.000,15.000,20.400,0.147,0.000,204.500
SG,Nik Stauskas,3400,LAC@Phi 07:00PM ET,16.563,Phi,1,0,13.643,10.963,13.875,21.000,7.000,20.400,0.290,4.500,203.500
SG/SF,Norman Powell,3400,SA@Tor 07:00PM ET,10.931,Tor,1,0,13.607,5.279,8.188,6.000,10.000,20.400,0.168,0.000,203.000
PG,Tyus Jones,3400,Min@Pho 09:00PM ET,9.170,Min,0,0,6.750,2.042,10.062,19.000,26.000,20.400,0.121,0.000,215.500
C,Alex Len,3400,Min@Pho 09:00PM ET,20.060,Pho,1,0,13.857,13.159,12.562,15.500,14.500,20.400,0.485,1.500,215.500
SG/SF,Joe Johnson,3300,Uta@Den 09:00PM ET,15.428,Uta,0,0,17.179,7.940,16.375,8.750,23.750,19.800,0.308,2.000,210.500
SG/SF,Kelly Oubre Jr.,3300,Bos@Was 07:00PM ET,13.673,Was,1,0,11.821,7.812,16.812,19.000,14.500,19.800,0.239,0.000,217.000
PF,Patrick Patterson,3300,SA@Tor 07:00PM ET,19.197,Tor,1,1,19.071,13.219,10.125,5.500,2.000,19.800,0.467,0.000,203.000
PF,Marquese Chriss,3300,Min@Pho 09:00PM ET,14.551,Pho,1,0,17.321,9.470,15.812,10.250,10.000,19.800,0.247,1.500,215.500
PF,Juancho Hernangomez,3200,Uta@Den 09:00PM ET,8.200,Den,1,0,3.536,3.612,8.562,3.500,1.000,19.200,0.090,0.000,210.500
SF,Mario Hezonja,3200,Chi@Orl 07:00PM ET,6.561,Orl,1,0,7.821,2.079,12.750,16.750,8.500,19.200,0.028,3.000,204.500
PG/SG,Brandon Knight,3200,Min@Pho 09:00PM ET,19.500,Pho,1,0,16.464,12.548,11.688,14.250,14.000,19.200,0.513,1.500,215.500
SG,Gerald Henderson,3100,LAC@Phi 07:00PM ET,16.770,Phi,1,0,16.357,10.684,16.562,16.000,7.000,18.600,0.399,4.500,203.500
PG,Raul Neto,3000,Uta@Den 09:00PM ET,5.594,Uta,0,0,9.250,1.577,5.375,2.500,29.000,18.000,0.018,2.000,210.500
PG,Dante Exum,3000,Uta@Den 09:00PM ET,11.750,Uta,0,0,8.857,5.385,8.562,14.750,29.000,18.000,0.157,2.000,210.500
PG,Malik Beasley,3000,Uta@Den 09:00PM ET,4.333,Den,1,0,2.714,0.969,4.500,2.000,6.500,18.000,0.013,0.000,210.500
SG,Mike Miller,3000,Uta@Den 09:00PM ET,4.938,Den,1,0,5.800,1.312,4.625,7.250,1.000,18.000,0.022,0.000,210.500
SG,Alec Burks,3000,Uta@Den 09:00PM ET,8.325,Uta,0,0,3.375,2.042,13.000,20.500,29.000,18.000,0.151,2.000,210.500
PF/C,Boris Diaw,3000,Uta@Den 09:00PM ET,11.027,Uta,0,0,10.607,5.989,16.750,17.500,13.500,18.000,0.178,2.000,210.500
PF,Darrell Arthur,3000,Uta@Den 09:00PM ET,12.118,Den,1,0,12.000,6.727,19.875,27.500,1.000,18.000,0.216,0.000,210.500
PF,Joel Bolomboy,3000,Uta@Den 09:00PM ET,2.833,Uta,0,0,3.550,1.050,2.812,3.500,8.500,18.000,0.004,2.000,210.500
PF,Trey Lyles,3000,Uta@Den 09:00PM ET,16.516,Uta,0,0,10.500,9.905,11.562,18.000,8.500,18.000,0.422,2.000,210.500
C,Jeff Withey,3000,Uta@Den 09:00PM ET,7.380,Uta,0,0,9.714,3.058,2.125,1.250,18.500,18.000,0.033,2.000,210.500
C,Jusuf Nurkic,3000,Uta@Den 09:00PM ET,20.566,Den,1,0,14.571,11.562,10.625,22.750,1.000,18.000,0.589,0.000,210.500
PG/SG,Tomas Satoransky,3000,Bos@Was 07:00PM ET,9.545,Was,1,0,9.107,4.250,12.562,-0.500,17.500,18.000,0.152,0.000,217.000
PG,Trey Burke,3000,Bos@Was 07:00PM ET,8.500,Was,1,0,12.571,4.477,9.688,13.250,22.000,18.000,0.084,0.000,217.000
PG,Demetrius Jackson,3000,Bos@Was 07:00PM ET,5.000,Bos,0,1,2.375,1.583,5.000,2.750,3.000,18.000,0.082,1.000,217.000
PG,Terry Rozier,3000,Bos@Was 07:00PM ET,14.132,Bos,0,0,10.000,8.287,18.125,24.250,3.000,18.000,0.302,1.000,217.000
SG,Gerald Green,3000,Bos@Was 07:00PM ET,10.000,Bos,0,1,10.500,4.661,5.125,1.500,10.000,18.000,0.149,1.000,217.000
SG,Sheldon McClellan,3000,Bos@Was 07:00PM ET,7.075,Was,1,0,4.464,2.625,3.375,4.000,13.000,18.000,0.046,0.000,217.000
SG,Danuel House,3000,Bos@Was 07:00PM ET,1.250,Was,1,1,0.000,0.000,0.000,0.000,13.000,18.000,,0.000,217.000
SG,James Young,3000,Bos@Was 07:00PM ET,3.523,Bos,0,1,4.750,0.594,2.125,1.250,10.000,18.000,0.033,1.000,217.000
SF,Marcus Thornton,3000,Bos@Was 07:00PM ET,12.712,Was,1,0,12.107,6.875,13.688,3.000,16.000,18.000,0.232,0.000,217.000
SF,Jaylen Brown,3000,Bos@Was 07:00PM ET,9.417,Bos,0,0,5.429,4.729,12.438,10.500,17.000,18.000,0.116,1.000,217.000
PF/C,Jason Smith,3000,Bos@Was 07:00PM ET,10.298,Was,1,0,17.679,6.214,19.438,16.500,22.500,18.000,0.139,0.000,217.000
PF,Jonas Jerebko,3000,Bos@Was 07:00PM ET,11.125,Bos,0,1,10.036,6.310,9.000,7.250,25.000,18.000,0.128,1.000,217.000
PF,Jordan Mickey,3000,Bos@Was 07:00PM ET,6.000,Bos,0,0,6.200,2.600,8.000,7.250,25.000,18.000,0.008,1.000,217.000
C,Ian Mahinmi,3000,Bos@Was 07:00PM ET,5.250,Was,1,1,0.000,0.000,0.000,0.000,21.000,18.000,,0.000,217.000
C,Tyler Zeller,3000,Bos@Was 07:00PM ET,10.454,Bos,0,1,8.071,3.650,3.125,8.000,8.000,18.000,0.215,1.000,217.000
C,Andrew Nicholson,3000,Bos@Was 07:00PM ET,5.840,Was,1,0,3.679,2.300,5.062,7.250,21.000,18.000,0.024,0.000,217.000
C,Daniel Ochefu,3000,Bos@Was 07:00PM ET,3.025,Was,1,0,2.750,1.042,5.375,5.750,21.000,18.000,0.003,0.000,217.000
PG,Isaiah Canaan,3000,Chi@Orl 07:00PM ET,10.768,Chi,0,0,12.393,5.703,3.312,0.750,15.000,18.000,0.174,0.000,204.500
SG/SF,Denzel Valentine,3000,Chi@Orl 07:00PM ET,7.611,Chi,0,0,13.179,2.922,15.125,27.000,20.500,18.000,0.096,0.000,204.500
SG,C.J. Wilcox,3000,Chi@Orl 07:00PM ET,2.609,Orl,1,0,2.000,0.614,3.375,0.000,12.000,18.000,0.001,3.000,204.500
SF,Anthony Brown,3000,Chi@Orl 07:00PM ET,9.375,Orl,1,0,12.750,5.143,10.625,5.750,8.500,18.000,0.136,3.000,204.500
SF,Damjan Rudez,3000,Chi@Orl 07:00PM ET,3.685,Orl,1,0,2.857,0.956,1.500,3.000,8.500,18.000,0.003,3.000,204.500
SF,Paul Zipser,3000,Chi@Orl 07:00PM ET,5.883,Chi,0,0,5.607,1.688,11.375,18.500,20.000,18.000,0.033,0.000,204.500
PF,Bobby Portis,3000,Chi@Orl 07:00PM ET,9.858,Chi,0,0,12.429,5.361,10.375,20.250,13.000,18.000,0.125,0.000,204.500
PF,Stephen Zimmerman Jr.,3000,Chi@Orl 07:00PM ET,4.125,Orl,1,0,5.050,1.950,5.000,11.000,17.500,18.000,0.011,3.000,204.500
C,Cristiano Felicio,3000,Chi@Orl 07:00PM ET,12.291,Chi,0,0,13.321,6.737,10.000,17.000,20.000,18.000,0.225,0.000,204.500
PG,Jerryd Bayless,3000,LAC@Phi 07:00PM ET,21.333,Phi,1,1,21.333,15.750,21.333,18.500,2.000,18.000,0.635,4.500,203.500
PG,Chasson Randle,3000,LAC@Phi 07:00PM ET,8.500,Phi,1,0,0.000,4.250,8.500,3.000,2.000,18.000,0.144,4.500,203.500
SG/SF,Timothe Luwawu-Cabarrot,3000,LAC@Phi 07:00PM ET,6.224,Phi,1,0,7.143,2.423,8.688,13.000,11.000,18.000,0.012,4.500,203.500
SG,Alan Anderson,3000,LAC@Phi 07:00PM ET,5.412,LAC,0,0,7.429,2.450,4.812,5.500,18.000,18.000,0.013,0.000,203.500
SF,Paul Pierce,3000,LAC@Phi 07:00PM ET,6.917,LAC,0,0,9.542,3.500,6.938,8.250,18.500,18.000,0.012,0.000,203.500
SF,Luc Richard Mbah a Moute,3000,LAC@Phi 07:00PM ET,13.693,LAC,0,0,13.179,9.454,15.312,34.250,18.500,18.000,0.263,0.000,203.500
SF,Wesley Johnson,3000,LAC@Phi 07:00PM ET,10.679,LAC,0,0,14.143,5.714,12.750,24.500,18.500,18.000,0.142,0.000,203.500
SF,Ben Simmons,3000,LAC@Phi 07:00PM ET,0.000,Phi,1,1,0.000,0.000,0.000,0.000,15.000,18.000,,4.500,203.500
PF/C,Brandon Bass,3000,LAC@Phi 07:00PM ET,10.150,LAC,0,0,13.536,5.391,15.812,13.500,16.500,18.000,0.127,0.000,203.500
PF,Brice Johnson,3000,LAC@Phi 07:00PM ET,0.000,LAC,0,1,0.000,0.000,0.000,0.000,6.000,18.000,,0.000,203.500
C,Diamond Stone,3000,LAC@Phi 07:00PM ET,2.813,LAC,0,0,0.000,0.250,2.812,0.000,27.000,18.000,0.048,0.000,203.500
PG,Bryn Forbes,3000,SA@Tor 07:00PM ET,1.766,SA,0,0,1.500,0.114,2.312,6.000,13.000,18.000,0.000,2.500,203.000
PG,Fred VanVleet,3000,SA@Tor 07:00PM ET,5.589,Tor,1,0,3.179,2.100,8.375,4.500,4.500,18.000,0.056,0.000,203.000
PG,Delon Wright,3000,SA@Tor 07:00PM ET,0.000,Tor,1,1,0.000,0.000,0.000,0.000,4.500,18.000,,0.000,203.000
SG/SF,Jonathon Simmons,3000,SA@Tor 07:00PM ET,13.273,SA,0,0,12.357,8.023,12.125,19.500,7.000,18.000,0.251,2.500,203.000
SG,Kyle Anderson,3000,SA@Tor 07:00PM ET,9.288,SA,0,0,14.929,4.100,13.062,28.750,2.000,18.000,0.154,2.500,203.000
SF/PF,Davis Bertans,3000,SA@Tor 07:00PM ET,7.243,SA,0,0,2.964,2.250,6.750,17.500,17.000,18.000,0.081,2.500,203.000
SF,Bruno Caboclo,3000,SA@Tor 07:00PM ET,2.313,Tor,1,0,3.083,0.500,0.625,0.000,2.000,18.000,0.006,0.000,203.000
PF,Joel Anthony,3000,SA@Tor 07:00PM ET,5.000,SA,0,0,5.000,0.000,5.000,5.000,22.000,18.000,0.159,2.500,203.000
PF,Jared Sullinger,3000,SA@Tor 07:00PM ET,12.833,Tor,1,0,17.250,10.375,12.667,17.250,2.000,18.000,0.144,0.000,203.000
PF,Pascal Siakam,3000,SA@Tor 07:00PM ET,12.013,Tor,1,0,9.179,6.400,11.688,14.500,2.000,18.000,0.187,0.000,203.000
C,Jakob Poeltl,3000,SA@Tor 07:00PM ET,6.890,Tor,1,0,3.500,3.054,3.688,6.500,3.000,18.000,0.029,0.000,203.000
PG/SG,Leandro Barbosa,3000,Min@Pho 09:00PM ET,10.305,Pho,1,0,7.036,4.464,6.250,-0.500,14.000,18.000,0.161,1.500,215.500
PG,Tyler Ulis,3000,Min@Pho 09:00PM ET,6.621,Pho,1,0,5.500,3.105,2.750,3.500,19.500,18.000,0.056,1.500,215.500
SG,Brandon Rush,3000,Min@Pho 09:00PM ET,7.938,Min,0,0,4.679,3.229,15.062,0.000,15.000,18.000,0.159,0.000,215.500
SF/PF,Nemanja Bjelica,3000,Min@Pho 09:00PM ET,13.190,Min,0,0,10.179,6.287,13.312,14.000,23.000,18.000,0.293,0.000,215.500
SF/PF,Dragan Bender,3000,Min@Pho 09:00PM ET,7.872,Pho,1,1,9.464,3.604,6.312,2.750,7.750,18.000,0.108,1.500,215.500
SF,Derrick Jones Jr.,3000,Min@Pho 09:00PM ET,1.500,Pho,1,0,3.000,0.000,1.500,3.000,5.500,18.000,0.081,1.500,215.500
PF,Jared Dudley,3000,Min@Pho 09:00PM ET,16.858,Pho,1,1,16.821,11.000,7.750,2.000,10.000,18.000,0.443,1.500,215.500
PF,Jordan Hill,3000,Min@Pho 09:00PM ET,5.350,Min,0,0,9.375,0.625,5.000,1.250,20.500,18.000,0.048,0.000,215.500
PF,Adreian Payne,3000,Min@Pho 09:00PM ET,9.000,Min,0,0,7.250,4.625,4.812,2.750,20.500,18.000,0.102,0.000,215.500
C,Cole Aldrich,3000,Min@Pho 09:00PM ET,8.929,Min,0,0,7.821,4.602,3.875,3.000,23.000,18.000,0.105,0.000,215.500
C,Nikola Pekovic,3000,Min@Pho 09:00PM ET,0.000,Min,0,1,0.000,0.000,0.000,0.000,23.000,18.000,,0.000,215.500
C,Alan Williams,3000,Min@Pho 09:00PM ET,8.672,Pho,1,0,2.833,2.750,2.812,0.000,14.500,18.000,0.240,1.500,215.500
