"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG/SG","James Harden",12400,"Was@Hou 08:00PM ET",60.707,"Hou"
"PG","Russell Westbrook",12300,"OKC@Mil 07:00PM ET",64.037,"OKC"
"SF","LeBron James",10500,"NO@Cle 07:00PM ET",52.448,"Cle"
"PG","Giannis Antetokounmpo",10400,"OKC@Mil 07:00PM ET",51.375,"Mil"
"PF/C","Anthony Davis",10300,"NO@Cle 07:00PM ET",54.939,"NO"
"PG","John Wall",10100,"Was@Hou 08:00PM ET",49.250,"Was"
"SF","Kevin Durant",9900,"Den@GS 10:30PM ET",50.066,"GS"
"PG","Chris Paul",9500,"Pho@LAC 10:30PM ET",43.927,"LAC"
"PF/C","Kevin Love",8800,"NO@Cle 07:00PM ET",42.621,"Cle"
"SG/SF","Jimmy Butler",8700,"Cha@Chi 08:00PM ET",43.029,"Chi"
"PG","Stephen Curry",8600,"Den@GS 10:30PM ET",42.353,"GS"
"SF","Gordon Hayward",8100,"Uta@Bkn 07:30PM ET",38.213,"Uta"
"SG/SF","Nicolas Batum",8000,"Cha@Chi 08:00PM ET",36.667,"Cha"
"PG","Kemba Walker",7900,"Cha@Chi 08:00PM ET",39.235,"Cha"
"PG","Kyrie Irving",7800,"NO@Cle 07:00PM ET",40.069,"Cle"
"PF/C","Blake Griffin",7700,"Pho@LAC 10:30PM ET",41.942,"LAC"
"PG","Eric Bledsoe",7600,"Pho@LAC 10:30PM ET",37.875,"Pho"
"PF/C","Draymond Green",7500,"Den@GS 10:30PM ET",39.383,"GS"
"C","Rudy Gobert",7400,"Uta@Bkn 07:30PM ET",35.404,"Uta"
"SF/PF","Jabari Parker",7300,"OKC@Mil 07:00PM ET",34.109,"Mil"
"SF","Carmelo Anthony",7200,"Orl@NY 07:30PM ET",36.406,"NY"
"C","DeAndre Jordan",7200,"Pho@LAC 10:30PM ET",33.792,"LAC"
"PF","Kristaps Porzingis",7100,"Orl@NY 07:30PM ET",38.000,"NY"
"C","Nikola Jokic",7000,"Den@GS 10:30PM ET",29.733,"Den"
"PF/C","Serge Ibaka",6700,"Orl@NY 07:30PM ET",30.793,"Orl"
"SG","Klay Thompson",6600,"Den@GS 10:30PM ET",32.191,"GS"
"PG","George Hill",6500,"Uta@Bkn 07:30PM ET",32.808,"Uta"
"SG","Bradley Beal",6500,"Was@Hou 08:00PM ET",33.696,"Was"
"PG","Jrue Holiday",6500,"NO@Cle 07:00PM ET",32.513,"NO"
"PG","Derrick Rose",6500,"Orl@NY 07:30PM ET",30.733,"NY"
"C","Marcin Gortat",6400,"Was@Hou 08:00PM ET",31.930,"Was"
"SG","Dwyane Wade",6300,"Cha@Chi 08:00PM ET",33.109,"Chi"
"SG","Devin Booker",6300,"Pho@LAC 10:30PM ET",29.311,"Pho"
"C","Nikola Vucevic",6200,"Orl@NY 07:30PM ET",33.719,"Orl"
"C","Brook Lopez",6100,"Uta@Bkn 07:30PM ET",35.741,"Bkn"
"SF/PF","Otto Porter",6100,"Was@Hou 08:00PM ET",29.766,"Was"
"SF","Danilo Gallinari",6000,"Den@GS 10:30PM ET",28.508,"Den"
"SG/SF","Evan Fournier",6000,"Orl@NY 07:30PM ET",28.742,"Orl"
"PG","Elfrid Payton",5900,"Orl@NY 07:30PM ET",27.400,"Orl"
"PG","Rajon Rondo",5800,"Cha@Chi 08:00PM ET",28.422,"Chi"
"PF","Ryan Anderson",5800,"Was@Hou 08:00PM ET",24.757,"Hou"
"SF/PF","Wilson Chandler",5700,"Den@GS 10:30PM ET",29.975,"Den"
"SG","Eric Gordon",5700,"Was@Hou 08:00PM ET",28.393,"Hou"
"SG/SF","Will Barton",5500,"Den@GS 10:30PM ET",26.417,"Den"
"SG","Sean Kilpatrick",5500,"Uta@Bkn 07:30PM ET",26.344,"Bkn"
"SF","Trevor Ariza",5500,"Was@Hou 08:00PM ET",27.943,"Hou"
"SG","Victor Oladipo",5400,"OKC@Mil 07:00PM ET",28.280,"OKC"
"PG","Patrick Beverley",5400,"Was@Hou 08:00PM ET",27.727,"Hou"
"C","Enes Kanter",5300,"OKC@Mil 07:00PM ET",24.574,"OKC"
"PG","Jeremy Lin",5200,"Uta@Bkn 07:30PM ET",30.146,"Bkn"
"SG","J.J. Redick",5200,"Pho@LAC 10:30PM ET",20.811,"LAC"
"PG/SG","Malcolm Brogdon",5100,"OKC@Mil 07:00PM ET",18.813,"Mil"
