"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG/SG","James Harden",12100,"Hou@Mil 08:00PM ET",60.617,"Hou"
"PG","Russell Westbrook",11500,"OKC@Uta 09:00PM ET",64.080,"OKC"
"C","Anthony Davis",10800,"Cle@NO 08:00PM ET",54.439,"NO"
"PG","Giannis Antetokounmpo",10600,"Hou@Mil 08:00PM ET",50.089,"Mil"
"PF/C","DeMarcus Cousins",10500,"Sac@Det 07:30PM ET",52.863,"Sac"
"SF","Kevin Durant",10000,"GS@Mia 07:30PM ET",50.244,"GS"
"SF","LeBron James",9900,"Cle@NO 08:00PM ET",51.346,"Cle"
"SF","Kawhi Leonard",9400,"SA@Bkn 07:30PM ET",42.732,"SA"
"PG","John Wall",9300,"Was@Cha 07:00PM ET",48.896,"Was"
"PG","Stephen Curry",8700,"GS@Mia 07:30PM ET",43.352,"GS"
"PG","Kemba Walker",8100,"Was@Cha 07:00PM ET",39.640,"Cha"
"PG","Chris Paul",8000,"LAC@Atl 07:30PM ET",43.917,"LAC"
"PF/C","Draymond Green",8000,"GS@Mia 07:30PM ET",39.595,"GS"
"SF","Carmelo Anthony",8000,"NY@Ind 08:00PM ET",37.659,"NY"
"C","DeAndre Jordan",7900,"LAC@Atl 07:30PM ET",36.189,"LAC"
"PG","Kyrie Irving",7900,"Cle@NO 08:00PM ET",39.318,"Cle"
"PF","Paul Millsap",7800,"LAC@Atl 07:30PM ET",38.701,"Atl"
"PF/C","Blake Griffin",7700,"LAC@Atl 07:30PM ET",41.942,"LAC"
"SG/SF","Nicolas Batum",7700,"Was@Cha 07:00PM ET",36.207,"Cha"
"C","Hassan Whiteside",7700,"GS@Mia 07:30PM ET",41.806,"Mia"
"PG","Jeff Teague",7700,"NY@Ind 08:00PM ET",36.250,"Ind"
"PF/C","Kevin Love",7600,"Cle@NO 08:00PM ET",40.203,"Cle"
"SF/PF","Paul George",7500,"NY@Ind 08:00PM ET",38.167,"Ind"
