"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12100,"OKC@GS 10:30PM ET",63.866,"OKC"
"PG/SG","James Harden",11700,"Mil@Hou 08:00PM ET",60.977,"Hou"
"PF/C","Anthony Davis",11000,"Orl@NO 08:00PM ET",54.891,"NO"
"PF/C","DeMarcus Cousins",10600,"Ind@Sac 10:30PM ET",52.519,"Sac"
"PG/SF","Giannis Antetokounmpo",10400,"Mil@Hou 08:00PM ET",50.045,"Mil"
"SF","Kevin Durant",9900,"OKC@GS 10:30PM ET",49.677,"GS"
"PG","Stephen Curry",9000,"OKC@GS 10:30PM ET",43.335,"GS"
"PG","Isaiah Thomas",8700,"NY@Bos 07:30PM ET",43.250,"Bos"
"PG","John Wall",8600,"Mem@Was 07:00PM ET",48.520,"Was"
"PG","Kyle Lowry",8500,"Tor@Phi 07:00PM ET",43.538,"Tor"
"PF/C","Joel Embiid",8400,"Tor@Phi 07:00PM ET",37.893,"Phi"
"SG","DeMar DeRozan",8300,"Tor@Phi 07:00PM ET",42.762,"Tor"
"PG","Damian Lillard",8200,"Por@Cha 07:00PM ET",43.493,"Por"
"SF","Carmelo Anthony",8000,"NY@Bos 07:30PM ET",37.213,"NY"
"PF/C","Draymond Green",7900,"OKC@GS 10:30PM ET",39.891,"GS"
"PF","Paul Millsap",7800,"Atl@Det 08:00PM ET",38.789,"Atl"
"PG","Kemba Walker",7700,"Por@Cha 07:00PM ET",39.631,"Cha"
"SF/PF","Paul George",7700,"Ind@Sac 10:30PM ET",38.606,"Ind"
"C","Andre Drummond",7600,"Atl@Det 08:00PM ET",38.643,"Det"
"PG","Jeff Teague",7600,"Ind@Sac 10:30PM ET",35.994,"Ind"
"PG","Mike Conley",7500,"Mem@Was 07:00PM ET",36.605,"Mem"
"SG/SF","Nicolas Batum",7400,"Por@Cha 07:00PM ET",36.224,"Cha"
"PG/SG","C.J. McCollum",7300,"Por@Cha 07:00PM ET",37.238,"Por"
"PG","Jrue Holiday",7300,"Orl@NO 08:00PM ET",31.620,"NO"
"C","Marc Gasol",7200,"Mem@Was 07:00PM ET",38.220,"Mem"
"SF/PF","Jabari Parker",7100,"Mil@Hou 08:00PM ET",34.644,"Mil"
"PF/C","Enes Kanter",7000,"OKC@GS 10:30PM ET",26.227,"OKC"
"PG","Reggie Jackson",7000,"Atl@Det 08:00PM ET",28.409,"Det"
"C","Dwight Howard",7000,"Atl@Det 08:00PM ET",36.639,"Atl"
"SF","Rudy Gay",7000,"Ind@Sac 10:30PM ET",35.310,"Sac"
"C","Myles Turner",7000,"Ind@Sac 10:30PM ET",32.846,"Ind"
"C","Al Horford",6900,"NY@Bos 07:30PM ET",36.331,"Bos"
"PF","Kristaps Porzingis",6800,"NY@Bos 07:30PM ET",36.847,"NY"
"PF/C","Terrence Jones",6700,"Orl@NO 08:00PM ET",23.244,"NO"
"C","Nikola Vucevic",6600,"Orl@NO 08:00PM ET",34.444,"Orl"
"SG","Klay Thompson",6500,"OKC@GS 10:30PM ET",32.156,"GS"
"SF/PF","Tobias Harris",6400,"Atl@Det 08:00PM ET",28.395,"Det"
"SG","Bradley Beal",6400,"Mem@Was 07:00PM ET",34.403,"Was"
"PG","Derrick Rose",6300,"NY@Bos 07:30PM ET",30.101,"NY"
"PG","Elfrid Payton",6200,"Orl@NO 08:00PM ET",28.686,"Orl"
"SF/PF","Markieff Morris",6100,"Mem@Was 07:00PM ET",26.891,"Was"
"PG","Dennis Schroder",6000,"Atl@Det 08:00PM ET",31.598,"Atl"
"PF/C","Zach Randolph",6000,"Mem@Was 07:00PM ET",28.042,"Mem"
"SG","Avery Bradley",5900,"NY@Bos 07:30PM ET",33.458,"Bos"
"C","Jonas Valanciunas",5900,"Tor@Phi 07:00PM ET",27.622,"Tor"
"SG/SF","Tyreke Evans",5900,"Orl@NO 08:00PM ET",21.089,"NO"
"SF/PF","Otto Porter",5800,"Mem@Was 07:00PM ET",29.563,"Was"
"PF/C","Serge Ibaka",5800,"Orl@NO 08:00PM ET",30.500,"Orl"
"C","Marcin Gortat",5700,"Mem@Was 07:00PM ET",31.425,"Was"
"SG","Eric Gordon",5700,"Mil@Hou 08:00PM ET",28.381,"Hou"
"C","Greg Monroe",5700,"Mil@Hou 08:00PM ET",25.955,"Mil"
"SF","Jae Crowder",5600,"NY@Bos 07:30PM ET",26.129,"Bos"
"C","Mason Plumlee",5600,"Por@Cha 07:00PM ET",30.331,"Por"
"PG/SG","Malcolm Brogdon",5600,"Mil@Hou 08:00PM ET",20.725,"Mil"
"PF","Thaddeus Young",5600,"Ind@Sac 10:30PM ET",25.738,"Ind"
"SG","Victor Oladipo",5500,"OKC@GS 10:30PM ET",28.221,"OKC"
"SF","Marcus Morris",5500,"Atl@Det 08:00PM ET",24.000,"Det"
"SF","Trevor Ariza",5500,"Mil@Hou 08:00PM ET",28.165,"Hou"
"SF","Robert Covington",5500,"Tor@Phi 07:00PM ET",24.819,"Phi"
"SG","Kentavious Caldwell-Pope",5400,"Atl@Det 08:00PM ET",26.650,"Det"
"PG","Patrick Beverley",5400,"Mil@Hou 08:00PM ET",27.700,"Hou"
"PF","Ersan Ilyasova",5400,"Tor@Phi 07:00PM ET",26.647,"Phi"
"SF/PF","Aaron Gordon",5400,"Orl@NO 08:00PM ET",22.395,"Orl"
"C","Steven Adams",5300,"OKC@GS 10:30PM ET",26.935,"OKC"
"PG/SG","Darren Collison",5300,"Ind@Sac 10:30PM ET",23.039,"Sac"
"SF/PF","DeMarre Carroll",5300,"Tor@Phi 07:00PM ET",19.993,"Tor"
"SG/SF","Evan Fournier",5300,"Orl@NO 08:00PM ET",27.068,"Orl"
"C","Cody Zeller",5200,"Por@Cha 07:00PM ET",24.206,"Cha"
"PG","T.J. McConnell",5200,"Tor@Phi 07:00PM ET",18.599,"Phi"
"C","Joakim Noah",5100,"NY@Bos 07:30PM ET",23.132,"NY"
"SF","Michael Kidd-Gilchrist",5100,"Por@Cha 07:00PM ET",23.400,"Cha"
"PF","Al-Farouq Aminu",5100,"Por@Cha 07:00PM ET",21.548,"Por"
"PF/C","Montrezl Harrell",5100,"Mil@Hou 08:00PM ET",18.471,"Hou"
"PG/SG","Tim Hardaway Jr.",5000,"Atl@Det 08:00PM ET",19.051,"Atl"
"PF","Ryan Anderson",5000,"Mil@Hou 08:00PM ET",24.349,"Hou"
"C","Nerlens Noel",4900,"Tor@Phi 07:00PM ET",16.654,"Phi"
"SG/SF","Marcus Smart",4800,"NY@Bos 07:30PM ET",24.625,"Bos"
"SG","Tony Allen",4700,"Mem@Was 07:00PM ET",22.542,"Mem"
"PF","Marvin Williams",4600,"Por@Cha 07:00PM ET",21.864,"Cha"
"C","Clint Capela",4600,"Mil@Hou 08:00PM ET",26.216,"Hou"
"PG","Sergio Rodriguez",4600,"Tor@Phi 07:00PM ET",22.864,"Phi"
"PF/C","Kelly Olynyk",4500,"NY@Bos 07:30PM ET",19.557,"Bos"
"SG","Jeremy Lamb",4500,"Por@Cha 07:00PM ET",18.536,"Cha"
"SG","Jodie Meeks",4500,"Orl@NO 08:00PM ET",16.957,"Orl"
"SG/SF","Kent Bazemore",4400,"Atl@Det 08:00PM ET",21.853,"Atl"
"SF","Mindaugas Kuzminskas",4300,"NY@Bos 07:30PM ET",10.714,"NY"
"PF","JaMychal Green",4300,"Mem@Was 07:00PM ET",22.756,"Mem"
"SF/PF","Dario Saric",4300,"Tor@Phi 07:00PM ET",20.872,"Phi"
"C","Jahlil Okafor",4300,"Tor@Phi 07:00PM ET",21.050,"Phi"
"PF","Jon Leuer",4200,"Atl@Det 08:00PM ET",22.711,"Det"
"PF/C","Kyle O'Quinn",4100,"NY@Bos 07:30PM ET",18.156,"NY"
"SG/SF","Evan Turner",4100,"Por@Cha 07:00PM ET",21.188,"Por"
"SF","Maurice Harkless",4100,"Por@Cha 07:00PM ET",23.287,"Por"
"SF/PF","Anthony Tolliver",4100,"Ind@Sac 10:30PM ET",14.286,"Sac"
"SG/SF","Allen Crabbe",4000,"Por@Cha 07:00PM ET",18.442,"Por"
"PG","Ty Lawson",4000,"Ind@Sac 10:30PM ET",19.923,"Sac"
"C","Lucas Nogueira",4000,"Tor@Phi 07:00PM ET",17.096,"Tor"
"PF/C","Amir Johnson",3900,"NY@Bos 07:30PM ET",16.944,"Bos"
"SG/SF","Thabo Sefolosha",3900,"Atl@Det 08:00PM ET",20.197,"Atl"
"PG/SG","Garrett Temple",3900,"Ind@Sac 10:30PM ET",17.413,"Sac"
"PG","Brandon Jennings",3800,"NY@Bos 07:30PM ET",20.399,"NY"
"SF","Andre Roberson",3800,"OKC@GS 10:30PM ET",18.517,"OKC"
"SG/SF","Stanley Johnson",3800,"Atl@Det 08:00PM ET",10.564,"Det"
"SF/PF","Jerami Grant",3700,"OKC@GS 10:30PM ET",13.286,"OKC"
"C","Aron Baynes",3700,"Atl@Det 08:00PM ET",10.341,"Det"
"SG/SF","Marco Belinelli",3700,"Por@Cha 07:00PM ET",18.396,"Cha"
"PF/C","Spencer Hawes",3700,"Por@Cha 07:00PM ET",16.552,"Cha"
"PG","Andrew Harrison",3700,"Mem@Was 07:00PM ET",17.475,"Mem"
"SF/PF","Michael Beasley",3700,"Mil@Hou 08:00PM ET",16.500,"Mil"
