"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF/C","Anthony Davis",11700,"NO@Phi 07:00PM ET",54.889,"NO"
"PF/C","DeMarcus Cousins",11200,"Por@Sac 10:30PM ET",52.058,"Sac"
"PG/SG","James Harden",11100,"SA@Hou 08:00PM ET",59.482,"Hou"
"PG","Giannis Antetokounmpo",9800,"Cle@Mil 08:00PM ET",50.590,"Mil"
"SF/PF","LeBron James",9600,"Cle@Mil 08:00PM ET",51.815,"Cle"
"PG","Chris Paul",9200,"Den@LAC 10:30PM ET",43.839,"LAC"
"SF","Kevin Durant",9000,"Uta@GS 10:30PM ET",49.643,"GS"
"C","Hassan Whiteside",8700,"Orl@Mia 07:30PM ET",43.438,"Mia"
"SF","Kawhi Leonard",8600,"SA@Hou 08:00PM ET",41.167,"SA"
"PG","Damian Lillard",8500,"Por@Sac 10:30PM ET",44.353,"Por"
"SG","DeMar DeRozan",8500,"Bkn@Tor 07:30PM ET",42.546,"Tor"
"PG","Kyle Lowry",8400,"Bkn@Tor 07:30PM ET",41.889,"Tor"
"PF/C","Blake Griffin",8300,"Den@LAC 10:30PM ET",41.942,"LAC"
"PF/C","Kevin Love",8200,"Cle@Mil 08:00PM ET",42.500,"Cle"
"SF/PF","Paul George",8100,"Ind@NY 07:30PM ET",39.716,"Ind"
"PG","Kemba Walker",8000,"LAL@Cha 07:00PM ET",38.926,"Cha"
"PG","Stephen Curry",7900,"Uta@GS 10:30PM ET",43.143,"GS"
"PF","Kristaps Porzingis",7800,"Ind@NY 07:30PM ET",37.343,"NY"
"SF","Gordon Hayward",7700,"Uta@GS 10:30PM ET",38.893,"Uta"
"PG","Goran Dragic",7600,"Orl@Mia 07:30PM ET",36.174,"Mia"
"PF/C","Joel Embiid",7600,"NO@Phi 07:00PM ET",36.056,"Phi"
"PF/C","Draymond Green",7500,"Uta@GS 10:30PM ET",39.611,"GS"
"SG/SF","Nicolas Batum",7500,"LAL@Cha 07:00PM ET",34.398,"Cha"
"PG","Kyrie Irving",7400,"Cle@Mil 08:00PM ET",36.978,"Cle"
"SF","Carmelo Anthony",7400,"Ind@NY 07:30PM ET",36.808,"NY"
"C","Marc Gasol",7300,"Bos@Mem 08:00PM ET",38.370,"Mem"
"PG","Isaiah Thomas",7200,"Bos@Mem 08:00PM ET",40.326,"Bos"
"C","DeAndre Jordan",7200,"Den@LAC 10:30PM ET",33.554,"LAC"
"C","Brook Lopez",7100,"Bkn@Tor 07:30PM ET",35.708,"Bkn"
"C","Rudy Gobert",7000,"Uta@GS 10:30PM ET",34.884,"Uta"
"PG/SG","C.J. McCollum",7000,"Por@Sac 10:30PM ET",35.379,"Por"
"PG","Jeff Teague",6900,"Ind@NY 07:30PM ET",35.147,"Ind"
"PF/C","LaMarcus Aldridge",6800,"SA@Hou 08:00PM ET",30.833,"SA"
"SF/PF","Jabari Parker",6700,"Cle@Mil 08:00PM ET",32.280,"Mil"
"PG","Jrue Holiday",6700,"NO@Phi 07:00PM ET",31.036,"NO"
"C","Al Horford",6600,"Bos@Mem 08:00PM ET",37.794,"Bos"
"PG/SG","George Hill",6500,"Uta@GS 10:30PM ET",33.750,"Uta"
"SF","Rudy Gay",6400,"Por@Sac 10:30PM ET",34.804,"Sac"
"C","Nikola Jokic",6400,"Den@LAC 10:30PM ET",28.280,"Den"
"C","Myles Turner",6300,"Ind@NY 07:30PM ET",32.071,"Ind"
"PG","Mike Conley",6200,"Bos@Mem 08:00PM ET",35.092,"Mem"
"C","Nikola Vucevic",6200,"Orl@Mia 07:30PM ET",33.327,"Orl"
"SF/PF","Wilson Chandler",6200,"Den@LAC 10:30PM ET",30.860,"Den"
"SG","Klay Thompson",6100,"Uta@GS 10:30PM ET",31.616,"GS"
"PG","Derrick Rose",6100,"Ind@NY 07:30PM ET",29.272,"NY"
"SG","Avery Bradley",6000,"Bos@Mem 08:00PM ET",34.639,"Bos"
"C","Pau Gasol",6000,"SA@Hou 08:00PM ET",28.827,"SA"
"PF/C","Serge Ibaka",6000,"Orl@Mia 07:30PM ET",29.129,"Orl"
"SG","Lou Williams",5900,"LAL@Cha 07:00PM ET",29.875,"LAL"
"SG","Evan Fournier",5900,"Orl@Mia 07:30PM ET",28.172,"Orl"
"PF/C","Julius Randle",5800,"LAL@Cha 07:00PM ET",30.315,"LAL"
"PF","Ersan Ilyasova",5800,"NO@Phi 07:00PM ET",25.565,"Phi"
"PF","Trevor Booker",5800,"Bkn@Tor 07:30PM ET",29.270,"Bkn"
"C","Jonas Valanciunas",5800,"Bkn@Tor 07:30PM ET",27.840,"Tor"
"C","Mason Plumlee",5700,"Por@Sac 10:30PM ET",29.043,"Por"
"SF","Robert Covington",5700,"NO@Phi 07:00PM ET",23.573,"Phi"
"PG","Jeremy Lin",5700,"Bkn@Tor 07:30PM ET",30.656,"Bkn"
"SF","Danilo Gallinari",5700,"Den@LAC 10:30PM ET",27.510,"Den"
"SG","Dion Waiters",5600,"Orl@Mia 07:30PM ET",27.078,"Mia"
"PG","Tim Frazier",5600,"NO@Phi 07:00PM ET",29.089,"NO"
"SG/SF","Will Barton",5600,"Den@LAC 10:30PM ET",25.672,"Den"
"SF","Jae Crowder",5500,"Bos@Mem 08:00PM ET",26.974,"Bos"
"PG","Elfrid Payton",5500,"Orl@Mia 07:30PM ET",27.052,"Orl"
"PG/SG","Brandon Jennings",5500,"Ind@NY 07:30PM ET",21.148,"NY"
