"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12800,"OKC@Sac 09:00PM ET",64.165,"OKC"
"PF/C","DeMarcus Cousins",10200,"OKC@Sac 09:00PM ET",52.263,"Sac"
"SG/SF","Jimmy Butler",8800,"Chi@Mem 09:00PM ET",44.353,"Chi"
"C","Andre Drummond",7800,"Det@LAL 09:30PM ET",38.409,"Det"
"PG","Mike Conley",7200,"Chi@Mem 09:00PM ET",36.133,"Mem"
"C","Marc Gasol",7100,"Chi@Mem 09:00PM ET",38.006,"Mem"
"PG","Reggie Jackson",7000,"Det@LAL 09:30PM ET",28.488,"Det"
"PF/C","Julius Randle",7000,"Det@LAL 09:30PM ET",31.987,"LAL"
"SG","Dwyane Wade",6800,"Chi@Mem 09:00PM ET",33.338,"Chi"
"SF","Rudy Gay",6700,"OKC@Sac 09:00PM ET",34.911,"Sac"
"SF/PF","Tobias Harris",6500,"Det@LAL 09:30PM ET",28.137,"Det"
"PG","D'Angelo Russell",6100,"Det@LAL 09:30PM ET",29.532,"LAL"
"PF/C","Enes Kanter",5900,"OKC@Sac 09:00PM ET",25.732,"OKC"
"PF/C","Zach Randolph",5800,"Chi@Mem 09:00PM ET",27.714,"Mem"
"SG","Victor Oladipo",5600,"OKC@Sac 09:00PM ET",28.344,"OKC"
"PF/C","Taj Gibson",5500,"Chi@Mem 09:00PM ET",25.354,"Chi"
"SG","Kentavious Caldwell-Pope",5500,"Det@LAL 09:30PM ET",26.650,"Det"
"C","Steven Adams",5300,"OKC@Sac 09:00PM ET",27.274,"OKC"
"SF","Marcus Morris",5100,"Det@LAL 09:30PM ET",23.628,"Det"
"PF","Nikola Mirotic",5000,"Chi@Mem 09:00PM ET",21.326,"Chi"
"SG","Tony Allen",4700,"Chi@Mem 09:00PM ET",22.429,"Mem"
"PG","Rajon Rondo",4500,"Chi@Mem 09:00PM ET",27.852,"Chi"
"PG","Michael Carter-Williams",4300,"Chi@Mem 09:00PM ET",18.268,"Chi"
"PF","Jon Leuer",4200,"Det@LAL 09:30PM ET",22.711,"Det"
"PG/SG","Darren Collison",4100,"OKC@Sac 09:00PM ET",22.823,"Sac"
"PF","JaMychal Green",4000,"Chi@Mem 09:00PM ET",22.793,"Mem"
"C","Robin Lopez",4000,"Chi@Mem 09:00PM ET",22.415,"Chi"
"PG","Ty Lawson",4000,"OKC@Sac 09:00PM ET",20.112,"Sac"
"SF","Andre Roberson",4000,"OKC@Sac 09:00PM ET",18.689,"OKC"
"SF","Doug McDermott",3900,"Chi@Mem 09:00PM ET",16.446,"Chi"
"PG/SG","Garrett Temple",3900,"OKC@Sac 09:00PM ET",17.410,"Sac"
"SF/PF","Anthony Tolliver",3900,"OKC@Sac 09:00PM ET",13.926,"Sac"
"PG/SG","Jordan Clarkson",3900,"Det@LAL 09:30PM ET",23.068,"LAL"
"SF","Luol Deng",3900,"Det@LAL 09:30PM ET",20.661,"LAL"
"PG","Jerian Grant",3800,"Chi@Mem 09:00PM ET",11.273,"Chi"
"SG","Lou Williams",3800,"Det@LAL 09:30PM ET",27.028,"LAL"
"C","Aron Baynes",3800,"Det@LAL 09:30PM ET",10.275,"Det"
"PG","Andrew Harrison",3700,"Chi@Mem 09:00PM ET",17.475,"Mem"
"SG/SF","Denzel Valentine",3700,"Chi@Mem 09:00PM ET",7.020,"Chi"
"SF/PF","Matt Barnes",3700,"OKC@Sac 09:00PM ET",19.139,"Sac"
"SG","Nick Young",3700,"Det@LAL 09:30PM ET",20.696,"LAL"
"SF","Brandon Ingram",3600,"Det@LAL 09:30PM ET",17.517,"LAL"
"SG/SF","Vince Carter",3500,"Chi@Mem 09:00PM ET",17.507,"Mem"
"SF","James Ennis III",3500,"Chi@Mem 09:00PM ET",17.741,"Mem"
"SG/SF","Stanley Johnson",3500,"Det@LAL 09:30PM ET",10.132,"Det"
"SF/PF","Larry Nance Jr.",3500,"Det@LAL 09:30PM ET",19.214,"LAL"
"SF","Chandler Parsons",3400,"Chi@Mem 09:00PM ET",11.891,"Mem"
"C","Cristiano Felicio",3200,"Chi@Mem 09:00PM ET",12.568,"Chi"
"PG","Ish Smith",3200,"Det@LAL 09:30PM ET",20.848,"Det"
"PF","Domantas Sabonis",3100,"OKC@Sac 09:00PM ET",14.189,"OKC"
"C","Kosta Koufos",3100,"OKC@Sac 09:00PM ET",15.923,"Sac"
"PG","Isaiah Canaan",3000,"Chi@Mem 09:00PM ET",10.768,"Chi"
"PG","Wade Baldwin IV",3000,"Chi@Mem 09:00PM ET",9.402,"Mem"
"SG","Troy Daniels",3000,"Chi@Mem 09:00PM ET",14.976,"Mem"
"SG","Troy Williams",3000,"Chi@Mem 09:00PM ET",10.720,"Mem"
"SF","Paul Zipser",3000,"Chi@Mem 09:00PM ET",3.886,"Chi"
"PF/C","Jarell Martin",3000,"Chi@Mem 09:00PM ET",10.395,"Mem"
"PF","Brandan Wright",3000,"Chi@Mem 09:00PM ET",0,"Mem"
"PF","Bobby Portis",3000,"Chi@Mem 09:00PM ET",9.778,"Chi"
"PF","Deyonta Davis",3000,"Chi@Mem 09:00PM ET",5.881,"Mem"
"PG","Semaj Christon",3000,"OKC@Sac 09:00PM ET",9.081,"OKC"
"PG","Cameron Payne",3000,"OKC@Sac 09:00PM ET",9.250,"OKC"
"SG/SF","Alex Abrines",3000,"OKC@Sac 09:00PM ET",9.110,"OKC"
"SG","Arron Afflalo",3000,"OKC@Sac 09:00PM ET",12.211,"Sac"
"SG","Anthony Morrow",3000,"OKC@Sac 09:00PM ET",8.759,"OKC"
"SG","Ben McLemore",3000,"OKC@Sac 09:00PM ET",8.911,"Sac"
"SG","Malachi Richardson",3000,"OKC@Sac 09:00PM ET",4.750,"Sac"
"SF/PF","Jerami Grant",3000,"OKC@Sac 09:00PM ET",13.094,"OKC"
"SF","Kyle Singler",3000,"OKC@Sac 09:00PM ET",4.131,"OKC"
"SF","Omri Casspi",3000,"OKC@Sac 09:00PM ET",13.614,"Sac"
"SF","Josh Huestis",3000,"OKC@Sac 09:00PM ET",0,"OKC"
"PF","Skal Labissiere",3000,"OKC@Sac 09:00PM ET",4.625,"Sac"
"C","Nick Collison",3000,"OKC@Sac 09:00PM ET",3.818,"OKC"
"C","Willie Cauley-Stein",3000,"OKC@Sac 09:00PM ET",8.727,"Sac"
"C","Joffrey Lauvergne",3000,"OKC@Sac 09:00PM ET",11.986,"OKC"
"C","Georgios Papagiannis",3000,"OKC@Sac 09:00PM ET",1.375,"Sac"
"PG","Beno Udrih",3000,"Det@LAL 09:30PM ET",13.788,"Det"
"PG","Jose Calderon",3000,"Det@LAL 09:30PM ET",9.132,"LAL"
"PG","Marcelo Huertas",3000,"Det@LAL 09:30PM ET",8.806,"LAL"
"SG","Darrun Hilliard",3000,"Det@LAL 09:30PM ET",6.410,"Det"
"SF","Metta World Peace",3000,"Det@LAL 09:30PM ET",2.797,"LAL"
"SF","Reggie Bullock",3000,"Det@LAL 09:30PM ET",9.550,"Det"
"SF","Michael Gbinije",3000,"Det@LAL 09:30PM ET",1.344,"Det"
"PF","Thomas Robinson",3000,"Det@LAL 09:30PM ET",12.387,"LAL"
"PF","Henry Ellenson",3000,"Det@LAL 09:30PM ET",2.923,"Det"
"C","Tarik Black",3000,"Det@LAL 09:30PM ET",14.523,"LAL"
"C","Timofey Mozgov",3000,"Det@LAL 09:30PM ET",16.186,"LAL"
"C","Boban Marjanovic",3000,"Det@LAL 09:30PM ET",10.139,"Det"
"C","Ivica Zubac",3000,"Det@LAL 09:30PM ET",5.583,"LAL"
