"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF/C","Karl-Anthony Towns",10500,"Min@Pho 09:00PM ET",46.597,"Min"
"PG","John Wall",9400,"Bos@Was 07:00PM ET",48.661,"Was"
"PG","Isaiah Thomas",9300,"Bos@Was 07:00PM ET",43.647,"Bos"
"SF","Kawhi Leonard",9200,"SA@Tor 07:00PM ET",42.732,"SA"
"SG/SF","Jimmy Butler",9000,"Chi@Orl 07:00PM ET",43.936,"Chi"
"PG","Eric Bledsoe",8900,"Min@Pho 09:00PM ET",39.858,"Pho"
"PG","Kyle Lowry",8800,"SA@Tor 07:00PM ET",43.041,"Tor"
"C","Nikola Jokic",8600,"Uta@Den 09:00PM ET",33.885,"Den"
"C","DeAndre Jordan",8100,"LAC@Phi 07:00PM ET",36.141,"LAC"
"C","Joel Embiid",8000,"LAC@Phi 07:00PM ET",38.375,"Phi"
"PG","Chris Paul",7900,"LAC@Phi 07:00PM ET",43.917,"LAC"
"SG","DeMar DeRozan",7700,"SA@Tor 07:00PM ET",42.170,"Tor"
"PF","Blake Griffin",7600,"LAC@Phi 07:00PM ET",41.942,"LAC"
"C","Rudy Gobert",7300,"Uta@Den 09:00PM ET",36.685,"Uta"
"SF","Gordon Hayward",7200,"Uta@Den 09:00PM ET",37.160,"Uta"
"SF","Andrew Wiggins",7000,"Min@Pho 09:00PM ET",32.358,"Min"
"PG","George Hill",6900,"Uta@Den 09:00PM ET",31.398,"Uta"
"PF","LaMarcus Aldridge",6900,"SA@Tor 07:00PM ET",33.069,"SA"
"SG","Devin Booker",6900,"Min@Pho 09:00PM ET",30.616,"Pho"
"C","Al Horford",6800,"Bos@Was 07:00PM ET",36.235,"Bos"
"SG","Dwyane Wade",6800,"Chi@Orl 07:00PM ET",33.238,"Chi"
"SG","Bradley Beal",6700,"Bos@Was 07:00PM ET",33.594,"Was"
"C","Nikola Vucevic",6600,"Chi@Orl 07:00PM ET",33.762,"Orl"
"PG","Ricky Rubio",6600,"Min@Pho 09:00PM ET",27.697,"Min"
"SG","Zach LaVine",6500,"Min@Pho 09:00PM ET",30.524,"Min"
"PG","Elfrid Payton",6400,"Chi@Orl 07:00PM ET",29.163,"Orl"
"SF/PF","Markieff Morris",6300,"Bos@Was 07:00PM ET",27.779,"Was"
"SF/PF","Otto Porter",6200,"Bos@Was 07:00PM ET",30.142,"Was"
"PF/C","Serge Ibaka",6100,"Chi@Orl 07:00PM ET",30.156,"Orl"
"SG","Avery Bradley",6000,"Bos@Was 07:00PM ET",33.458,"Bos"
"PF","Ersan Ilyasova",6000,"LAC@Phi 07:00PM ET",27.196,"Phi"
"C","Jonas Valanciunas",6000,"SA@Tor 07:00PM ET",28.006,"Tor"
"SG/SF","Will Barton",5900,"Uta@Den 09:00PM ET",26.089,"Den"
"PG/SG","Austin Rivers",5900,"LAC@Phi 07:00PM ET",19.983,"LAC"
"PF/C","David Lee",5900,"SA@Tor 07:00PM ET",17.116,"SA"
"PG/SG","Marcus Smart",5800,"Bos@Was 07:00PM ET",24.875,"Bos"
"C","Marcin Gortat",5800,"Bos@Was 07:00PM ET",30.892,"Was"
"SF/PF","Aaron Gordon",5700,"Chi@Orl 07:00PM ET",22.897,"Orl"
