"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG/SG","James Harden",11400,"Hou@Mem 08:00PM ET",60.587,"Hou"
"PF/C","DeMarcus Cousins",10900,"Sac@Chi 09:00PM ET",52.409,"Sac"
"SF","LeBron James",10600,"SA@Cle 08:30PM ET",51.421,"Cle"
"PG","Giannis Antetokounmpo",10400,"Mil@Mia 07:30PM ET",50.177,"Mil"
"PG","John Wall",9500,"Was@Det 06:00PM ET",48.963,"Was"
"C","Nikola Jokic",9300,"LAC@Den 09:00PM ET",33.635,"Den"
"SF","Kawhi Leonard",9200,"SA@Cle 08:30PM ET",42.338,"SA"
"SG/SF","Jimmy Butler",9100,"Sac@Chi 09:00PM ET",44.048,"Chi"
"PG","Isaiah Thomas",8900,"Por@Bos 05:00PM ET",43.408,"Bos"
"PG","Eric Bledsoe",8500,"Pho@NY 07:30PM ET",39.119,"Pho"
"PG","Damian Lillard",8300,"Por@Bos 05:00PM ET",43.369,"Por"
"PF/C","Joel Embiid",8200,"Phi@Atl 07:00PM ET",38.375,"Phi"
"PG","Kyrie Irving",8100,"SA@Cle 08:30PM ET",39.000,"Cle"
"PG","Chris Paul",8000,"LAC@Den 09:00PM ET",43.917,"LAC"
"PG","Kemba Walker",8000,"Bkn@Cha 07:00PM ET",39.893,"Cha"
"SF","Carmelo Anthony",7900,"Pho@NY 07:30PM ET",37.331,"NY"
"C","DeAndre Jordan",7800,"LAC@Den 09:00PM ET",36.165,"LAC"
"C","Hassan Whiteside",7800,"Mil@Mia 07:30PM ET",41.859,"Mia"
"PF","Paul Millsap",7700,"Phi@Atl 07:00PM ET",38.606,"Atl"
"SG/SF","Nicolas Batum",7600,"Bkn@Cha 07:00PM ET",35.994,"Cha"
"PF/C","Kevin Love",7500,"SA@Cle 08:30PM ET",40.410,"Cle"
"PG","Mike Conley",7400,"Hou@Mem 08:00PM ET",36.591,"Mem"
"C","Dwight Howard",7300,"Phi@Atl 07:00PM ET",35.717,"Atl"
"PF/C","Blake Griffin",7300,"LAC@Den 09:00PM ET",41.942,"LAC"
"C","Andre Drummond",7300,"Was@Det 06:00PM ET",38.680,"Det"
"C","Marc Gasol",7300,"Hou@Mem 08:00PM ET",38.541,"Mem"
"SF","Gordon Hayward",7200,"Ind@Uta 09:00PM ET",37.574,"Uta"
"PG/SG","C.J. McCollum",7100,"Por@Bos 05:00PM ET",36.983,"Por"
"PG","Jeff Teague",7100,"Ind@Uta 09:00PM ET",36.149,"Ind"
"PG","Goran Dragic",7000,"Mil@Mia 07:30PM ET",35.243,"Mia"
"SF/PF","Paul George",7000,"Ind@Uta 09:00PM ET",38.443,"Ind"
"C","Al Horford",6900,"Por@Bos 05:00PM ET",36.234,"Bos"
"C","Rudy Gobert",6900,"Ind@Uta 09:00PM ET",36.818,"Uta"
"PF/C","LaMarcus Aldridge",6800,"SA@Cle 08:30PM ET",32.513,"SA"
"PF","Kristaps Porzingis",6800,"Pho@NY 07:30PM ET",36.547,"NY"
"C","Brook Lopez",6700,"Bkn@Cha 07:00PM ET",35.053,"Bkn"
"SF/PF","Jabari Parker",6700,"Mil@Mia 07:30PM ET",34.631,"Mil"
"SG","Devin Booker",6700,"Pho@NY 07:30PM ET",30.482,"Pho"
"PG","Reggie Jackson",6600,"Was@Det 06:00PM ET",28.815,"Det"
"SG","Bradley Beal",6600,"Was@Det 06:00PM ET",33.586,"Was"
"SG/SF","Will Barton",6500,"LAC@Den 09:00PM ET",26.414,"Den"
"PG","Derrick Rose",6400,"Pho@NY 07:30PM ET",30.769,"NY"
"PG","George Hill",6400,"Ind@Uta 09:00PM ET",31.188,"Uta"
"SG","Dwyane Wade",6300,"Sac@Chi 09:00PM ET",32.641,"Chi"
"C","Myles Turner",6300,"Ind@Uta 09:00PM ET",32.579,"Ind"
"SF/PF","Markieff Morris",6200,"Was@Det 06:00PM ET",27.311,"Was"
"PG","Dennis Schroder",6100,"Phi@Atl 07:00PM ET",31.506,"Atl"
"SF/PF","Tobias Harris",6100,"Was@Det 06:00PM ET",28.403,"Det"
"SG","Avery Bradley",6000,"Por@Bos 05:00PM ET",33.458,"Bos"
"SF/PF","Otto Porter",6000,"Was@Det 06:00PM ET",30.042,"Was"
"SF","Rudy Gay",6000,"Sac@Chi 09:00PM ET",35.200,"Sac"
"PG/SG","Austin Rivers",5900,"LAC@Den 09:00PM ET",19.304,"LAC"
"PF","Ersan Ilyasova",5800,"Phi@Atl 07:00PM ET",27.037,"Phi"
"SF/PF","Wilson Chandler",5800,"LAC@Den 09:00PM ET",30.169,"Den"
"PF/C","Zach Randolph",5800,"Hou@Mem 08:00PM ET",28.007,"Mem"
"PF","James Johnson",5800,"Mil@Mia 07:30PM ET",25.579,"Mia"
"PG","Raymond Felton",5700,"LAC@Den 09:00PM ET",16.435,"LAC"
"SF","Danilo Gallinari",5700,"LAC@Den 09:00PM ET",28.743,"Den"
"SF","Marcus Morris",5700,"Was@Det 06:00PM ET",24.349,"Det"
"SF","Jae Crowder",5600,"Por@Bos 05:00PM ET",26.235,"Bos"
"PF/C","Kenneth Faried",5600,"LAC@Den 09:00PM ET",23.878,"Den"
"C","Marcin Gortat",5600,"Was@Det 06:00PM ET",31.196,"Was"
"SF","Robert Covington",5500,"Phi@Atl 07:00PM ET",25.046,"Phi"
"C","Mason Plumlee",5500,"Por@Bos 05:00PM ET",30.478,"Por"
"PG","T.J. McConnell",5400,"Phi@Atl 07:00PM ET",18.900,"Phi"
"PG/SG","Marcus Smart",5400,"Por@Bos 05:00PM ET",24.590,"Bos"
"SG","Kentavious Caldwell-Pope",5400,"Was@Det 06:00PM ET",26.650,"Det"
"PF/C","Taj Gibson",5400,"Sac@Chi 09:00PM ET",25.169,"Chi"
"PG/SG","Malcolm Brogdon",5400,"Mil@Mia 07:30PM ET",21.155,"Mil"
"SG/SF","Dion Waiters",5400,"Mil@Mia 07:30PM ET",24.652,"Mia"
"C","Jahlil Okafor",5300,"Phi@Atl 07:00PM ET",21.050,"Phi"
"PG/SG","Darren Collison",5300,"Sac@Chi 09:00PM ET",23.118,"Sac"
"SG","Eric Gordon",5300,"Hou@Mem 08:00PM ET",28.239,"Hou"
"SF","Trevor Ariza",5300,"Hou@Mem 08:00PM ET",27.793,"Hou"
"PG","Tyler Johnson",5300,"Mil@Mia 07:30PM ET",28.456,"Mia"
"SG/SF","J.J. Redick",5200,"LAC@Den 09:00PM ET",22.250,"LAC"
"PF","Trevor Booker",5200,"Bkn@Cha 07:00PM ET",28.303,"Bkn"
"C","Tyson Chandler",5200,"Pho@NY 07:30PM ET",26.076,"Pho"
"PF","Thaddeus Young",5200,"Ind@Uta 09:00PM ET",25.940,"Ind"
"SF","Michael Kidd-Gilchrist",5100,"Bkn@Cha 07:00PM ET",23.619,"Cha"
"PG","Patrick Beverley",5100,"Hou@Mem 08:00PM ET",27.953,"Hou"
