"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12600,"OKC@Cha 07:00PM ET",63.700,"OKC"
"PF/C","DeMarcus Cousins",11500,"Mia@Sac 10:30PM ET",52.894,"Sac"
"SF","LeBron James",10500,"Chi@Cle 08:00PM ET",52.292,"Cle"
"PG","Giannis Antetokounmpo",10400,"Mil@NY 07:30PM ET",51.379,"Mil"
"SF","Kevin Durant",9600,"Por@GS 10:30PM ET",49.529,"GS"
"PG","Chris Paul",9200,"Mem@LAC 10:30PM ET",43.927,"LAC"
"SG/SF","Jimmy Butler",9000,"Chi@Cle 08:00PM ET",44.229,"Chi"
"PF/C","Kevin Love",8800,"Chi@Cle 08:00PM ET",42.308,"Cle"
"PG/SG","C.J. McCollum",8600,"Por@GS 10:30PM ET",36.104,"Por"
"PG","Stephen Curry",8300,"Por@GS 10:30PM ET",42.093,"GS"
"PG","Kemba Walker",8200,"OKC@Cha 07:00PM ET",39.897,"Cha"
"PG","Damian Lillard",8000,"Por@GS 10:30PM ET",44.398,"Por"
"SG/SF","Nicolas Batum",8000,"OKC@Cha 07:00PM ET",36.632,"Cha"
"C","Hassan Whiteside",7900,"Mia@Sac 10:30PM ET",42.316,"Mia"
"PG","Kyrie Irving",7800,"Chi@Cle 08:00PM ET",40.069,"Cle"
"C","Marc Gasol",7800,"Mem@LAC 10:30PM ET",38.421,"Mem"
"PF/C","Blake Griffin",7700,"Mem@LAC 10:30PM ET",41.942,"LAC"
"PF","Paul Millsap",7600,"Atl@Orl 07:00PM ET",38.444,"Atl"
"PF/C","Draymond Green",7500,"Por@GS 10:30PM ET",39.689,"GS"
"C","Dwight Howard",7300,"Atl@Orl 07:00PM ET",36.925,"Atl"
"SF/PF","Jabari Parker",7200,"Mil@NY 07:30PM ET",34.000,"Mil"
"SF","Carmelo Anthony",7100,"Mil@NY 07:30PM ET",36.508,"NY"
"PF","Kristaps Porzingis",7000,"Mil@NY 07:30PM ET",38.000,"NY"
"C","DeAndre Jordan",7000,"Mem@LAC 10:30PM ET",34.000,"LAC"
"PG","Goran Dragic",6900,"Mia@Sac 10:30PM ET",35.384,"Mia"
"PG","Mike Conley",6700,"Mem@LAC 10:30PM ET",34.570,"Mem"
"SG","Klay Thompson",6600,"Por@GS 10:30PM ET",32.321,"GS"
"PG","Dennis Schroder",6600,"Atl@Orl 07:00PM ET",32.007,"Atl"
"PF/C","Serge Ibaka",6500,"Atl@Orl 07:00PM ET",30.771,"Orl"
"PG","Derrick Rose",6400,"Mil@NY 07:30PM ET",30.583,"NY"
"C","Nikola Vucevic",6300,"Atl@Orl 07:00PM ET",33.977,"Orl"
"SG/SF","Josh Richardson",6200,"Mia@Sac 10:30PM ET",22.750,"Mia"
"SG","Dwyane Wade",6200,"Chi@Cle 08:00PM ET",33.109,"Chi"
"SG/SF","Evan Fournier",6000,"Atl@Orl 07:00PM ET",28.742,"Orl"
"SF","Rudy Gay",6000,"Mia@Sac 10:30PM ET",34.740,"Sac"
"PG","Elfrid Payton",5900,"Atl@Orl 07:00PM ET",27.854,"Orl"
"C","Mason Plumlee",5700,"Por@GS 10:30PM ET",29.889,"Por"
"SF/PF","James Johnson",5700,"Mia@Sac 10:30PM ET",24.185,"Mia"
"PG","Tyler Johnson",5600,"Mia@Sac 10:30PM ET",27.947,"Mia"
"PF/C","Zach Randolph",5600,"Mem@LAC 10:30PM ET",26.750,"Mem"
"SG","Victor Oladipo",5500,"OKC@Cha 07:00PM ET",28.471,"OKC"
"PG","Rajon Rondo",5500,"Chi@Cle 08:00PM ET",28.422,"Chi"
"C","Steven Adams",5300,"OKC@Cha 07:00PM ET",26.729,"OKC"
"PG/SG","Malcolm Brogdon",5300,"Mil@NY 07:30PM ET",18.894,"Mil"
"C","Enes Kanter",5200,"OKC@Cha 07:00PM ET",24.150,"OKC"
"SF/PF","Justise Winslow",5200,"Mia@Sac 10:30PM ET",25.833,"Mia"
"C","Joakim Noah",5000,"Mil@NY 07:30PM ET",22.625,"NY"
"SG","J.J. Redick",5000,"Mem@LAC 10:30PM ET",21.007,"LAC"
"SG","Tony Allen",5000,"Mem@LAC 10:30PM ET",22.142,"Mem"
