"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF/C","DeMarcus Cousins",11400,"Sac@Den 09:00PM ET",52.953,"Sac"
"PG","John Wall",10600,"Was@Dal 08:30PM ET",49.121,"Was"
"PF/C","Karl-Anthony Towns",9900,"Min@Phi 07:00PM ET",44.566,"Min"
"SF","Kawhi Leonard",8500,"Tor@SA 08:30PM ET",41.352,"SA"
"PG","Kyle Lowry",8400,"Tor@SA 08:30PM ET",43.644,"Tor"
"C","Marc Gasol",8400,"Mem@LAL 10:30PM ET",38.331,"Mem"
"SG","DeMar DeRozan",8100,"Tor@SA 08:30PM ET",41.856,"Tor"
"SF","Gordon Hayward",8000,"Uta@Bos 07:30PM ET",38.491,"Uta"
"C","Hassan Whiteside",8000,"Mia@Pho 09:00PM ET",42.316,"Mia"
"SF/PF","Paul George",7900,"Ind@Det 07:30PM ET",39.009,"Ind"
"PG","Eric Bledsoe",7700,"Mia@Pho 09:00PM ET",38.221,"Pho"
"PF/C","LaMarcus Aldridge",7600,"Tor@SA 08:30PM ET",32.556,"SA"
"PF/C","Joel Embiid",7500,"Min@Phi 07:00PM ET",36.330,"Phi"
"PG","Isaiah Thomas",7400,"Uta@Bos 07:30PM ET",42.358,"Bos"
"C","Rudy Gobert",7300,"Uta@Bos 07:30PM ET",35.721,"Uta"
"C","Andre Drummond",7300,"Ind@Det 07:30PM ET",37.971,"Det"
"SF","Andrew Wiggins",7200,"Min@Phi 07:00PM ET",32.721,"Min"
"PG","Jeff Teague",7100,"Ind@Det 07:30PM ET",35.650,"Ind"
"PG","Goran Dragic",7000,"Mia@Pho 09:00PM ET",35.167,"Mia"
"C","Nikola Jokic",6900,"Sac@Den 09:00PM ET",30.315,"Den"
"SF/PF","Harrison Barnes",6700,"Was@Dal 08:30PM ET",31.368,"Dal"
"SG","Bradley Beal",6600,"Was@Dal 08:30PM ET",33.871,"Was"
"SG","Zach LaVine",6600,"Min@Phi 07:00PM ET",31.795,"Min"
"C","Myles Turner",6500,"Ind@Det 07:30PM ET",32.221,"Ind"
"C","Marcin Gortat",6500,"Was@Dal 08:30PM ET",32.068,"Was"
"PG","Mike Conley",6500,"Mem@LAL 10:30PM ET",34.813,"Mem"
"PG","George Hill",6400,"Uta@Bos 07:30PM ET",32.808,"Uta"
"PF/C","Julius Randle",6400,"Mem@LAL 10:30PM ET",31.359,"LAL"
"SF/PF","Otto Porter",6300,"Was@Dal 08:30PM ET",29.386,"Was"
"SG","Devin Booker",6300,"Mia@Pho 09:00PM ET",29.044,"Pho"
"C","Al Horford",6200,"Uta@Bos 07:30PM ET",36.344,"Bos"
"SF/PF","Tobias Harris",6200,"Ind@Det 07:30PM ET",27.958,"Det"
"C","Pau Gasol",6100,"Tor@SA 08:30PM ET",29.406,"SA"
"SF","Rudy Gay",6000,"Sac@Den 09:00PM ET",34.740,"Sac"
"PG","Reggie Jackson",6000,"Ind@Det 07:30PM ET",26.950,"Det"
"SG/SF","Josh Richardson",6000,"Mia@Pho 09:00PM ET",22.660,"Mia"
"SG","Avery Bradley",5900,"Uta@Bos 07:30PM ET",33.962,"Bos"
"SF","Danilo Gallinari",5900,"Sac@Den 09:00PM ET",28.863,"Den"
"PG","Deron Williams",5800,"Was@Dal 08:30PM ET",27.779,"Dal"
"PG","Ricky Rubio",5800,"Min@Phi 07:00PM ET",26.017,"Min"
"PF/C","Gorgui Dieng",5700,"Min@Phi 07:00PM ET",27.294,"Min"
"PG","Tyler Johnson",5700,"Mia@Pho 09:00PM ET",27.947,"Mia"
"SF/PF","Wilson Chandler",5600,"Sac@Den 09:00PM ET",30.137,"Den"
"SG","Kentavious Caldwell-Pope",5600,"Ind@Det 07:30PM ET",26.914,"Det"
"SG","Wesley Matthews",5600,"Was@Dal 08:30PM ET",26.864,"Dal"
"PF/C","Zach Randolph",5600,"Mem@LAL 10:30PM ET",26.767,"Mem"
"SG/SF","Will Barton",5500,"Sac@Den 09:00PM ET",26.523,"Den"
"PF","Thaddeus Young",5500,"Ind@Det 07:30PM ET",25.450,"Ind"
"SF/PF","James Johnson",5500,"Mia@Pho 09:00PM ET",24.185,"Mia"
"SF/PF","Justise Winslow",5400,"Mia@Pho 09:00PM ET",25.722,"Mia"
"PG","D'Angelo Russell",5400,"Mem@LAL 10:30PM ET",28.760,"LAL"
"PF","Ersan Ilyasova",5300,"Min@Phi 07:00PM ET",26.352,"Phi"
"SF/PF","Markieff Morris",5200,"Was@Dal 08:30PM ET",25.563,"Was"
"SF","Robert Covington",5200,"Min@Phi 07:00PM ET",23.750,"Phi"
"SF","T.J. Warren",5000,"Mia@Pho 09:00PM ET",25.148,"Pho"
"SG","Tony Allen",5000,"Mem@LAL 10:30PM ET",22.319,"Mem"
"SF","Luol Deng",5000,"Mem@LAL 10:30PM ET",20.493,"LAL"
"PG","Shelvin Mack",4900,"Uta@Bos 07:30PM ET",17.193,"Uta"
"SF","Jae Crowder",4900,"Uta@Bos 07:30PM ET",26.212,"Bos"
"PF/C","Derrick Favors",4900,"Uta@Bos 07:30PM ET",19.838,"Uta"
"PG","Andrew Harrison",4900,"Mem@LAL 10:30PM ET",18.493,"Mem"
"SG","Lou Williams",4900,"Mem@LAL 10:30PM ET",28.669,"LAL"
"SG","Rodney Hood",4800,"Uta@Bos 07:30PM ET",23.692,"Uta"
"PF","Jon Leuer",4800,"Ind@Det 07:30PM ET",23.350,"Det"
"PG","Tony Parker",4800,"Tor@SA 08:30PM ET",20.440,"SA"
"C","Jonas Valanciunas",4800,"Tor@SA 08:30PM ET",27.565,"Tor"
"SG","Dion Waiters",4800,"Mia@Pho 09:00PM ET",27.078,"Mia"
"PF","JaMychal Green",4800,"Mem@LAL 10:30PM ET",23.764,"Mem"
"PG","Emmanuel Mudiay",4700,"Sac@Den 09:00PM ET",24.871,"Den"
"SG","Gary Harris",4700,"Sac@Den 09:00PM ET",23.214,"Den"
"PG","Sergio Rodriguez",4700,"Min@Phi 07:00PM ET",24.125,"Phi"
"C","Tyson Chandler",4600,"Mia@Pho 09:00PM ET",23.991,"Pho"
"PG","Darren Collison",4500,"Sac@Den 09:00PM ET",22.350,"Sac"
"PF/C","Kenneth Faried",4500,"Sac@Den 09:00PM ET",23.547,"Den"
"C","Jahlil Okafor",4500,"Min@Phi 07:00PM ET",21.028,"Phi"
"SG/SF","Marcus Smart",4400,"Uta@Bos 07:30PM ET",23.871,"Bos"
"PG","T.J. McConnell",4300,"Min@Phi 07:00PM ET",16.828,"Phi"
"PG/SG","Jordan Clarkson",4300,"Mem@LAL 10:30PM ET",23.203,"LAL"
"SF/PF","Matt Barnes",4200,"Sac@Den 09:00PM ET",19.339,"Sac"
"SF","Marcus Morris",4200,"Ind@Det 07:30PM ET",23.050,"Det"
"SG","Seth Curry",4200,"Was@Dal 08:30PM ET",20.308,"Dal"
"SF/PF","Dario Saric",4200,"Min@Phi 07:00PM ET",20.672,"Phi"
"PG/SG","Brandon Knight",4200,"Mia@Pho 09:00PM ET",20.586,"Pho"
"PF","Dirk Nowitzki",4100,"Was@Dal 08:30PM ET",21.722,"Dal"
"SF","Wayne Ellington",4100,"Mia@Pho 09:00PM ET",20.117,"Mia"
"SG","Nick Young",4100,"Mem@LAL 10:30PM ET",22.158,"LAL"
"SG/SF","Joe Ingles",4000,"Uta@Bos 07:30PM ET",14.721,"Uta"
"PG","Ty Lawson",4000,"Sac@Den 09:00PM ET",19.667,"Sac"
"PG","J.J. Barea",4000,"Was@Dal 08:30PM ET",27.932,"Dal"
"SG/SF","Norman Powell",4000,"Tor@SA 08:30PM ET",11.810,"Tor"
"SG","Manu Ginobili",4000,"Tor@SA 08:30PM ET",18.643,"SA"
"SF","Kelly Oubre Jr.",3900,"Was@Dal 08:30PM ET",12.726,"Was"
"PF/C","Dwight Powell",3900,"Was@Dal 08:30PM ET",18.831,"Dal"
"C","Nerlens Noel",3900,"Min@Phi 07:00PM ET",12.214,"Phi"
"SG","Danny Green",3900,"Tor@SA 08:30PM ET",17.808,"SA"
"C","Willie Reed",3900,"Mia@Pho 09:00PM ET",10.620,"Mia"
"PF/C","Amir Johnson",3800,"Uta@Bos 07:30PM ET",16.838,"Bos"
"PF","Richaun Holmes",3800,"Min@Phi 07:00PM ET",16.393,"Phi"
"SG/SF","Jonathon Simmons",3800,"Tor@SA 08:30PM ET",13.103,"SA"
"PF","Patrick Patterson",3800,"Tor@SA 08:30PM ET",19.669,"Tor"
"PF","Anthony Tolliver",3700,"Sac@Den 09:00PM ET",12.524,"Sac"
"SG","Monta Ellis",3700,"Ind@Det 07:30PM ET",20.620,"Ind"
"SF","C.J. Miles",3700,"Ind@Det 07:30PM ET",18.862,"Ind"
"PG","Patty Mills",3700,"Tor@SA 08:30PM ET",20.176,"SA"
"SG/SF","Terrence Ross",3700,"Tor@SA 08:30PM ET",18.063,"Tor"
"SF","P.J. Tucker",3700,"Mia@Pho 09:00PM ET",17.650,"Pho"
"PG/SG","Garrett Temple",3600,"Sac@Den 09:00PM ET",16.803,"Sac"
"SG/SF","Glenn Robinson III",3600,"Ind@Det 07:30PM ET",13.697,"Ind"
"C","Andrew Bogut",3600,"Was@Dal 08:30PM ET",21.264,"Dal"
"SG","Nik Stauskas",3600,"Min@Phi 07:00PM ET",17.225,"Phi"
"SF/PF","DeMarre Carroll",3600,"Tor@SA 08:30PM ET",18.464,"Tor"
"PF","David Lee",3600,"Tor@SA 08:30PM ET",16.265,"SA"
"C","Alex Len",3600,"Mia@Pho 09:00PM ET",21.811,"Pho"
"C","Kosta Koufos",3500,"Sac@Den 09:00PM ET",15.621,"Sac"
"C","Aron Baynes",3500,"Ind@Det 07:30PM ET",10.799,"Det"
"SG","Marcus Thornton",3500,"Was@Dal 08:30PM ET",13.016,"Was"
"PG","Cory Joseph",3500,"Tor@SA 08:30PM ET",17.898,"Tor"
"C","Dewayne Dedmon",3500,"Tor@SA 08:30PM ET",14.545,"SA"
"C","Lucas Nogueira",3500,"Tor@SA 08:30PM ET",16.702,"Tor"
"SF/PF","Larry Nance Jr.",3500,"Mem@LAL 10:30PM ET",19.214,"LAL"
"SF","James Ennis III",3500,"Mem@LAL 10:30PM ET",17.841,"Mem"
"PF/C","Kelly Olynyk",3400,"Uta@Bos 07:30PM ET",17.643,"Bos"
"PF","Trey Lyles",3400,"Uta@Bos 07:30PM ET",17.500,"Uta"
"PG","Tomas Satoransky",3400,"Was@Dal 08:30PM ET",8.826,"Was"
"C","Cole Aldrich",3400,"Min@Phi 07:00PM ET",10.158,"Min"
"SF","Chandler Parsons",3400,"Mem@LAL 10:30PM ET",11.659,"Mem"
"PF","Thomas Robinson",3400,"Mem@LAL 10:30PM ET",12.271,"LAL"
"PG","Jameer Nelson",3300,"Sac@Den 09:00PM ET",18.868,"Den"
"SF/PF","Omri Casspi",3300,"Sac@Den 09:00PM ET",14.026,"Sac"
"C","Al Jefferson",3300,"Ind@Det 07:30PM ET",15.936,"Ind"
"SG","Sheldon McClellan",3300,"Was@Dal 08:30PM ET",8.318,"Was"
"SF/PF","Dragan Bender",3300,"Mia@Pho 09:00PM ET",7.920,"Pho"
"C","Timofey Mozgov",3300,"Mem@LAL 10:30PM ET",16.222,"LAL"
"PG","Ish Smith",3200,"Ind@Det 07:30PM ET",22.042,"Det"
"SG/SF","Justin Anderson",3200,"Was@Dal 08:30PM ET",15.656,"Dal"
"PF/C","Jason Smith",3200,"Was@Dal 08:30PM ET",8.371,"Was"
"PG","Kris Dunn",3200,"Min@Phi 07:00PM ET",13.154,"Min"
"SG/SF","Shabazz Muhammad",3200,"Min@Phi 07:00PM ET",11.968,"Min"
"SG","Gerald Henderson",3200,"Min@Phi 07:00PM ET",16.750,"Phi"
"SG","Kyle Anderson",3200,"Tor@SA 08:30PM ET",9.300,"SA"
"PF","Jared Dudley",3200,"Mia@Pho 09:00PM ET",16.858,"Pho"
"SG/SF","Vince Carter",3200,"Mem@LAL 10:30PM ET",17.914,"Mem"
"SF","Brandon Ingram",3200,"Mem@LAL 10:30PM ET",16.608,"LAL"
"SG/SF","Joe Johnson",3100,"Uta@Bos 07:30PM ET",15.921,"Uta"
"PF","Jonas Jerebko",3100,"Uta@Bos 07:30PM ET",11.809,"Bos"
"PG/SG","Jamal Murray",3100,"Sac@Den 09:00PM ET",16.162,"Den"
"C","Jusuf Nurkic",3100,"Sac@Den 09:00PM ET",21.875,"Den"
"PG/SG","Rodney Stuckey",3100,"Ind@Det 07:30PM ET",15.794,"Ind"
"SF","Dorian Finney-Smith",3100,"Was@Dal 08:30PM ET",12.076,"Dal"
"PF","Pascal Siakam",3100,"Tor@SA 08:30PM ET",12.652,"Tor"
"PF","Marquese Chriss",3100,"Mia@Pho 09:00PM ET",13.364,"Pho"
"SG","Troy Daniels",3100,"Mem@LAL 10:30PM ET",15.370,"Mem"
"PG","Raul Neto",3000,"Uta@Bos 07:30PM ET",5.329,"Uta"
"PG","Demetrius Jackson",3000,"Uta@Bos 07:30PM ET",5.000,"Bos"
"PG","Terry Rozier",3000,"Uta@Bos 07:30PM ET",14.371,"Bos"
"PG","Dante Exum",3000,"Uta@Bos 07:30PM ET",12.446,"Uta"
"SG","Gerald Green",3000,"Uta@Bos 07:30PM ET",10.412,"Bos"
"SG","Alec Burks",3000,"Uta@Bos 07:30PM ET",-0.500,"Uta"
"SG","James Young",3000,"Uta@Bos 07:30PM ET",3.523,"Bos"
"SF","Jaylen Brown",3000,"Uta@Bos 07:30PM ET",9.294,"Bos"
"PF/C","Boris Diaw",3000,"Uta@Bos 07:30PM ET",10.981,"Uta"
"PF","Joel Bolomboy",3000,"Uta@Bos 07:30PM ET",2.833,"Uta"
"PF","Jordan Mickey",3000,"Uta@Bos 07:30PM ET",5.306,"Bos"
"C","Jeff Withey",3000,"Uta@Bos 07:30PM ET",7.948,"Uta"
"C","Tyler Zeller",3000,"Uta@Bos 07:30PM ET",10.454,"Bos"
"PG","Malik Beasley",3000,"Sac@Den 09:00PM ET",4.611,"Den"
"SG","Mike Miller",3000,"Sac@Den 09:00PM ET",5.250,"Den"
"SG","Arron Afflalo",3000,"Sac@Den 09:00PM ET",12.308,"Sac"
"SG","Ben McLemore",3000,"Sac@Den 09:00PM ET",9.824,"Sac"
"SG","Malachi Richardson",3000,"Sac@Den 09:00PM ET",5.700,"Sac"
"SF","Alonzo Gee",3000,"Sac@Den 09:00PM ET",3.938,"Den"
"PF","Darrell Arthur",3000,"Sac@Den 09:00PM ET",9.375,"Den"
"PF","Skal Labissiere",3000,"Sac@Den 09:00PM ET",4.625,"Sac"
"PF","Juancho Hernangomez",3000,"Sac@Den 09:00PM ET",8.380,"Den"
"C","Willie Cauley-Stein",3000,"Sac@Den 09:00PM ET",9.328,"Sac"
"C","Georgios Papagiannis",3000,"Sac@Den 09:00PM ET",1.375,"Sac"
"PG","Aaron Brooks",3000,"Ind@Det 07:30PM ET",12.156,"Ind"
"PG","Beno Udrih",3000,"Ind@Det 07:30PM ET",13.635,"Det"
"SG/SF","Stanley Johnson",3000,"Ind@Det 07:30PM ET",9.883,"Det"
"SG","Joe Young",3000,"Ind@Det 07:30PM ET",5.221,"Ind"
"SG","Darrun Hilliard",3000,"Ind@Det 07:30PM ET",6.845,"Det"
"SF","Reggie Bullock",3000,"Ind@Det 07:30PM ET",7.563,"Det"
"SF","Michael Gbinije",3000,"Ind@Det 07:30PM ET",1.344,"Det"
"PF","Lavoy Allen",3000,"Ind@Det 07:30PM ET",7.054,"Ind"
"PF","Rakeem Christmas",3000,"Ind@Det 07:30PM ET",3.417,"Ind"
"PF","Georges Niang",3000,"Ind@Det 07:30PM ET",2.400,"Ind"
"PF","Henry Ellenson",3000,"Ind@Det 07:30PM ET",2.250,"Det"
"C","Kevin Seraphin",3000,"Ind@Det 07:30PM ET",9.208,"Ind"
"C","Boban Marjanovic",3000,"Ind@Det 07:30PM ET",5.654,"Det"
"PG","Devin Harris",3000,"Was@Dal 08:30PM ET",9.569,"Dal"
"PG","Pierre Jackson",3000,"Was@Dal 08:30PM ET",12.250,"Dal"
"PG","Trey Burke",3000,"Was@Dal 08:30PM ET",8.336,"Was"
"SG","Danuel House",3000,"Was@Dal 08:30PM ET",1.250,"Was"
"SG","Nicolas Brussino",3000,"Was@Dal 08:30PM ET",5.100,"Dal"
"C","Ian Mahinmi",3000,"Was@Dal 08:30PM ET",5.250,"Was"
"C","Andrew Nicholson",3000,"Was@Dal 08:30PM ET",5.891,"Was"
"C","Salah Mejri",3000,"Was@Dal 08:30PM ET",11.358,"Dal"
"C","A.J. Hammons",3000,"Was@Dal 08:30PM ET",3.794,"Dal"
"C","Daniel Ochefu",3000,"Was@Dal 08:30PM ET",2.875,"Was"
"PG","John Lucas III",3000,"Min@Phi 07:00PM ET",1.500,"Min"
"PG","Jerryd Bayless",3000,"Min@Phi 07:00PM ET",21.333,"Phi"
"PG","Tyus Jones",3000,"Min@Phi 07:00PM ET",9.000,"Min"
"PG","Ben Simmons",3000,"Min@Phi 07:00PM ET",0,"Phi"
"SG/SF","Hollis Thompson",3000,"Min@Phi 07:00PM ET",12.025,"Phi"
"SG","Brandon Rush",3000,"Min@Phi 07:00PM ET",4.773,"Min"
"SG","Timothe Luwawu-Cabarrot",3000,"Min@Phi 07:00PM ET",4.525,"Phi"
"SF/PF","Nemanja Bjelica",3000,"Min@Phi 07:00PM ET",13.398,"Min"
"PF","Jordan Hill",3000,"Min@Phi 07:00PM ET",5.350,"Min"
"PF","Adreian Payne",3000,"Min@Phi 07:00PM ET",9.000,"Min"
