"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF/C","Karl-Anthony Towns",9400,"Por@Min 07:00PM ET",44.697,"Min"
"PG","Kyle Lowry",8800,"Tor@LAL 09:30PM ET",43.016,"Tor"
"SG","DeMar DeRozan",8500,"Tor@LAL 09:30PM ET",41.906,"Tor"
"C","Hassan Whiteside",8400,"Det@Mia 06:00PM ET",42.316,"Mia"
"PG/SG","C.J. McCollum",8300,"Por@Min 07:00PM ET",35.371,"Por"
"SF","Kawhi Leonard",8200,"SA@Atl 06:00PM ET",41.879,"SA"
"PG","Damian Lillard",8000,"Por@Min 07:00PM ET",44.398,"Por"
"SF/PF","Paul George",7800,"Orl@Ind 06:00PM ET",39.315,"Ind"
"PF/C","LaMarcus Aldridge",7400,"SA@Atl 06:00PM ET",31.867,"SA"
"C","Dwight Howard",7200,"SA@Atl 06:00PM ET",37.603,"Atl"
"PG","Jeff Teague",7100,"Orl@Ind 06:00PM ET",35.765,"Ind"
"PF","Paul Millsap",7000,"SA@Atl 06:00PM ET",37.833,"Atl"
"PG","Goran Dragic",6900,"Det@Mia 06:00PM ET",35.167,"Mia"
"SF","Andrew Wiggins",6800,"Por@Min 07:00PM ET",32.750,"Min"
"C","Andre Drummond",6800,"Det@Mia 06:00PM ET",37.456,"Det"
"PF/C","Julius Randle",6600,"Tor@LAL 09:30PM ET",30.944,"LAL"
"PF/C","Serge Ibaka",6400,"Orl@Ind 06:00PM ET",30.757,"Orl"
"PG","Dennis Schroder",6300,"SA@Atl 06:00PM ET",31.902,"Atl"
"SG","Zach LaVine",6300,"Por@Min 07:00PM ET",32.156,"Min"
"C","Myles Turner",6300,"Orl@Ind 06:00PM ET",31.742,"Ind"
"C","Pau Gasol",6200,"SA@Atl 06:00PM ET",29.218,"SA"
"C","Nikola Vucevic",6100,"Orl@Ind 06:00PM ET",33.508,"Orl"
"SF/PF","Tobias Harris",6000,"Det@Mia 06:00PM ET",27.793,"Det"
"SG/SF","Evan Fournier",6000,"Orl@Ind 06:00PM ET",28.742,"Orl"
"PG","Ricky Rubio",5800,"Por@Min 07:00PM ET",26.446,"Min"
"PG","Reggie Jackson",5800,"Det@Mia 06:00PM ET",26.232,"Det"
"PG","Elfrid Payton",5800,"Orl@Ind 06:00PM ET",27.713,"Orl"
"C","Mason Plumlee",5700,"Por@Min 07:00PM ET",29.800,"Por"
"SG/SF","Josh Richardson",5700,"Det@Mia 06:00PM ET",22.302,"Mia"
"PF","Thaddeus Young",5600,"Orl@Ind 06:00PM ET",25.647,"Ind"
"PF/C","Gorgui Dieng",5500,"Por@Min 07:00PM ET",27.220,"Min"
"SF/PF","Justise Winslow",5500,"Det@Mia 06:00PM ET",25.722,"Mia"
"PG","Tyler Johnson",5400,"Det@Mia 06:00PM ET",28.016,"Mia"
"SG","Kentavious Caldwell-Pope",5400,"Det@Mia 06:00PM ET",26.441,"Det"
"PG","D'Angelo Russell",5400,"Tor@LAL 09:30PM ET",28.033,"LAL"
"SF/PF","James Johnson",5300,"Det@Mia 06:00PM ET",23.733,"Mia"
"SF","Luol Deng",5300,"Tor@LAL 09:30PM ET",20.819,"LAL"
"SG","Lou Williams",5200,"Tor@LAL 09:30PM ET",29.174,"LAL"
"C","Jonas Valanciunas",5100,"Tor@LAL 09:30PM ET",27.467,"Tor"
"SG/SF","Evan Turner",4900,"Por@Min 07:00PM ET",20.828,"Por"
"PF","Jon Leuer",4900,"Det@Mia 06:00PM ET",23.750,"Det"
"SG","Dion Waiters",4800,"Det@Mia 06:00PM ET",27.078,"Mia"
"SF","Maurice Harkless",4700,"Por@Min 07:00PM ET",23.794,"Por"
"SF/PF","Aaron Gordon",4700,"Orl@Ind 06:00PM ET",20.941,"Orl"
"PG","Tony Parker",4600,"SA@Atl 06:00PM ET",19.844,"SA"
"SG","Jodie Meeks",4600,"Orl@Ind 06:00PM ET",15.393,"Orl"
"PG/SG","Jordan Clarkson",4500,"Tor@LAL 09:30PM ET",23.729,"LAL"
"PF","Al-Farouq Aminu",4400,"Por@Min 07:00PM ET",18.722,"Por"
"SF","Marcus Morris",4400,"Det@Mia 06:00PM ET",23.309,"Det"
"SG/SF","Norman Powell",4400,"Tor@LAL 09:30PM ET",12.018,"Tor"
"SG/SF","Allen Crabbe",4200,"Por@Min 07:00PM ET",17.307,"Por"
"C","Bismack Biyombo",4200,"Orl@Ind 06:00PM ET",21.394,"Orl"
"SG","Nick Young",4200,"Tor@LAL 09:30PM ET",21.716,"LAL"
"SG/SF","Kent Bazemore",4000,"SA@Atl 06:00PM ET",21.919,"Atl"
"SG","Manu Ginobili",4000,"SA@Atl 06:00PM ET",18.509,"SA"
"SG/SF","Jonathon Simmons",3900,"SA@Atl 06:00PM ET",13.189,"SA"
"SG","Danny Green",3900,"SA@Atl 06:00PM ET",17.620,"SA"
"PF","Patrick Patterson",3900,"Tor@LAL 09:30PM ET",19.669,"Tor"
"PG","Patty Mills",3800,"SA@Atl 06:00PM ET",20.485,"SA"
"SF","Thabo Sefolosha",3800,"SA@Atl 06:00PM ET",21.192,"Atl"
"SF","C.J. Miles",3800,"Orl@Ind 06:00PM ET",19.143,"Ind"
"SG/SF","Terrence Ross",3800,"Tor@LAL 09:30PM ET",18.056,"Tor"
"SF/PF","DeMarre Carroll",3800,"Tor@LAL 09:30PM ET",18.907,"Tor"
"SG","Kyle Korver",3700,"SA@Atl 06:00PM ET",18.542,"Atl"
"PF","David Lee",3700,"SA@Atl 06:00PM ET",16.280,"SA"
"C","Aron Baynes",3700,"Det@Mia 06:00PM ET",10.921,"Det"
"SG","Monta Ellis",3700,"Orl@Ind 06:00PM ET",20.683,"Ind"
"C","Lucas Nogueira",3700,"Tor@LAL 09:30PM ET",16.890,"Tor"
"C","Dewayne Dedmon",3600,"SA@Atl 06:00PM ET",15.009,"SA"
"C","Cole Aldrich",3600,"Por@Min 07:00PM ET",10.112,"Min"
"C","Willie Reed",3600,"Det@Mia 06:00PM ET",10.587,"Mia"
"SG/SF","Glenn Robinson III",3600,"Orl@Ind 06:00PM ET",13.484,"Ind"
"PG","Cory Joseph",3600,"Tor@LAL 09:30PM ET",17.823,"Tor"
"PF/C","Mike Muscala",3500,"SA@Atl 06:00PM ET",17.447,"Atl"
"SF","Wayne Ellington",3500,"Det@Mia 06:00PM ET",19.446,"Mia"
"SF/PF","Larry Nance Jr.",3500,"Tor@LAL 09:30PM ET",19.214,"LAL"
"PG","D.J. Augustin",3400,"Orl@Ind 06:00PM ET",16.346,"Orl"
"C","Timofey Mozgov",3400,"Tor@LAL 09:30PM ET",16.307,"LAL"
"SG/SF","Tim Hardaway Jr.",3300,"SA@Atl 06:00PM ET",16.935,"Atl"
"SG","Kyle Anderson",3300,"SA@Atl 06:00PM ET",9.543,"SA"
"PG","Ish Smith",3300,"Det@Mia 06:00PM ET",22.386,"Det"
"C","Al Jefferson",3300,"Orl@Ind 06:00PM ET",15.853,"Ind"
"SF","Brandon Ingram",3300,"Tor@LAL 09:30PM ET",16.715,"LAL"
"PG/SG","Rodney Stuckey",3200,"Orl@Ind 06:00PM ET",15.794,"Ind"
"SF/PF","Jeff Green",3200,"Orl@Ind 06:00PM ET",15.879,"Orl"
"PF","Thomas Robinson",3200,"Tor@LAL 09:30PM ET",11.598,"LAL"
"C","Kris Humphries",3100,"SA@Atl 06:00PM ET",10.448,"Atl"
"SG/SF","Shabazz Muhammad",3100,"Por@Min 07:00PM ET",11.650,"Min"
"SF/PF","Nemanja Bjelica",3100,"Por@Min 07:00PM ET",13.476,"Min"
"PF/C","Meyers Leonard",3100,"Por@Min 07:00PM ET",11.977,"Por"
"PG","Malcolm Delaney",3000,"SA@Atl 06:00PM ET",11.720,"Atl"
"PG","Bryn Forbes",3000,"SA@Atl 06:00PM ET",1.462,"SA"
"PG","Dejounte Murray",3000,"SA@Atl 06:00PM ET",4.453,"SA"
"SF/PF","Davis Bertans",3000,"SA@Atl 06:00PM ET",5.981,"SA"
"SF","Ryan Kelly",3000,"SA@Atl 06:00PM ET",4.667,"Atl"
"SF","Taurean Prince",3000,"SA@Atl 06:00PM ET",7.850,"Atl"
"SF","DeAndre' Bembry",3000,"SA@Atl 06:00PM ET",4.136,"Atl"
"PF","Mike Scott",3000,"SA@Atl 06:00PM ET",9.679,"Atl"
"C","Tiago Splitter",3000,"SA@Atl 06:00PM ET",0,"Atl"
"PG","John Lucas III",3000,"Por@Min 07:00PM ET",1.500,"Min"
"PG","Shabazz Napier",3000,"Por@Min 07:00PM ET",7.625,"Por"
"PG","Kris Dunn",3000,"Por@Min 07:00PM ET",12.697,"Min"
"PG","Tim Quarterman",3000,"Por@Min 07:00PM ET",3.250,"Por"
"PG","Tyus Jones",3000,"Por@Min 07:00PM ET",9.450,"Min"
"SG","Brandon Rush",3000,"Por@Min 07:00PM ET",4.773,"Min"
"SF","Pat Connaughton",3000,"Por@Min 07:00PM ET",3.267,"Por"
"PF","Jordan Hill",3000,"Por@Min 07:00PM ET",5.350,"Min"
"PF","Adreian Payne",3000,"Por@Min 07:00PM ET",9.000,"Min"
"PF","Jake Layman",3000,"Por@Min 07:00PM ET",4.474,"Por"
"PF","Noah Vonleh",3000,"Por@Min 07:00PM ET",9.223,"Por"
"C","Festus Ezeli",3000,"Por@Min 07:00PM ET",0,"Por"
"C","Nikola Pekovic",3000,"Por@Min 07:00PM ET",0,"Min"
"C","Ed Davis",3000,"Por@Min 07:00PM ET",13.081,"Por"
"PG","Beno Udrih",3000,"Det@Mia 06:00PM ET",13.635,"Det"
"SG/SF","Stanley Johnson",3000,"Det@Mia 06:00PM ET",10.032,"Det"
"SG","Rodney McGruder",3000,"Det@Mia 06:00PM ET",14.267,"Mia"
