"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF/C","Anthony Davis",11800,"NO@Bkn 07:30PM ET",55.426,"NO"
"SF","Kevin Durant",9700,"Det@GS 10:30PM ET",49.788,"GS"
"SG/SF","Jimmy Butler",9300,"Chi@NY 08:00PM ET",44.053,"Chi"
"PG","Stephen Curry",8800,"Det@GS 10:30PM ET",43.218,"GS"
"SF","Kawhi Leonard",8600,"LAL@SA 08:30PM ET",41.528,"SA"
"PF/C","Draymond Green",7600,"Det@GS 10:30PM ET",39.514,"GS"
"C","Andre Drummond",7500,"Det@GS 10:30PM ET",38.667,"Det"
"SF","Carmelo Anthony",7300,"Chi@NY 08:00PM ET",37.158,"NY"
"PF","Kristaps Porzingis",7200,"Chi@NY 08:00PM ET",36.826,"NY"
"PF/C","LaMarcus Aldridge",7100,"LAL@SA 08:30PM ET",33.154,"SA"
"PG","Eric Bledsoe",7100,"Dal@Pho 10:00PM ET",38.559,"Pho"
"PG","Jrue Holiday",7000,"NO@Bkn 07:30PM ET",32.323,"NO"
"PG","Reggie Jackson",6900,"Det@GS 10:30PM ET",29.684,"Det"
"SG","Dwyane Wade",6800,"Chi@NY 08:00PM ET",33.129,"Chi"
"SF/PF","Harrison Barnes",6700,"Dal@Pho 10:00PM ET",31.862,"Dal"
"PF/C","Julius Randle",6600,"LAL@SA 08:30PM ET",32.243,"LAL"
"SG","Klay Thompson",6500,"Det@GS 10:30PM ET",31.974,"GS"
"C","Brook Lopez",6400,"NO@Bkn 07:30PM ET",34.610,"Bkn"
"SF/PF","Tobias Harris",6300,"Det@GS 10:30PM ET",28.381,"Det"
"PG","D'Angelo Russell",6200,"LAL@SA 08:30PM ET",30.336,"LAL"
"SG","Devin Booker",6200,"Dal@Pho 10:00PM ET",29.561,"Pho"
"PG","Derrick Rose",6100,"Chi@NY 08:00PM ET",30.199,"NY"
"PF/C","Terrence Jones",6000,"NO@Bkn 07:30PM ET",22.291,"NO"
"C","Pau Gasol",6000,"LAL@SA 08:30PM ET",29.146,"SA"
"SG","Kentavious Caldwell-Pope",5900,"Det@GS 10:30PM ET",27.295,"Det"
"PF/C","Dirk Nowitzki",5800,"Dal@Pho 10:00PM ET",23.885,"Dal"
"PG","Deron Williams",5600,"Dal@Pho 10:00PM ET",27.708,"Dal"
