"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12500,"LAC@OKC 08:00PM ET",64.129,"OKC"
"PG/SG","James Harden",11900,"NY@Hou 08:00PM ET",59.449,"Hou"
"SF","LeBron James",10400,"Cle@Cha 07:00PM ET",52.304,"Cle"
"PG","Giannis Antetokounmpo",9800,"Mil@Chi 07:00PM ET",50.669,"Mil"
"PG","Chris Paul",9400,"LAC@OKC 08:00PM ET",43.927,"LAC"
"PF/C","Kevin Love",8700,"Cle@Cha 07:00PM ET",42.607,"Cle"
"SG/SF","Jimmy Butler",8600,"Mil@Chi 07:00PM ET",42.811,"Chi"
"SG/SF","Nicolas Batum",8000,"Cle@Cha 07:00PM ET",36.688,"Cha"
"SF","Gordon Hayward",8000,"Pho@Uta 08:00PM ET",38.173,"Uta"
"PG","Kyrie Irving",7900,"Cle@Cha 07:00PM ET",40.069,"Cle"
"PG","Kemba Walker",7800,"Cle@Cha 07:00PM ET",38.891,"Cha"
"PF/C","Blake Griffin",7700,"LAC@OKC 08:00PM ET",41.942,"LAC"
"PG","Eric Bledsoe",7300,"Pho@Uta 08:00PM ET",37.765,"Pho"
"C","Rudy Gobert",7300,"Pho@Uta 08:00PM ET",35.242,"Uta"
"C","DeAndre Jordan",7200,"LAC@OKC 08:00PM ET",33.893,"LAC"
"SF/PF","Jabari Parker",7200,"Mil@Chi 07:00PM ET",33.879,"Mil"
"PF","Kristaps Porzingis",7200,"NY@Hou 08:00PM ET",38.000,"NY"
"SF","Carmelo Anthony",7100,"NY@Hou 08:00PM ET",37.185,"NY"
"PG","Derrick Rose",6500,"NY@Hou 08:00PM ET",30.321,"NY"
"PG","George Hill",6500,"Pho@Uta 08:00PM ET",34.938,"Uta"
"SG","Dwyane Wade",6400,"Mil@Chi 07:00PM ET",33.379,"Chi"
"SG","Devin Booker",6000,"Pho@Uta 08:00PM ET",29.250,"Pho"
"PG","Rajon Rondo",5900,"Mil@Chi 07:00PM ET",28.422,"Chi"
"SG","Eric Gordon",5800,"NY@Hou 08:00PM ET",28.522,"Hou"
"PF","Ryan Anderson",5700,"NY@Hou 08:00PM ET",24.309,"Hou"
"PG","Patrick Beverley",5500,"NY@Hou 08:00PM ET",27.727,"Hou"
"SG","J.J. Redick",5400,"LAC@OKC 08:00PM ET",21.188,"LAC"
