"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","Russell Westbrook",12800,"OKC@NO 08:00PM ET",64.389,"OKC"
"PG/SG","James Harden",12300,"Hou@Bos 07:30PM ET",60.651,"Hou"
"PF/C","DeMarcus Cousins",10800,"Sac@Cle 07:00PM ET",52.924,"Sac"
"PG/SF","Giannis Antetokounmpo",10600,"Phi@Mil 08:00PM ET",50.105,"Mil"
"C","Anthony Davis",10400,"OKC@NO 08:00PM ET",54.439,"NO"
"SF","LeBron James",10000,"Sac@Cle 07:00PM ET",51.625,"Cle"
"SF","Kevin Durant",9400,"GS@Cha 08:00PM ET",50.028,"GS"
"PG","Isaiah Thomas",9300,"Hou@Bos 07:30PM ET",43.813,"Bos"
"SG/SF","Jimmy Butler",9100,"Atl@Chi 08:00PM ET",43.892,"Chi"
"PG","Kyle Lowry",8800,"Tor@Mem 08:00PM ET",42.955,"Tor"
"PG","Damian Lillard",8600,"LAL@Por 10:30PM ET",43.317,"Por"
"PG","Stephen Curry",8500,"GS@Cha 08:00PM ET",43.467,"GS"
"PG","Kyrie Irving",8200,"Sac@Cle 07:00PM ET",40.059,"Cle"
"C","Joel Embiid",8000,"Phi@Mil 08:00PM ET",38.375,"Phi"
"C","Hassan Whiteside",7900,"Mia@Bkn 07:30PM ET",41.634,"Mia"
"PG","Kemba Walker",7900,"GS@Cha 08:00PM ET",39.511,"Cha"
"PF","Paul Millsap",7800,"Atl@Chi 08:00PM ET",38.935,"Atl"
"PF/C","Kevin Love",7800,"Sac@Cle 07:00PM ET",40.500,"Cle"
"PG/SG","C.J. McCollum",7800,"LAL@Por 10:30PM ET",37.255,"Por"
"SG","DeMar DeRozan",7700,"Tor@Mem 08:00PM ET",42.170,"Tor"
"PG","Jrue Holiday",7600,"OKC@NO 08:00PM ET",32.975,"NO"
"PF/C","Draymond Green",7500,"GS@Cha 08:00PM ET",39.238,"GS"
"C","Marc Gasol",7500,"Tor@Mem 08:00PM ET",38.807,"Mem"
"SG/SF","Nicolas Batum",7400,"GS@Cha 08:00PM ET",35.839,"Cha"
"PG","Goran Dragic",7300,"Mia@Bkn 07:30PM ET",35.209,"Mia"
"SF","Carmelo Anthony",7300,"NY@Dal 08:30PM ET",37.617,"NY"
"SF/PF","Jabari Parker",7200,"Phi@Mil 08:00PM ET",35.097,"Mil"
"PG","Mike Conley",7200,"Tor@Mem 08:00PM ET",36.397,"Mem"
"PF/C","Terrence Jones",7100,"OKC@NO 08:00PM ET",24.331,"NO"
"C","Dwight Howard",7000,"Atl@Chi 08:00PM ET",35.900,"Atl"
"C","Al Horford",6800,"Hou@Bos 07:30PM ET",36.140,"Bos"
"PF","Julius Randle",6700,"LAL@Por 10:30PM ET",31.314,"LAL"
"SG/SF","Dion Waiters",6600,"Mia@Bkn 07:30PM ET",26.400,"Mia"
"PF","Kristaps Porzingis",6500,"NY@Dal 08:30PM ET",35.641,"NY"
"SG","Dwyane Wade",6400,"Atl@Chi 08:00PM ET",33.628,"Chi"
"C","Brook Lopez",6300,"Mia@Bkn 07:30PM ET",34.831,"Bkn"
"SG","Klay Thompson",6300,"GS@Cha 08:00PM ET",31.875,"GS"
"PG","Dennis Schroder",6200,"Atl@Chi 08:00PM ET",31.756,"Atl"
"SF/PF","Harrison Barnes",6200,"NY@Dal 08:30PM ET",31.131,"Dal"
"C","Mason Plumlee",6200,"LAL@Por 10:30PM ET",30.636,"Por"
"PG","Deron Williams",6100,"NY@Dal 08:30PM ET",28.743,"Dal"
"PG/SG","Marcus Smart",6000,"Hou@Bos 07:30PM ET",24.970,"Bos"
"PF","Ersan Ilyasova",6000,"Phi@Mil 08:00PM ET",27.116,"Phi"
"C","Jonas Valanciunas",6000,"Tor@Mem 08:00PM ET",28.105,"Tor"
"PG","Derrick Rose",6000,"NY@Dal 08:30PM ET",30.927,"NY"
"PG","D'Angelo Russell",6000,"LAL@Por 10:30PM ET",28.250,"LAL"
"PF","James Johnson",5900,"Mia@Bkn 07:30PM ET",25.356,"Mia"
"SG","Lou Williams",5800,"LAL@Por 10:30PM ET",27.677,"LAL"
"SG","Avery Bradley",5700,"Hou@Bos 07:30PM ET",33.458,"Bos"
"SF","Jae Crowder",5600,"Hou@Bos 07:30PM ET",26.403,"Bos"
"SF","Robert Covington",5600,"Phi@Mil 08:00PM ET",25.644,"Phi"
"SF/PF","Trevor Ariza",5500,"Hou@Bos 07:30PM ET",27.703,"Hou"
"PG","T.J. McConnell",5500,"Phi@Mil 08:00PM ET",19.417,"Phi"
"PF/C","Dirk Nowitzki",5500,"NY@Dal 08:30PM ET",24.987,"Dal"
"SG/SF","Tyreke Evans",5500,"OKC@NO 08:00PM ET",21.603,"NO"
"SG","Victor Oladipo",5500,"OKC@NO 08:00PM ET",28.451,"OKC"
"PF/C","Zach Randolph",5400,"Tor@Mem 08:00PM ET",27.865,"Mem"
"C","Enes Kanter",5400,"OKC@NO 08:00PM ET",26.267,"OKC"
"PG","Patrick Beverley",5300,"Hou@Bos 07:30PM ET",27.824,"Hou"
"SG","Eric Gordon",5300,"Hou@Bos 07:30PM ET",28.158,"Hou"
"PG","Tyler Johnson",5300,"Mia@Bkn 07:30PM ET",28.456,"Mia"
"SF","Michael Kidd-Gilchrist",5200,"GS@Cha 08:00PM ET",23.915,"Cha"
"PG/SG","Malcolm Brogdon",5100,"Phi@Mil 08:00PM ET",21.091,"Mil"
"C","Jahlil Okafor",5100,"Phi@Mil 08:00PM ET",21.177,"Phi"
"C","Cody Zeller",5100,"GS@Cha 08:00PM ET",24.375,"Cha"
"PG","Jeremy Lin",5000,"Mia@Bkn 07:30PM ET",30.146,"Bkn"
"PF/C","Taj Gibson",5000,"Atl@Chi 08:00PM ET",24.889,"Chi"
"C","Steven Adams",5000,"OKC@NO 08:00PM ET",26.890,"OKC"
"PF","Al-Farouq Aminu",5000,"LAL@Por 10:30PM ET",21.793,"Por"
"PG/SG","Jordan Clarkson",4900,"LAL@Por 10:30PM ET",23.042,"LAL"
"PF","Trevor Booker",4800,"Mia@Bkn 07:30PM ET",27.781,"Bkn"
"PF","Marvin Williams",4800,"GS@Cha 08:00PM ET",22.449,"Cha"
"C","Greg Monroe",4700,"Phi@Mil 08:00PM ET",25.395,"Mil"
"SG/SF","Kent Bazemore",4700,"Atl@Chi 08:00PM ET",21.808,"Atl"
"SG","Seth Curry",4700,"NY@Dal 08:30PM ET",20.094,"Dal"
"PF/C","Kelly Olynyk",4600,"Hou@Bos 07:30PM ET",19.007,"Bos"
"SG","Sean Kilpatrick",4600,"Mia@Bkn 07:30PM ET",24.831,"Bkn"
"SG/SF","Wesley Matthews",4600,"NY@Dal 08:30PM ET",26.023,"Dal"
"SF","Brandon Ingram",4600,"LAL@Por 10:30PM ET",17.958,"LAL"
"PF","Ryan Anderson",4500,"Hou@Bos 07:30PM ET",23.778,"Hou"
"SG/SF","Josh Richardson",4500,"Mia@Bkn 07:30PM ET",22.473,"Mia"
"C","Robin Lopez",4500,"Atl@Chi 08:00PM ET",22.587,"Chi"
"SG/SF","Terrence Ross",4500,"Tor@Mem 08:00PM ET",18.222,"Tor"
"SF","DeMarre Carroll",4500,"Tor@Mem 08:00PM ET",19.263,"Tor"
"PG/SG","Darren Collison",4500,"Sac@Cle 07:00PM ET",22.882,"Sac"
"SG/SF","Evan Turner",4500,"LAL@Por 10:30PM ET",21.279,"Por"
"PF","Nikola Mirotic",4400,"Atl@Chi 08:00PM ET",20.738,"Chi"
"SG","Tony Allen",4400,"Tor@Mem 08:00PM ET",22.314,"Mem"
"PF","JaMychal Green",4400,"Tor@Mem 08:00PM ET",22.989,"Mem"
"C","Tristan Thompson",4400,"Sac@Cle 07:00PM ET",23.733,"Cle"
"PF/C","Nerlens Noel",4300,"Phi@Mil 08:00PM ET",17.691,"Phi"
"C","Clint Capela",4200,"Hou@Bos 07:30PM ET",25.826,"Hou"
"SF/PF","Dario Saric",4200,"Phi@Mil 08:00PM ET",20.936,"Phi"
"PG","Michael Carter-Williams",4200,"Atl@Chi 08:00PM ET",18.681,"Chi"
"SG","Tim Hardaway Jr.",4200,"Atl@Chi 08:00PM ET",19.041,"Atl"
"SG","Nick Young",4200,"LAL@Por 10:30PM ET",20.872,"LAL"
"PG/SG","Matthew Dellavedova",4100,"Phi@Mil 08:00PM ET",19.628,"Mil"
"SG","Bojan Bogdanovic",4100,"Mia@Bkn 07:30PM ET",21.818,"Bkn"
"PG","Ty Lawson",4100,"Sac@Cle 07:00PM ET",20.464,"Sac"
"PF/C","Amir Johnson",4000,"Hou@Bos 07:30PM ET",16.855,"Bos"
"SG/SF","Caris LeVert",4000,"Mia@Bkn 07:30PM ET",14.978,"Bkn"
"SG","Jeremy Lamb",4000,"GS@Cha 08:00PM ET",18.536,"Cha"
