"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG/SG","James Harden",12200,"Hou@Orl 07:00PM ET",60.574,"Hou"
"PF/C","DeMarcus Cousins",10900,"LAC@Sac 10:30PM ET",52.221,"Sac"
"PG","Giannis Antetokounmpo",10700,"NY@Mil 08:00PM ET",51.566,"Mil"
"SF","LeBron James",10500,"Cle@Bkn 07:30PM ET",52.266,"Cle"
"PG","John Wall",10100,"Min@Was 07:00PM ET",49.164,"Was"
"PF/C","Karl-Anthony Towns",9600,"Min@Was 07:00PM ET",44.829,"Min"
"SF","Kevin Durant",9400,"Mem@GS 10:30PM ET",49.618,"GS"
"PG","Chris Paul",8900,"LAC@Sac 10:30PM ET",43.927,"LAC"
"PG","Stephen Curry",8500,"Mem@GS 10:30PM ET",42.403,"GS"
"PG","Isaiah Thomas",8300,"Phi@Bos 07:30PM ET",42.992,"Bos"
"PF/C","Kevin Love",8100,"Cle@Bkn 07:30PM ET",42.308,"Cle"
"C","Hassan Whiteside",8000,"Mia@LAL 10:30PM ET",42.316,"Mia"
"SF","Carmelo Anthony",7900,"NY@Mil 08:00PM ET",37.221,"NY"
"PG","Kyrie Irving",7800,"Cle@Bkn 07:30PM ET",40.069,"Cle"
"PF/C","Joel Embiid",7700,"Phi@Bos 07:30PM ET",36.685,"Phi"
"PF/C","Blake Griffin",7600,"LAC@Sac 10:30PM ET",41.942,"LAC"
"PF/C","Draymond Green",7500,"Mem@GS 10:30PM ET",39.765,"GS"
"C","Marc Gasol",7400,"Mem@GS 10:30PM ET",38.549,"Mem"
"PG","Goran Dragic",7400,"Mia@LAL 10:30PM ET",35.328,"Mia"
"SF/PF","Jabari Parker",7300,"NY@Mil 08:00PM ET",33.779,"Mil"
"PF/C","Julius Randle",7200,"Mia@LAL 10:30PM ET",32.316,"LAL"
"C","DeAndre Jordan",7100,"LAC@Sac 10:30PM ET",34.355,"LAC"
"PF","Kristaps Porzingis",7000,"NY@Mil 08:00PM ET",38.000,"NY"
"C","Al Horford",6900,"Phi@Bos 07:30PM ET",36.340,"Bos"
"SG","Bradley Beal",6900,"Min@Was 07:00PM ET",34.075,"Was"
"SF","Andrew Wiggins",6800,"Min@Was 07:00PM ET",32.321,"Min"
"SG","Zach LaVine",6700,"Min@Was 07:00PM ET",32.015,"Min"
"PG","Mike Conley",6600,"Mem@GS 10:30PM ET",34.942,"Mem"
"C","Brook Lopez",6500,"Cle@Bkn 07:30PM ET",35.194,"Bkn"
"SG","Klay Thompson",6400,"Mem@GS 10:30PM ET",32.222,"GS"
"PF/C","Serge Ibaka",6400,"Hou@Orl 07:00PM ET",30.622,"Orl"
"C","Nikola Vucevic",6300,"Hou@Orl 07:00PM ET",33.919,"Orl"
"C","Marcin Gortat",6200,"Min@Was 07:00PM ET",32.331,"Was"
"PG","D'Angelo Russell",6200,"Mia@LAL 10:30PM ET",29.183,"LAL"
"SG","Avery Bradley",6100,"Phi@Bos 07:30PM ET",33.559,"Bos"
"PF","Ersan Ilyasova",6000,"Phi@Bos 07:30PM ET",26.439,"Phi"
"PG","Derrick Rose",6000,"NY@Mil 08:00PM ET",30.395,"NY"
"SF/PF","Otto Porter",6000,"Min@Was 07:00PM ET",29.566,"Was"
"PG","Elfrid Payton",6000,"Hou@Orl 07:00PM ET",28.074,"Orl"
"SF","Rudy Gay",6000,"LAC@Sac 10:30PM ET",34.740,"Sac"
"SF","Trevor Ariza",5900,"Hou@Orl 07:00PM ET",27.953,"Hou"
"C","Greg Monroe",5800,"NY@Mil 08:00PM ET",25.235,"Mil"
"PF/C","Gorgui Dieng",5800,"Min@Was 07:00PM ET",27.364,"Min"
