avg_pts,date,fantasy_pts,fpts_diff,nickname,player_id,player_name,pos_main,salary,salary_change,salary_change_html,salary_diff,salary_diff_percentage
22.43,2016-11-09,12.72,-9.71,Heat,604288,Josh Richardson,SG,"4,100",10.8,"<td class=""width-15 green"" id=""salary-col"">+$400 (10.8%)</td>",400,10.8
16.29,2016-11-09,16.17,-0.12,Bucks,550991,Tony Snell,SG,"3,800",8.6,"<td class=""width-15 green"" id=""salary-col"">+$300 (8.6%)</td>",300,8.6
18.55,2016-11-09,15.30,-3.25,Warriors,214168,Zaza Pachulia,C,"3,400",-8.1,"<td class=""width-15 red"" id=""salary-col"">-$300 (-8.1%)</td>",-300,-8.1
27.19,2016-11-09,23.56,-3.63,Heat,552007,Dion Waiters,SG,"4,600",7.0,"<td class=""width-15 green"" id=""salary-col"">+$300 (7.0%)</td>",300,7.0
19.87,2016-11-09,22.88,+3.01,Bucks,531447,Matthew Dellavedova,PG,"4,800",6.7,"<td class=""width-15 green"" id=""salary-col"">+$300 (6.7%)</td>",300,6.7
20.40,2016-11-09,18.18,-2.22,Bulls,599809,Nikola Mirotic,PF,"4,500",-6.3,"<td class=""width-15 red"" id=""salary-col"">-$300 (-6.3%)</td>",-300,-6.3
20.93,2016-11-09,14.81,-6.12,Bucks,601146,Malcolm Brogdon,SG,"3,500",6.1,"<td class=""width-15 green"" id=""salary-col"">+$200 (6.1%)</td>",200,6.1
18.64,2016-11-09,17.43,-1.21,Warriors,173004,Andre Iguodala,SF,"3,500",-5.4,"<td class=""width-15 red"" id=""salary-col"">-$200 (-5.4%)</td>",-200,-5.4
33.90,2016-11-09,31.28,-2.62,Bulls,61849,Dwyane Wade,SG,"6,500",4.8,"<td class=""width-15 green"" id=""salary-col"">+$300 (4.8%)</td>",300,4.8
36.01,2016-11-09,36.55,+0.54,Heat,456456,Goran Dragic,PG,"7,000",4.5,"<td class=""width-15 green"" id=""salary-col"">+$300 (4.5%)</td>",300,4.5
28.46,2016-11-09,18.97,-9.49,Heat,571786,Tyler Johnson,PG,"4,700",-4.1,"<td class=""width-15 red"" id=""salary-col"">-$200 (-4.1%)</td>",-200,-4.1
